,BODY\body1_001.txt,BODY\body2_001.txt,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Item Set,Dynamic EQ,Trade Key,Expire,Prefix,
Auction Master Vest of Rebirth,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,6,133,246000,0,20,81,7457,237,579,,,,,54,,,111,10,,,,,,,,,75,0,23,14,1,,,,,,LBOD996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM Suit,BODY\gm_suit_m.txt,BODY\gm_suit_f.txt,,133,66800,0,10,80,4238,237,579,,,,1,,,,31,120,,,,38,199,,,,30,,25,15,1,,,,,,LBOD999
Arua Market Shirt,BODY\body1_31500.txt,BODY\body2_31500.txt,6,133,1,0,0,20,321,243,579,,,,,,,,,,,,,22,20000,,18,20000,30,,5000,5000,2,,,,,,LBOD1000
Hai Thing. suit,BODY\hawke_m.txt,BODY\body2_hawker.txt,6,131,1000,0,10,80,4257,,579,,,,,43,,,31,100,,,,,,,,,30,,25,15,2,,,,,,LBOD1001
Rose Online Dealer,BODY\dealer_m.txt,BODY\dealer_w.txt,6,133,1000,0,10,79,4258,,579,,,,,44,,,31,100,,,,,,,,,30,,25,15,2,,,,,,LBOD1002
Private School Uniform,BODY\shinnyusei_m.txt,BODY\shinnyusei_w.txt,6,133,100,0,10,10,4492,,579,,,,,,,,,,,,,,,,,,30,,25,15,2,,,,,,LBOD1003
Hiking Look,BODY\m_hikingstyle_m.txt,BODY\m_hikingstyle_f.txt,6,133,0,0,10,100,4260,,579,,,,,,,,,,,,,,,,,,30,,25,15,,,,,,,LBOD1004
Bee Costume,BODY\bee_suits_m.txt,BODY\bee_suits_w.txt,6,133,100,0,10,100,4261,,579,,,,,,,,,,,,,11,5,,14,20,30,,25,15,2,,,,,,LBOD1005
Hai Santa,BODY\mint_xmas_body_m.txt,BODY\cr_xmas_body_f.txt,6,133,1000,0,10,100,4262,,579,,,,,,,,,,,,,13,5,,14,22,30,,25,15,2,,,,,,LBOD1006
Corset Dress,BODY\maid_corset_m_na.txt,BODY\maid_corset_f_na.txt,6,133,1000,0,10,10,4503,,579,,,,,,,,,,,,,,,,,,30,,25,15,,,,,,,LBOD1007
Referee Costume,BODY\refereeshirt_m_0531_cr.txt,BODY\refereeshirt_w_0531_cr.txt,6,133,1000,0,10,100,4265,,579,,,,,,,,,,,,,,,,,,30,,25,15,2,,,,,,LBOD1008
Pretty Dress,BODY\mint_wedding_body_pb_0601_wa.txt,BODY\cream_wedding_body_pb_0601_wa.txt,6,133,1000,0,10,10,4266,,579,,,,,,,,,,,,,,,,,,30,,25,15,2,,,,,,LBOD1009
Pink Rudolph Suit,BODY\rudolf_body_m_pink_1102_wa.txt,BODY\rudolf_body_f_pink_1102_wa.txt,6,133,100,0,10,20,4344,241,579,,,,7,,,,,,,,,,,,,,30,,25,15,2,,,,,,LBOD1010
Blue Regal Dress,BODY\body1_F1044.txt,BODY\body2_F1044.txt,7,133,1000,0,10,100,4699,,579,,,,,,,,,,,,,10,7,,19,10,30,,25,15,2,,,,,,LBOD1011
Blue Cheerleader Uniform,BODY\body1_F1058.txt,BODY\body2_F1058.txt,7,133,1000,0,5,100,4702,,579,,,,,,,,,,,,,11,5,,21,15,30,,25,15,2,,,,,,LBOD1012
Pink Kimono Dress,BODY\montuki_man.txt,BODY\botan_dress_w.txt,7,133,1000,0,5,100,4701,,579,,,,100,,,,,,,,,13,6,,15,7,30,,25,15,2,,,,,,LBOD1013
Jellyfish Suit,BODY\kurara_body_m.txt,BODY\kurara_body_w.txt,7,133,1000,0,10,10,4348,,579,,,,,,,,,,,,,,,,,,30,,25,15,2,,,,,,LBOD1014
Pink Cheerleader Uniform,BODY\cheer_pink_m.txt,BODY\cheer_pink_w.txt,7,133,1000,0,5,100,4700,,579,,,,,,,,,,,,,11,5,,19,15,30,,25,15,2,,,,,,LBOD1015
Jellyfish Bikini,BODY\kurara_fundoshi.txt,BODY\kurara_body_f.txt,6,133,1000,0,3,10,8542,,579,,,,,,,,,,,,,,,,,,20,,15,8,,,,,,,LBOD1016
Purple Wedding Suit,BODY\cocktail_dress_pur_m.txt,BODY\cocktail_dress_pur_w.txt,6,133,1000,0,10,10,4351,,579,,,,,,,,,,,,,,,,,,30,,25,15,2,,,,,,LBOD1017
Snow Suit,BODY\snowman_suit_m.txt,BODY\snowman_suit_w.txt,6,133,1000,0,10,10,4352,,579,,,,,,,,,,,,,10,3,,14,20,30,,25,15,2,,,,,,LBOD1018
Yellow Regal Suit,BODY\party_dress_m.txt,BODY\party_dress_w.txt,6,133,1000,0,10,100,4353,,579,,,,,,,,2,1,,,,13,3,,14,20,30,,25,15,2,,,,,,LBOD1019
Devil Suit,BODY\devil_mint_body.txt,BODY\devil_cream_body.txt,7,133,1000,0,10,20,4359,,579,,,,,,,,,,,,,15,7,,20,15,30,,25,15,2,,,,,,LBOD1020
White Santa Set,BODY\mint_xmas_body_white_1101_wa.txt,BODY\cr_xmas_body_white_1101_wa.txt,6,133,1000,0,10,10,4360,,579,,,,,,,,,,,,,13,5,,14,22,30,,25,15,2,,,,,,LBOD1021
Slender Suit,BODY\body1_Slender.txt,BODY\body1_Slender.txt,6,133,1000,0,5,30,5350,243,579,,,,,,,,,,,,,,,,,,50,,10,10,,,,,,,LBOD1022
Gingerbread Man Body,BODY\body1_ginger.txt,BODY\body1_ginger.txt,6,133,1000,0,10,10,7280,243,579,,,,,,,,,,,,,14,5,,23,50,30,,25,15,2,,,,,,LBOD1023
Gingerbread Man Body (Yellow),BODY\body1_ginger_yellow.txt,BODY\body1_ginger_yellow.txt,6,133,1000,0,10,10,7281,243,579,,,,,,,,,,,,,14,5,,23,50,30,,25,15,2,,,,,,LBOD1024
Gingerbread Man Body (Pink),BODY\body1_ginger_pink.txt,BODY\body1_ginger_pink.txt,6,133,1000,0,10,10,7282,243,579,,,,,,,,,,,,,14,5,,23,50,30,,25,15,2,,,,,,LBOD1025
Gingerbread Man Body (Brown),BODY\body1_ginger_brown.txt,BODY\body1_ginger_brown.txt,6,133,1000,0,10,10,7283,243,579,,,,,,,,,,,,,14,5,,23,50,30,,25,15,2,,,,,,LBOD1026
Gingerbread Man Body (White),BODY\body1_ginger_white.txt,BODY\body1_ginger_white.txt,6,133,1000,0,10,10,7284,243,579,,,,,,,,,,,,,14,5,,23,50,30,,25,15,2,,,,,,LBOD1027
Blaster Suit,BODY_body1_Blaster.txt,BODY_body2_Blaster.txt,6,133,50000,0,10,100,5146,,579,,,,,,,,,,,,,38,2000,,23,1500,120,,1000,1000,,,,,,,LBOD1028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurum Plate Mail,BODY\body1_soldier200.txt,BODY\body2_soldier200.txt,,131,183500,0,20,81,3822,225,580,,,,,51,,,31,224,,,,,,,,,72,0,241,136,0,,,,,3,LBOD51
Aurum Plate Mail,BODY\body1_soldier200.txt,BODY\body2_soldier200.txt,,131,201200,0,20,81,3822,225,580,,,,,51,,,31,228,,,,,,,,,72,0,246,139,0,,,,,6,LBOD51
Brave Paladin Mail of Resilience,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,176000,0,20,81,3279,225,580,70,1,1349,1,51,,,31,220,,,,10,2,,26,5,75,0,237,133,0,,,,,,LBOD1032
Brave Paladin Mail of Agility,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,176000,0,20,81,3279,225,580,70,1,1350,1,51,,,31,220,,,,11,2,,26,5,75,0,237,133,0,,,,,,LBOD1033
Brave Paladin Mail of Faith,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,176000,0,20,81,3279,225,580,70,1,1351,1,51,,,31,220,,,,12,2,,26,5,75,0,237,133,0,,,,,,LBOD1034
Brave Paladin Mail of Precision,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,176000,0,20,81,3279,225,580,70,1,1352,1,51,,,31,220,,,,13,2,,26,5,75,0,237,133,0,,,,,,LBOD1035
Brave Paladin Mail of Virtue,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,176000,0,20,81,3279,225,580,70,1,1353,1,51,,,31,220,,,,14,2,,26,5,75,0,237,133,0,,,,,,LBOD1036
Brave Paladin Mail of Sharpness,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,176000,0,20,81,3279,225,580,70,1,1354,1,51,,,31,220,,,,15,2,,26,5,75,0,237,133,0,,,,,,LBOD1037
Brave Paladin Mail of Resiliance,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,199500,0,20,81,3279,225,580,71,1,1355,1,51,,,31,224,,,,10,4,,26,8,75,0,246,141,0,,,,,3,LBOD1032
Brave Paladin Mail of Agility,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,199500,0,20,81,3279,225,580,71,1,1356,1,51,,,31,224,,,,11,4,,26,8,75,0,246,141,0,,,,,3,LBOD1033
Brave Paladin Mail of Faith,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,199500,0,20,81,3279,225,580,71,1,1357,1,51,,,31,224,,,,12,4,,26,8,75,0,246,141,0,,,,,3,LBOD1034
Brave Paladin Mail of Precision,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,199500,0,20,81,3279,225,580,71,1,1358,1,51,,,31,224,,,,13,4,,26,8,75,0,246,141,0,,,,,3,LBOD1035
Brave Paladin Mail of Virtue,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,199500,0,20,81,3279,225,580,71,1,1359,1,51,,,31,224,,,,14,4,,26,8,75,0,246,141,0,,,,,3,LBOD1036
Brave Paladin Mail of Sharpness,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,199500,0,20,81,3279,225,580,71,1,1360,1,51,,,31,224,,,,15,4,,26,8,75,0,246,141,0,,,,,3,LBOD1037
Brave Paladin Mail of Resilience,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,245900,0,20,81,3279,225,580,72,1,1361,1,51,,,31,228,,,,10,7,,26,12,75,0,251,144,0,,,,,6,LBOD1032
Brave Paladin Mail of Agility,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,245900,0,20,81,3279,225,580,72,1,1362,1,51,,,31,228,,,,11,7,,26,12,75,0,251,144,0,,,,,6,LBOD1033
Brave Paladin Mail of Faith,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,245900,0,20,81,3279,225,580,72,1,1363,1,51,,,31,228,,,,12,7,,26,12,75,0,251,144,0,,,,,6,LBOD1034
Brave Paladin Mail of Precision,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,245900,0,20,81,3279,225,580,72,1,1364,1,51,,,31,228,,,,13,7,,26,12,75,0,251,144,0,,,,,6,LBOD1035
Brave Paladin Mail of Virtue,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,245900,0,20,81,3279,225,580,72,1,1365,1,51,,,31,228,,,,14,7,,26,12,75,0,251,144,0,,,,,6,LBOD1036
Brave Paladin Mail of Sharpness,BODY\body1_soldier_220.txt,BODY\body2_soldier_220.txt,9,131,245900,0,20,81,3279,225,580,72,1,1366,1,51,,,31,228,,,,15,7,,26,12,75,0,251,144,0,,,,,6,LBOD1037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oro's Walker Robe,BODY\body1_muse200.txt,BODY\body2_muse200.txt,,132,156000,0,20,81,3835,233,579,,,,,52,,,31,224,,,,39,264,,,,68,0,202,185,1,,,,,3,LBOD81
Oro's Walker Robe,BODY\body1_muse200.txt,BODY\body2_muse200.txt,,132,186000,0,20,81,3835,233,579,,,,,52,,,31,228,,,,39,264,,,,68,0,207,189,1,,,,,6,LBOD81
Summoner's Majestic Vest of Resilience,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,162000,0,20,81,3280,233,579,73,1,1368,1,52,,,31,220,,,,10,2,,22,5,75,0,197,183,1,,,,,,LBOD1053
Summoner's Majestic Vest of Agility,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,162000,0,20,81,3280,233,579,73,1,1369,1,52,,,31,220,,,,11,2,,22,5,75,0,197,183,1,,,,,,LBOD1054
Summoner's Majestic Vest of Faith,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,162000,0,20,81,3280,233,579,73,1,1370,1,52,,,31,220,,,,12,2,,22,5,75,0,197,183,1,,,,,,LBOD1055
Summoner's Majestic Vest of Precision,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,162000,0,20,81,3280,233,579,73,1,1371,1,52,,,31,220,,,,13,2,,22,5,75,0,197,183,1,,,,,,LBOD1056
Summoner's Majestic Vest of Virtue,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,162000,0,20,81,3280,233,579,73,1,1372,1,52,,,31,220,,,,14,2,,22,5,75,0,197,183,1,,,,,,LBOD1057
Summoner's Majestic Vest of Sharpness,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,162000,0,20,81,3280,233,579,73,1,1373,1,52,,,31,220,,,,15,2,,22,5,75,0,197,183,1,,,,,,LBOD1058
Summoner's Majestic Vest of Resilience,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,193000,0,20,81,3280,233,579,74,1,1374,1,52,,,31,224,,,,10,4,,22,8,75,0,207,191,1,,,,,3,LBOD1053
Summoner's Majestic Vest of Agility,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,193000,0,20,81,3280,233,579,74,1,1375,1,52,,,31,224,,,,11,4,,22,8,75,0,207,191,1,,,,,3,LBOD1054
Summoner's Majestic Vest of Faith,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,193000,0,20,81,3280,233,579,74,1,1376,1,52,,,31,224,,,,12,4,,22,8,75,0,207,191,1,,,,,3,LBOD1055
Summoner's Majestic Vest of Precision,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,193000,0,20,81,3280,233,579,74,1,1377,1,52,,,31,224,,,,13,4,,22,8,75,0,207,191,1,,,,,3,LBOD1056
Summoner's Majestic Vest of Virtue,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,193000,0,20,81,3280,233,579,74,1,1378,1,52,,,31,224,,,,14,4,,22,8,75,0,207,191,1,,,,,3,LBOD1057
Summoner's Majestic Vest of Sharpness,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,193000,0,20,81,3280,233,579,74,1,1379,1,52,,,31,224,,,,15,4,,22,8,75,0,207,191,1,,,,,3,LBOD1058
Summoner's Majestic Vest of Resilience,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,246000,0,20,81,3280,233,579,75,1,1380,1,52,,,31,228,,,,10,7,,22,12,75,0,212,195,1,,,,,6,LBOD1053
Summoner's Majestic Vest of Agility,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,246000,0,20,81,3280,233,579,75,1,1381,1,52,,,31,228,,,,11,7,,22,12,75,0,212,195,1,,,,,6,LBOD1054
Summoner's Majestic Vest of Faith,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,246000,0,20,81,3280,233,579,75,1,1382,1,52,,,31,228,,,,12,7,,22,12,75,0,212,195,1,,,,,6,LBOD1055
Summoner's Majestic Vest of Precision,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,246000,0,20,81,3280,233,579,75,1,1383,1,52,,,31,228,,,,13,7,,22,12,75,0,212,195,1,,,,,6,LBOD1056
Summoner's Majestic Vest of Virtue,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,246000,0,20,81,3280,233,579,75,1,1384,1,52,,,31,228,,,,14,7,,22,12,75,0,212,195,1,,,,,6,LBOD1057
Summoner's Majestic Vest of Sharpness,BODY\body1_muse_220.txt,BODY\body2_muse_220.txt,9,132,246000,0,20,81,3280,233,579,75,1,1385,1,52,,,31,228,,,,15,7,,22,12,75,0,212,195,1,,,,,6,LBOD1058
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raptor Chest,BODY\body1_hawker200.txt,BODY\body2_hawker200.txt,,131,183500,0,20,81,3848,229,579,,,,,53,,,31,224,,,,,,,,,68,0,228,146,1,,,,,3,LBOD111
Raptor Chest,BODY\body1_hawker200.txt,BODY\body2_hawker200.txt,,131,201200,0,20,81,3848,229,579,,,,,53,,,31,228,,,,,,,,,68,0,233,149,1,,,,,6,LBOD111
Fallen Overlord's Chest of Resilience,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,176000,0,20,81,3281,229,579,76,1,1387,1,53,,,31,220,,,,10,2,,22,5,75,0,224,143,0,,,,,,LBOD1074
Fallen Overlord's Chest of Agility,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,176000,0,20,81,3281,229,579,76,1,1388,1,53,,,31,220,,,,11,2,,22,5,75,0,224,143,0,,,,,,LBOD1075
Fallen Overlord's Chest of Faith,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,176000,0,20,81,3281,229,579,76,1,1389,1,53,,,31,220,,,,12,2,,22,5,75,0,224,143,0,,,,,,LBOD1076
Fallen Overlord's Chest of Precision,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,176000,0,20,81,3281,229,579,76,1,1390,1,53,,,31,220,,,,13,2,,22,5,75,0,224,143,0,,,,,,LBOD1077
Fallen Overlord's Chest of Virtue,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,176000,0,20,81,3281,229,579,76,1,1391,1,53,,,31,220,,,,14,2,,22,5,75,0,224,143,0,,,,,,LBOD1078
Fallen Overlord's Chest of Sharpness,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,176000,0,20,81,3281,229,579,76,1,1392,1,53,,,31,220,,,,15,2,,22,5,75,0,224,143,0,,,,,,LBOD1079
Fallen Overlord's Chest of Resilience,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,199500,0,20,81,3281,229,579,77,1,1393,1,53,,,31,224,,,,10,4,,22,8,75,0,233,150,0,,,,,3,LBOD1074
Fallen Overlord's Chest of Agility,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,199500,0,20,81,3281,229,579,77,1,1394,1,53,,,31,224,,,,11,4,,22,8,75,0,233,150,0,,,,,3,LBOD1075
Fallen Overlord's Chest of Faith,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,199500,0,20,81,3281,229,579,77,1,1395,1,53,,,31,224,,,,12,4,,22,8,75,0,233,150,0,,,,,3,LBOD1076
Fallen Overlord's Chest of Precision,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,199500,0,20,81,3281,229,579,77,1,1396,1,53,,,31,224,,,,13,4,,22,8,75,0,233,150,0,,,,,3,LBOD1077
Fallen Overlord's Chest of Virtue,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,199500,0,20,81,3281,229,579,77,1,1397,1,53,,,31,224,,,,14,4,,22,8,75,0,233,150,0,,,,,3,LBOD1078
Fallen Overlord's Chest of Sharpness,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,199500,0,20,81,3281,229,579,77,1,1398,1,53,,,31,224,,,,15,4,,22,8,75,0,233,150,0,,,,,3,LBOD1079
Fallen Overlord's Chest of Resilience,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,245900,0,20,81,3281,229,579,78,1,1399,1,53,,,31,228,,,,10,7,,22,12,75,0,238,153,0,,,,,6,LBOD1074
Fallen Overlord's Chest of Agility,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,245900,0,20,81,3281,229,579,78,1,1400,1,53,,,31,228,,,,11,7,,22,12,75,0,238,153,0,,,,,6,LBOD1075
Fallen Overlord's Chest of Faith,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,245900,0,20,81,3281,229,579,78,1,1401,1,53,,,31,228,,,,12,7,,22,12,75,0,238,153,0,,,,,6,LBOD1076
Fallen Overlord's Chest of Precision,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,245900,0,20,81,3281,229,579,78,1,1402,1,53,,,31,228,,,,13,7,,22,12,75,0,238,153,0,,,,,6,LBOD1077
Fallen Overlord's Chest of Virtue,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,245900,0,20,81,3281,229,579,78,1,1403,1,53,,,31,228,,,,14,7,,22,12,75,0,238,153,0,,,,,6,LBOD1078
Fallen Overlord's Chest of Sharpness,BODY\body1_hawker_220.txt,BODY\body2_hawker_220.txt,9,131,245900,0,20,81,3281,229,579,78,1,1404,1,53,,,31,228,,,,15,7,,22,12,75,0,238,153,0,,,,,6,LBOD1079
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercenary Vest,BODY\body1_dealer200.txt,BODY\body2_dealer200.txt,,133,187400,0,20,83,3861,237,579,,,,,54,,,31,224,,,,,,,,,68,0,225,141,1,,,,,3,LBOD141
Mercenary Vest,BODY\body1_dealer200.txt,BODY\body2_dealer200.txt,,133,237400,0,20,83,3861,237,579,,,,,54,,,31,228,,,,,,,,,68,0,230,144,1,,,,,6,LBOD141
Auction Master Vest of Resilience,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,162000,0,20,81,3282,237,579,79,1,1406,1,54,,,31,220,,,,10,2,,24,5,75,0,220,136,1,,,,,,LBOD1095
Auction Master Vest of Agility,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,162000,0,20,81,3282,237,579,79,1,1407,1,54,,,31,220,,,,11,2,,24,5,75,0,220,136,1,,,,,,LBOD1096
Auction Master Vest of Faith,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,162000,0,20,81,3282,237,579,79,1,1408,1,54,,,31,220,,,,12,2,,24,5,75,0,220,136,1,,,,,,LBOD1097
Auction Master Vest of Precision,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,162000,0,20,81,3282,237,579,79,1,1409,1,54,,,31,220,,,,13,2,,24,5,75,0,220,136,1,,,,,,LBOD1098
Auction Master Vest of Virtue,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,162000,0,20,81,3282,237,579,79,1,1410,1,54,,,31,220,,,,14,2,,24,5,75,0,220,136,1,,,,,,LBOD1099
Auction Master Vest of Sharpness,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,162000,0,20,81,3282,237,579,79,1,1411,1,54,,,31,220,,,,15,2,,24,5,75,0,220,136,1,,,,,,LBOD1100
Auction Master Vest of Resilience,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,193000,0,20,81,3282,237,579,80,1,1412,1,54,,,31,224,,,,10,4,,24,8,75,0,230,145,1,,,,,3,LBOD1095
Auction Master Vest of Agility,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,193000,0,20,81,3282,237,579,80,1,1413,1,54,,,31,224,,,,11,4,,24,8,75,0,230,145,1,,,,,3,LBOD1096
Auction Master Vest of Faith,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,193000,0,20,81,3282,237,579,80,1,1414,1,54,,,31,224,,,,12,4,,24,8,75,0,230,145,1,,,,,3,LBOD1097
Auction Master Vest of Precision,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,193000,0,20,81,3282,237,579,80,1,1415,1,54,,,31,224,,,,13,4,,24,8,75,0,230,145,1,,,,,3,LBOD1098
Auction Master Vest of Virtue,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,193000,0,20,81,3282,237,579,80,1,1416,1,54,,,31,224,,,,14,4,,24,8,75,0,230,145,1,,,,,3,LBOD1099
Auction Master Vest of Sharpness,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,193000,0,20,81,3282,237,579,80,1,1417,1,54,,,31,224,,,,15,4,,24,8,75,0,230,145,1,,,,,3,LBOD1100
Auction Master Vest of Resilience,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,246000,0,20,81,3282,237,579,81,1,1418,1,54,,,31,228,,,,10,7,,24,12,75,0,235,148,1,,,,,6,LBOD1095
Auction Master Vest of Agility,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,246000,0,20,81,3282,237,579,81,1,1419,1,54,,,31,228,,,,11,7,,24,12,75,0,235,148,1,,,,,6,LBOD1096
Auction Master Vest of Faith,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,246000,0,20,81,3282,237,579,81,1,1420,1,54,,,31,228,,,,12,7,,24,12,75,0,235,148,1,,,,,6,LBOD1097
Auction Master Vest of Precision,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,246000,0,20,81,3282,237,579,81,1,1421,1,54,,,31,228,,,,13,7,,24,12,75,0,235,148,1,,,,,6,LBOD1098
Auction Master Vest of Virtue,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,246000,0,20,81,3282,237,579,81,1,1422,1,54,,,31,228,,,,14,7,,24,12,75,0,235,148,1,,,,,6,LBOD1099
Auction Master Vest of Sharpness,BODY\body1_dealer_220.txt,BODY\body2_dealer_220.txt,9,133,246000,0,20,81,3282,237,579,81,1,1423,1,54,,,31,228,,,,15,7,,24,12,75,0,235,148,1,,,,,6,LBOD1100
Aurum Plate Mail of Glory,BODY\body1_soldier200.txt,BODY\body2_soldier200.txt,9,131,151400,0,20,74,3822,225,580,,,,,51,,,31,220,,,,,,,,,72,,227,124,0,,,,,,LBOD1113
Aurum Plate Mail of Glory,BODY\body1_soldier200.txt,BODY\body2_soldier200.txt,9,131,183500,0,20,81,3822,225,580,,,,,51,,,31,224,,,,,,,,,72,0,236,132,0,,,,,3,LBOD1113
Aurum Plate Mail of Glory,BODY\body1_soldier200.txt,BODY\body2_soldier200.txt,9,131,201200,0,20,81,3822,225,580,,,,,51,,,31,228,,,,,,,,,72,0,241,135,0,,,,,6,LBOD1113
Oro's Walker Robe of Glory,BODY\body1_muse200.txt,BODY\body2_muse200.txt,9,132,127400,0,20,81,3835,233,579,,,,,52,,,31,220,,,,39,264,,,,68,,188,171,1,,,,,,LBOD1116
Oro's Walker Robe of Glory,BODY\body1_muse200.txt,BODY\body2_muse200.txt,9,132,156000,0,20,81,3835,233,579,,,,,52,,,31,224,,,,,,,,,68,0,198,179,1,,,,,3,LBOD1116
Oro's Walker Robe of Glory,BODY\body1_muse200.txt,BODY\body2_muse200.txt,9,132,186000,0,20,81,3835,233,579,,,,,52,,,31,228,,,,,,,,,68,0,203,182,1,,,,,6,LBOD1116
Raptor Chest of Glory,BODY\body1_hawker200.txt,BODY\body2_hawker200.txt,9,131,133400,0,20,84,3848,229,579,,,,,53,,,31,220,,,,,,,,,69,,215,135,0,,,,,,LBOD1119
Raptor Chest of Glory,BODY\body1_hawker200.txt,BODY\body2_hawker200.txt,9,131,183500,0,20,81,3848,229,579,,,,,53,,,31,224,,,,,,,,,68,0,224,142,1,,,,,3,LBOD1119
Raptor Chest of Glory,BODY\body1_hawker200.txt,BODY\body2_hawker200.txt,9,131,201200,0,20,81,3848,229,579,,,,,53,,,31,228,,,,,,,,,68,0,229,145,1,,,,,6,LBOD1119
Mercenary Vest of Glory,BODY\body1_dealer200.txt,BODY\body2_dealer200.txt,9,133,147400,0,20,83,3861,237,579,,,,,54,,,31,220,,,,,,,,,68,,211,130,1,,,,,,LBOD1122
