Name,Id,Type,Defense,MagicResist,IconIdx,Quality,BasePrice,PriceRate,HairSettingF,HairSettingM,ReqStat1,ReqAmount1,ReqStat2,ReqAmount2,BonusStat1,BonusAmount1,BonusStat2,BonusAmount2,Durability,Weight,FieldItemId,MeshFemale,MeshMale,StlKey,DisplayName,Description
cap_282,282,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_282/cap_282/SkeletalMeshes/cap_282,/Game/Characters/Modular/Male/cap_282/cap_282/SkeletalMeshes/cap_282,,,
cap_283,283,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_283/cap_283/SkeletalMeshes/cap_283,/Game/Characters/Modular/Male/cap_283/cap_283/SkeletalMeshes/cap_283,,,
cap_284,284,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_284/cap_284/SkeletalMeshes/cap_284,/Game/Characters/Modular/Male/cap_284/cap_284/SkeletalMeshes/cap_284,,,
cap_290,290,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_290/cap_290/SkeletalMeshes/cap_290,/Game/Characters/Modular/Male/cap_290/cap_290/SkeletalMeshes/cap_290,,,
cap_291,291,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_291/cap_291/SkeletalMeshes/cap_291,/Game/Characters/Modular/Male/cap_291/cap_291/SkeletalMeshes/cap_291,,,
cap_294,294,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_294/cap_294/SkeletalMeshes/cap_294,/Game/Characters/Modular/Male/cap_294/cap_294/SkeletalMeshes/cap_294,,,
cap_295,295,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_295/cap_295/SkeletalMeshes/cap_295,/Game/Characters/Modular/Male/cap_295/cap_295/SkeletalMeshes/cap_295,,,
cap_301,301,123,9,5,81,22,1100,0,LCAP005,4,31,9,,,20,1,0,0,37,3,243,/Game/Characters/Modular/Female/cap_301/cap_301/SkeletalMeshes/cap_301,/Game/Characters/Modular/Male/cap_301/cap_301/SkeletalMeshes/cap_301,LCAP005,Islamic Bandana,A trendy bandana which is very useful on a bad hair day.
cap_302,302,123,9,6,82,20,1450,0,LCAP006,2,31,9,,,20,2,0,0,34,3,243,/Game/Characters/Modular/Female/cap_302/cap_302/SkeletalMeshes/cap_302,/Game/Characters/Modular/Male/cap_302/cap_302/SkeletalMeshes/cap_302,LCAP006,Red Beret,A red beret that generally attracts people who understand fashion.
cap_303,303,123,10,6,82,23,1450,0,LCAP006,2,31,12,,,20,2,0,0,37,3,243,/Game/Characters/Modular/Female/cap_303/cap_303/SkeletalMeshes/cap_303,/Game/Characters/Modular/Male/cap_303/cap_303/SkeletalMeshes/cap_303,LCAP006,Red Beret,A red beret that generally attracts people who understand fashion.
cap_304,304,123,9,6,83,21,2100,0,LCAP007,2,31,13,,,20,3,0,0,33,3,243,/Game/Characters/Modular/Female/cap_304/cap_304/SkeletalMeshes/cap_304,/Game/Characters/Modular/Male/cap_304/cap_304/SkeletalMeshes/cap_304,LCAP007,Red Leather Beret,An attractive leather hat that generally commands notice from the fashion savvy.
cap_305,305,123,10,6,83,24,2100,0,LCAP007,2,31,16,,,20,3,0,0,37,3,243,/Game/Characters/Modular/Female/cap_305/cap_305/SkeletalMeshes/cap_305,/Game/Characters/Modular/Male/cap_305/cap_305/SkeletalMeshes/cap_305,LCAP007,Red Leather Beret,An attractive leather hat that generally commands notice from the fashion savvy.
cap_306,306,123,11,7,83,26,2100,0,LCAP007,2,31,18,,,20,3,0,0,39,3,243,/Game/Characters/Modular/Female/cap_306/cap_306/SkeletalMeshes/cap_306,/Game/Characters/Modular/Male/cap_306/cap_306/SkeletalMeshes/cap_306,LCAP007,Red Leather Beret,An attractive leather hat that generally commands notice from the fashion savvy.
cap_307,307,123,11,6,84,24,2850,0,LCAP008,1,31,19,,,20,4,0,0,35,3,243,/Game/Characters/Modular/Female/cap_307/cap_307/SkeletalMeshes/cap_307,/Game/Characters/Modular/Male/cap_307/cap_307/SkeletalMeshes/cap_307,LCAP008,Rodeo Hat,Wearing this attractive hat feels like riding a horse in the dusty desert.
cap_308,308,123,12,6,84,26,2850,0,LCAP008,1,31,21,,,20,4,0,0,37,3,243,/Game/Characters/Modular/Female/cap_308/cap_308/SkeletalMeshes/cap_308,/Game/Characters/Modular/Male/cap_308/cap_308/SkeletalMeshes/cap_308,LCAP008,Rodeo Hat,Wearing this attractive hat feels like riding a horse in the dusty desert.
cap_309,309,123,12,7,84,28,2850,0,LCAP008,1,31,23,,,20,4,0,0,39,3,243,/Game/Characters/Modular/Female/cap_309/cap_309/SkeletalMeshes/cap_309,/Game/Characters/Modular/Male/cap_309/cap_309/SkeletalMeshes/cap_309,LCAP008,Rodeo Hat,Wearing this attractive hat feels like riding a horse in the dusty desert.
cap_310,310,123,11,7,85,26,3750,0,LCAP009,1,31,24,,,20,5,0,0,35,3,243,/Game/Characters/Modular/Female/cap_310/cap_310/SkeletalMeshes/cap_310,/Game/Characters/Modular/Male/cap_310/cap_310/SkeletalMeshes/cap_310,LCAP009,Luxurious Rodeo Hat,Wearing this attractive hat feels like riding a horse in a field of lush grass.
cap_311,311,123,12,8,85,28,3750,0,LCAP009,1,31,26,,,20,5,0,0,38,3,243,/Game/Characters/Modular/Female/cap_311/cap_311/SkeletalMeshes/cap_311,/Game/Characters/Modular/Male/cap_311/cap_311/SkeletalMeshes/cap_311,LCAP009,Luxurious Rodeo Hat,Wearing this attractive hat feels like riding a horse in a field of lush grass.
cap_312,312,123,13,8,85,30,3750,0,LCAP009,1,31,28,,,20,5,0,0,40,3,243,/Game/Characters/Modular/Female/cap_312/cap_312/SkeletalMeshes/cap_312,/Game/Characters/Modular/Male/cap_312/cap_312/SkeletalMeshes/cap_312,LCAP009,Luxurious Rodeo Hat,Wearing this attractive hat feels like riding a horse in a field of lush grass.
cap_313,313,123,12,7,86,26,4750,0,LCAP010,2,31,28,,,20,6,0,0,35,3,243,/Game/Characters/Modular/Female/cap_313/cap_313/SkeletalMeshes/cap_313,/Game/Characters/Modular/Male/cap_313/cap_313/SkeletalMeshes/cap_313,LCAP010,Joker Jester,A hat that is known for making jesters look ridiculous.
cap_314,314,123,13,8,86,29,4750,0,LCAP010,2,31,31,,,20,6,0,0,38,3,243,/Game/Characters/Modular/Female/cap_314/cap_314/SkeletalMeshes/cap_314,/Game/Characters/Modular/Male/cap_314/cap_314/SkeletalMeshes/cap_314,LCAP010,Joker Jester,A hat that is known for making jesters look ridiculous.
cap_315,315,123,14,8,86,31,4750,0,LCAP010,2,31,33,,,20,6,0,0,40,3,243,/Game/Characters/Modular/Female/cap_315/cap_315/SkeletalMeshes/cap_315,/Game/Characters/Modular/Male/cap_315/cap_315/SkeletalMeshes/cap_315,LCAP010,Joker Jester,A hat that is known for making jesters look ridiculous.
cap_316,316,123,14,8,87,29,6200,0,LCAP011,2,31,34,,,20,7,0,0,36,3,243,/Game/Characters/Modular/Female/cap_316/cap_316/SkeletalMeshes/cap_316,/Game/Characters/Modular/Male/cap_316/cap_316/SkeletalMeshes/cap_316,LCAP011,Luxurious Joker Jester,A hat that is known for making jesters look ridiculously funny.
cap_317,317,123,14,9,87,31,6200,0,LCAP011,2,31,36,,,20,7,0,0,39,3,243,/Game/Characters/Modular/Female/cap_317/cap_317/SkeletalMeshes/cap_317,/Game/Characters/Modular/Male/cap_317/cap_317/SkeletalMeshes/cap_317,LCAP011,Luxurious Joker Jester,A hat that is known for making jesters look ridiculously funny.
cap_318,318,123,15,9,87,32,6200,0,LCAP011,2,31,37,,,20,7,0,0,40,3,243,/Game/Characters/Modular/Female/cap_318/cap_318/SkeletalMeshes/cap_318,/Game/Characters/Modular/Male/cap_318/cap_318/SkeletalMeshes/cap_318,LCAP011,Luxurious Joker Jester,A hat that is known for making jesters look ridiculously funny.
cap_319,319,123,14,9,88,30,7950,0,LCAP012,2,31,38,,,20,8,0,0,36,3,243,/Game/Characters/Modular/Female/cap_319/cap_319/SkeletalMeshes/cap_319,/Game/Characters/Modular/Male/cap_319/cap_319/SkeletalMeshes/cap_319,LCAP012,Venetian Hat,A hat which makes its wearer look like a rich man.
cap_320,320,123,15,10,88,32,7950,0,LCAP012,2,31,40,,,20,8,0,0,38,3,243,/Game/Characters/Modular/Female/cap_320/cap_320/SkeletalMeshes/cap_320,/Game/Characters/Modular/Male/cap_320/cap_320/SkeletalMeshes/cap_320,LCAP012,Venetian Hat,A hat which makes its wearer look like a rich man.
cap_321,321,123,16,10,88,34,7950,0,LCAP012,2,31,42,,,20,8,0,0,40,3,243,/Game/Characters/Modular/Female/cap_321/cap_321/SkeletalMeshes/cap_321,/Game/Characters/Modular/Male/cap_321/cap_321/SkeletalMeshes/cap_321,LCAP012,Venetian Hat,A hat which makes its wearer look like a rich man.
cap_322,322,123,16,10,89,32,9550,0,LCAP013,2,31,44,,,20,9,0,0,37,3,243,/Game/Characters/Modular/Female/cap_322/cap_322/SkeletalMeshes/cap_322,/Game/Characters/Modular/Male/cap_322/cap_322/SkeletalMeshes/cap_322,LCAP013,Luxurious Venetian Hat ,"A hat which makes its wearer look like a rich, sophisticated man."
cap_323,323,123,17,10,89,34,9550,0,LCAP013,2,31,46,,,20,9,0,0,40,3,243,/Game/Characters/Modular/Female/cap_323/cap_323/SkeletalMeshes/cap_323,/Game/Characters/Modular/Male/cap_323/cap_323/SkeletalMeshes/cap_323,LCAP013,Luxurious Venetian Hat ,"A hat which makes its wearer look like a rich, sophisticated man."
cap_324,324,123,18,11,89,36,9550,0,LCAP013,2,31,48,,,20,9,0,0,42,3,243,/Game/Characters/Modular/Female/cap_324/cap_324/SkeletalMeshes/cap_324,/Game/Characters/Modular/Male/cap_324/cap_324/SkeletalMeshes/cap_324,LCAP013,Luxurious Venetian Hat ,"A hat which makes its wearer look like a rich, sophisticated man."
cap_325,325,123,18,11,91,36,14100,0,LCAP014,2,31,54,,,20,11,0,0,38,3,243,/Game/Characters/Modular/Female/cap_325/cap_325/SkeletalMeshes/cap_325,/Game/Characters/Modular/Male/cap_325/cap_325/SkeletalMeshes/cap_325,LCAP014,Junior Cap,A hat for normal magic school students.
cap_326,326,123,19,11,91,37,14100,0,LCAP014,2,31,55,,,20,11,0,0,40,3,243,/Game/Characters/Modular/Female/cap_326/cap_326/SkeletalMeshes/cap_326,/Game/Characters/Modular/Male/cap_326/cap_326/SkeletalMeshes/cap_326,LCAP014,Junior Cap,A hat for normal magic school students.
cap_327,327,123,20,12,91,39,14100,0,LCAP014,2,31,57,,,20,11,0,0,42,3,243,/Game/Characters/Modular/Female/cap_327/cap_327/SkeletalMeshes/cap_327,/Game/Characters/Modular/Male/cap_327/cap_327/SkeletalMeshes/cap_327,LCAP014,Junior Cap,A hat for normal magic school students.
cap_328,328,123,21,12,92,38,19050,0,LCAP015,2,31,62,,,20,13,0,0,39,3,243,/Game/Characters/Modular/Female/cap_328/cap_328/SkeletalMeshes/cap_328,/Game/Characters/Modular/Male/cap_328/cap_328/SkeletalMeshes/cap_328,LCAP015,Senior Cap,A hat for more prestigious students attending magic school.
cap_329,329,123,21,13,92,39,19050,0,LCAP015,2,31,63,,,20,13,0,0,40,3,243,/Game/Characters/Modular/Female/cap_329/cap_329/SkeletalMeshes/cap_329,/Game/Characters/Modular/Male/cap_329/cap_329/SkeletalMeshes/cap_329,LCAP015,Senior Cap,A hat for more prestigious students attending magic school.
cap_330,330,123,22,13,92,40,19050,0,LCAP015,2,31,64,,,20,13,0,0,41,3,243,/Game/Characters/Modular/Female/cap_330/cap_330/SkeletalMeshes/cap_330,/Game/Characters/Modular/Male/cap_330/cap_330/SkeletalMeshes/cap_330,LCAP015,Senior Cap,A hat for more prestigious students attending magic school.
cap_331,331,123,23,14,92,42,19050,0,LCAP015,2,31,66,,,20,13,0,0,44,3,243,/Game/Characters/Modular/Female/cap_331/cap_331/SkeletalMeshes/cap_331,/Game/Characters/Modular/Male/cap_331/cap_331/SkeletalMeshes/cap_331,LCAP015,Senior Cap,A hat for more prestigious students attending magic school.
cap_332,332,123,19,12,93,37,26350,0,LCAP016,0,31,59,,,20,12,0,0,39,3,243,/Game/Characters/Modular/Female/cap_332/cap_332/SkeletalMeshes/cap_332,/Game/Characters/Modular/Male/cap_332/cap_332/SkeletalMeshes/cap_332,LCAP016,Redfield Green Hat,A sophisticated hat for the dapper gentleman.
cap_333,333,123,20,12,93,38,26350,0,LCAP016,0,31,60,,,20,12,0,0,40,3,243,/Game/Characters/Modular/Female/cap_333/cap_333/SkeletalMeshes/cap_333,/Game/Characters/Modular/Male/cap_333/cap_333/SkeletalMeshes/cap_333,LCAP016,Redfield Green Hat,A sophisticated hat for the dapper gentleman.
cap_334,334,123,20,13,93,39,26350,0,LCAP016,0,31,61,,,20,12,0,0,41,3,243,/Game/Characters/Modular/Female/cap_334/cap_334/SkeletalMeshes/cap_334,/Game/Characters/Modular/Male/cap_334/cap_334/SkeletalMeshes/cap_334,LCAP016,Redfield Green Hat,A sophisticated hat for the dapper gentleman.
cap_335,335,123,21,13,93,41,26350,0,LCAP016,0,31,63,,,20,12,0,0,43,3,243,/Game/Characters/Modular/Female/cap_335/cap_335/SkeletalMeshes/cap_335,/Game/Characters/Modular/Male/cap_335/cap_335/SkeletalMeshes/cap_335,LCAP016,Redfield Green Hat,A sophisticated hat for the dapper gentleman.
cap_336,336,123,21,13,94,39,33600,0,LCAP017,0,31,64,,,20,13,0,0,39,3,243,/Game/Characters/Modular/Female/cap_336/cap_336/SkeletalMeshes/cap_336,/Game/Characters/Modular/Male/cap_336/cap_336/SkeletalMeshes/cap_336,LCAP017,Redfield Black Hat,A sophisticated hat for the dapper gentleman.
cap_337,337,123,21,14,94,40,33600,0,LCAP017,0,31,65,,,20,13,0,0,41,3,243,/Game/Characters/Modular/Female/cap_337/cap_337/SkeletalMeshes/cap_337,/Game/Characters/Modular/Male/cap_337/cap_337/SkeletalMeshes/cap_337,LCAP017,Redfield Black Hat,A sophisticated hat for the dapper gentleman.
cap_338,338,123,22,14,94,41,33600,0,LCAP017,0,31,66,,,20,13,0,0,42,3,243,/Game/Characters/Modular/Female/cap_338/cap_338/SkeletalMeshes/cap_338,/Game/Characters/Modular/Male/cap_338/cap_338/SkeletalMeshes/cap_338,LCAP017,Redfield Black Hat,A sophisticated hat for the dapper gentleman.
cap_339,339,123,23,15,94,43,33600,0,LCAP017,0,31,68,,,20,13,0,0,44,3,243,/Game/Characters/Modular/Female/cap_339/cap_339/SkeletalMeshes/cap_339,/Game/Characters/Modular/Male/cap_339/cap_339/SkeletalMeshes/cap_339,LCAP017,Redfield Black Hat,A sophisticated hat for the dapper gentleman.
cap_350,350,121,85,43,130,78,268050,0,LCAP043,4,31,215,,,20,10,19,10,77,10,227,/Game/Characters/Modular/Female/cap_350/cap_350/SkeletalMeshes/cap_350,/Game/Characters/Modular/Male/cap_350/cap_350/SkeletalMeshes/cap_350,LCAP043,Jabberwock Helm,A helm that shimmers freakily like the eyes of a madman.
cap_351,351,122,67,58,169,88,267200,0,LCAP073,4,31,215,,,20,10,18,10,69,2,235,/Game/Characters/Modular/Female/cap_351/cap_351/SkeletalMeshes/cap_351,/Game/Characters/Modular/Male/cap_351/cap_351/SkeletalMeshes/cap_351,LCAP073,Dimple Bonnet,"A cute, classy bonnet made by a famous designer."
cap_352,352,123,84,49,195,100,287950,0,LCAP103,4,31,215,,,20,10,26,10,76,2,231,/Game/Characters/Modular/Female/cap_352/cap_352/SkeletalMeshes/cap_352,/Game/Characters/Modular/Male/cap_352/cap_352/SkeletalMeshes/cap_352,LCAP103,Steel Resolve Hat,"A hat suited to marksmen that live by the one shot, one kill credo."
cap_353,353,123,77,52,221,82,263550,0,LCAP133,0,31,215,,,20,10,18,10,75,2,239,/Game/Characters/Modular/Female/cap_353/cap_353/SkeletalMeshes/cap_353,/Game/Characters/Modular/Male/cap_353/cap_353/SkeletalMeshes/cap_353,LCAP133,Mana Steam Head,A specialty magic hat that can directly manipulate Mana.
cap_354,354,121,85,43,130,78,268050,0,LCAP043,4,31,215,,,20,10,18,10,77,10,227,/Game/Characters/Modular/Female/cap_354/cap_354/SkeletalMeshes/cap_354,/Game/Characters/Modular/Male/cap_354/cap_354/SkeletalMeshes/cap_354,LCAP043,Jabberwock Helm,A helm that shimmers freakily like the eyes of a madman.
cap_355,355,122,67,58,169,88,267200,0,LCAP073,4,31,215,,,20,10,29,5,69,2,235,/Game/Characters/Modular/Female/cap_355/cap_355/SkeletalMeshes/cap_355,/Game/Characters/Modular/Male/cap_355/cap_355/SkeletalMeshes/cap_355,LCAP073,Dimple Bonnet,"A cute, classy bonnet made by a famous designer."
cap_356,356,123,84,49,195,100,287950,0,LCAP103,4,31,215,,,20,10,18,10,76,2,231,/Game/Characters/Modular/Female/cap_356/cap_356/SkeletalMeshes/cap_356,/Game/Characters/Modular/Male/cap_356/cap_356/SkeletalMeshes/cap_356,LCAP103,Steel Resolve Hat,"A hat suited to marksmen that live by the one shot, one kill credo."
cap_357,357,123,77,52,221,82,263550,0,LCAP133,0,31,215,,,20,10,26,10,75,2,239,/Game/Characters/Modular/Female/cap_357/cap_357/SkeletalMeshes/cap_357,/Game/Characters/Modular/Male/cap_357/cap_357/SkeletalMeshes/cap_357,LCAP133,Mana Steam Head,A specialty magic hat that can directly manipulate Mana.
cap_358,358,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_358/cap_358/SkeletalMeshes/cap_358,/Game/Characters/Modular/Male/cap_358/cap_358/SkeletalMeshes/cap_358,,,
cap_359,359,121,165,123,3432,75,138000,0,LCAP359,4,31,235,,,20,40,10,10,100,10,227,/Game/Characters/Modular/Female/cap_359/cap_359/SkeletalMeshes/cap_359,/Game/Characters/Modular/Male/cap_359/cap_359/SkeletalMeshes/cap_359,LCAP359,Viper Helmet,A lightweight yet strong helmet crafted in the shape of a viper's head.
cap_360,360,121,155,113,5630,75,138000,0,LCAP360,4,,,,,18,40,10,30,125,10,227,/Game/Characters/Modular/Female/cap_360/cap_360/SkeletalMeshes/cap_360,/Game/Characters/Modular/Male/cap_360/cap_360/SkeletalMeshes/cap_360,LCAP360,Shadow Viper Helmet,A lightweight yet strong helmet crafted in the shape of a viper's head.
cap_361,361,121,155,113,5599,75,138000,0,LCAP361,4,,,,,20,40,10,30,125,10,227,/Game/Characters/Modular/Female/cap_361/cap_361/SkeletalMeshes/cap_361,/Game/Characters/Modular/Male/cap_361/cap_361/SkeletalMeshes/cap_361,LCAP361,Infernal Viper Helmet,A lightweight yet strong helmet crafted in the shape of a viper's head.
cap_362,362,122,147,138,3433,88,140000,0,LCAP362,4,31,235,,,20,40,12,10,100,2,235,/Game/Characters/Modular/Female/cap_362/cap_362/SkeletalMeshes/cap_362,/Game/Characters/Modular/Male/cap_362/cap_362/SkeletalMeshes/cap_362,LCAP362,Oasis Scrunchie,A lighweight scrunchie enchanted with the power of water.
cap_363,363,122,137,128,5629,88,140000,0,LCAP363,4,,,,,18,40,12,30,125,2,235,/Game/Characters/Modular/Female/cap_363/cap_363/SkeletalMeshes/cap_363,/Game/Characters/Modular/Male/cap_363/cap_363/SkeletalMeshes/cap_363,LCAP363,Shadow Oasis Scrunchie,A lighweight scrunchie enchanted with the power of water.
cap_364,364,122,137,128,5598,88,140000,0,LCAP364,4,,,,,20,40,12,30,125,2,235,/Game/Characters/Modular/Female/cap_364/cap_364/SkeletalMeshes/cap_364,/Game/Characters/Modular/Male/cap_364/cap_364/SkeletalMeshes/cap_364,LCAP364,Infernal Oasis Scrunchie,A lighweight scrunchie enchanted with the power of water.
cap_365,365,123,158,129,3434,98,158200,0,LCAP365,0,31,235,,,20,40,11,10,100,2,231,/Game/Characters/Modular/Female/cap_365/cap_365/SkeletalMeshes/cap_365,/Game/Characters/Modular/Male/cap_365/cap_365/SkeletalMeshes/cap_365,LCAP365,Akela Ears,"Ears of a lonewolf, enchanted with the power of wind."
cap_366,366,123,148,119,5626,98,158200,0,LCAP366,0,,,,,18,40,11,30,125,2,231,/Game/Characters/Modular/Female/cap_366/cap_366/SkeletalMeshes/cap_366,/Game/Characters/Modular/Male/cap_366/cap_366/SkeletalMeshes/cap_366,LCAP366,Shadow Akela Ears,"Ears of a lonewolf, enchanted with the power of wind."
cap_367,367,123,148,119,5596,98,158200,0,LCAP367,0,,,,,20,40,11,30,125,2,231,/Game/Characters/Modular/Female/cap_367/cap_367/SkeletalMeshes/cap_367,/Game/Characters/Modular/Male/cap_367/cap_367/SkeletalMeshes/cap_367,LCAP367,Infernal Akela Ears,"Ears of a lonewolf, enchanted with the power of wind."
cap_368,368,123,157,132,3435,79,290000,0,LCAP368,0,31,235,,,20,30,13,10,100,2,239,/Game/Characters/Modular/Female/cap_368/cap_368/SkeletalMeshes/cap_368,/Game/Characters/Modular/Male/cap_368/cap_368/SkeletalMeshes/cap_368,LCAP368,Matrix Headgear,A high-tech headset worn by desert assassins.
cap_369,369,123,147,122,5627,79,290000,0,LCAP369,0,,,,,18,40,13,30,125,2,239,/Game/Characters/Modular/Female/cap_369/cap_369/SkeletalMeshes/cap_369,/Game/Characters/Modular/Male/cap_369/cap_369/SkeletalMeshes/cap_369,LCAP369,Shadow Matrix Headgear,A high-tech headset worn by desert assassins.
cap_370,370,123,147,122,5597,79,290000,0,LCAP370,0,,,,,20,40,13,30,125,2,239,/Game/Characters/Modular/Female/cap_370/cap_370/SkeletalMeshes/cap_370,/Game/Characters/Modular/Male/cap_370/cap_370/SkeletalMeshes/cap_370,LCAP370,Infernal Matrix Headgear,A high-tech headset worn by desert assassins.
cap_372,372,121,105,67,3380,75,270000,0,LCAP1000,0,31,225,,,20,20,10,10,70,10,227,/Game/Characters/Modular/Female/cap_372/cap_372/SkeletalMeshes/cap_372,/Game/Characters/Modular/Male/cap_372/cap_372/SkeletalMeshes/cap_372,LCAP1000,Obsidian Plate Helm,NaRose Evolution Soldier Helmet.
cap_373,373,122,88,80,3381,88,270000,0,LCAP1001,0,31,225,,,20,20,28,10,64,2,235,/Game/Characters/Modular/Female/cap_373/cap_373/SkeletalMeshes/cap_373,/Game/Characters/Modular/Male/cap_373/cap_373/SkeletalMeshes/cap_373,LCAP1001,Royal Sage Headpiece,NaRose Evolution Muse Headpiece.
cap_374,374,123,96,72,3382,98,270000,0,LCAP1002,0,31,225,,,20,20,11,10,70,2,231,/Game/Characters/Modular/Female/cap_374/cap_374/SkeletalMeshes/cap_374,/Game/Characters/Modular/Male/cap_374/cap_374/SkeletalMeshes/cap_374,LCAP1002,Shadow Fall Headband,NaRose Evolution Hawker Headband.
cap_375,375,123,97,75,3383,79,270000,0,LCAP1003,0,31,225,,,20,20,13,10,68,2,239,/Game/Characters/Modular/Female/cap_375/cap_375/SkeletalMeshes/cap_375,/Game/Characters/Modular/Male/cap_375/cap_375/SkeletalMeshes/cap_375,LCAP1003,Mana Fusion Headpiece,NaRose Evolution Dealer Headpiece.
cap_394,394,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_394/cap_394/SkeletalMeshes/cap_394,/Game/Characters/Modular/Male/cap_394/cap_394/SkeletalMeshes/cap_394,,,
cap_395,395,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_395/cap_395/SkeletalMeshes/cap_395,/Game/Characters/Modular/Male/cap_395/cap_395/SkeletalMeshes/cap_395,,,
cap_396,396,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_396/cap_396/SkeletalMeshes/cap_396,/Game/Characters/Modular/Male/cap_396/cap_396/SkeletalMeshes/cap_396,,,
cap_397,397,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_397/cap_397/SkeletalMeshes/cap_397,/Game/Characters/Modular/Male/cap_397/cap_397/SkeletalMeshes/cap_397,,,
cap_398,398,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_398/cap_398/SkeletalMeshes/cap_398,/Game/Characters/Modular/Male/cap_398/cap_398/SkeletalMeshes/cap_398,,,
cap_399,399,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_399/cap_399/SkeletalMeshes/cap_399,/Game/Characters/Modular/Male/cap_399/cap_399/SkeletalMeshes/cap_399,,,
cap_400,400,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_400/cap_400/SkeletalMeshes/cap_400,/Game/Characters/Modular/Male/cap_400/cap_400/SkeletalMeshes/cap_400,,,
cap_401,401,121,9,3,117,13,1100,0,LCAP031,2,31,12,,,0,0,0,0,33,10,227,/Game/Characters/Modular/Female/cap_401/cap_401/SkeletalMeshes/cap_401,/Game/Characters/Modular/Male/cap_401/cap_401/SkeletalMeshes/cap_401,LCAP031,Soldier Helm,A basic helm for Soldiers.
cap_402,402,121,10,4,117,13,1100,0,LCAP031,2,31,14,,,0,0,0,0,33,10,227,/Game/Characters/Modular/Female/cap_402/cap_402/SkeletalMeshes/cap_402,/Game/Characters/Modular/Male/cap_402/cap_402/SkeletalMeshes/cap_402,LCAP031,Soldier Helm,A basic helm for Soldiers.
cap_403,403,121,11,5,117,13,1100,0,LCAP031,2,31,17,,,0,0,0,0,34,10,227,/Game/Characters/Modular/Female/cap_403/cap_403/SkeletalMeshes/cap_403,/Game/Characters/Modular/Male/cap_403/cap_403/SkeletalMeshes/cap_403,LCAP031,Soldier Helm,A basic helm for Soldiers.
cap_404,404,121,11,5,117,18,1100,0,LCAP031,2,31,11,,,0,0,0,0,36,10,227,/Game/Characters/Modular/Female/cap_404/cap_404/SkeletalMeshes/cap_404,/Game/Characters/Modular/Male/cap_404/cap_404/SkeletalMeshes/cap_404,LCAP031,Soldier Helm,A basic helm for Soldiers.
cap_405,405,121,13,6,117,22,1100,0,LCAP031,2,31,15,,,0,0,0,0,41,10,227,/Game/Characters/Modular/Female/cap_405/cap_405/SkeletalMeshes/cap_405,/Game/Characters/Modular/Male/cap_405/cap_405/SkeletalMeshes/cap_405,LCAP031,Soldier Helm,A basic helm for Soldiers.
cap_406,406,121,15,8,117,27,1100,0,LCAP031,2,31,20,,,0,0,0,0,46,10,227,/Game/Characters/Modular/Female/cap_406/cap_406/SkeletalMeshes/cap_406,/Game/Characters/Modular/Male/cap_406/cap_406/SkeletalMeshes/cap_406,LCAP031,Soldier Helm,A basic helm for Soldiers.
cap_407,407,121,13,5,118,18,2400,0,LCAP032,2,31,33,,,0,0,0,0,35,10,227,/Game/Characters/Modular/Female/cap_407/cap_407/SkeletalMeshes/cap_407,/Game/Characters/Modular/Male/cap_407/cap_407/SkeletalMeshes/cap_407,LCAP032,Iron Helm,A blue helm with a giant horn on each side.
cap_408,408,121,14,5,118,18,2400,0,LCAP032,2,31,35,,,0,0,0,0,36,10,227,/Game/Characters/Modular/Female/cap_408/cap_408/SkeletalMeshes/cap_408,/Game/Characters/Modular/Male/cap_408/cap_408/SkeletalMeshes/cap_408,LCAP032,Iron Helm,A blue helm with a giant horn on each side.
cap_409,409,121,15,6,118,18,2400,0,LCAP032,2,31,38,,,0,0,0,0,36,10,227,/Game/Characters/Modular/Female/cap_409/cap_409/SkeletalMeshes/cap_409,/Game/Characters/Modular/Male/cap_409/cap_409/SkeletalMeshes/cap_409,LCAP032,Iron Helm,A blue helm with a giant horn on each side.
