Name,MotionRow,MotionCol,Action,AnimName,ZmoPath
m_361_16,361,16,STOP1,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_361_17,361,17,STOP1,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_361_18,361,18,STOP1,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_361_19,361,19,STOP1,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_0,362,0,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_1,362,1,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_2,362,2,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_3,362,3,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_4,362,4,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_5,362,5,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_6,362,6,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_7,362,7,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_8,362,8,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_9,362,9,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_10,362,10,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_11,362,11,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_12,362,12,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_13,362,13,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_14,362,14,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_15,362,15,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_16,362,16,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_17,362,17,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_18,362,18,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_362_19,362,19,MOVE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_0,363,0,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_1,363,1,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_2,363,2,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_3,363,3,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_4,363,4,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_5,363,5,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_6,363,6,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_7,363,7,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_8,363,8,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_9,363,9,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_10,363,10,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_11,363,11,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_12,363,12,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_13,363,13,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_14,363,14,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_15,363,15,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_16,363,16,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_17,363,17,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_18,363,18,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_363_19,363,19,ATTACK01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_0,364,0,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_1,364,1,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_2,364,2,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_3,364,3,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_4,364,4,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_5,364,5,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_6,364,6,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_7,364,7,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_8,364,8,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_9,364,9,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_10,364,10,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_11,364,11,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_12,364,12,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_13,364,13,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_14,364,14,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_15,364,15,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_16,364,16,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_17,364,17,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_18,364,18,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_364_19,364,19,ATTACK02,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_0,365,0,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_1,365,1,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_2,365,2,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_3,365,3,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_4,365,4,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_5,365,5,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_6,365,6,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_7,365,7,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_8,365,8,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_9,365,9,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_10,365,10,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_11,365,11,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_12,365,12,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_13,365,13,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_14,365,14,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_15,365,15,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_16,365,16,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_17,365,17,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_18,365,18,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_365_19,365,19,ATTACK03,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_0,366,0,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_1,366,1,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_2,366,2,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_3,366,3,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_4,366,4,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_5,366,5,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_6,366,6,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_7,366,7,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_8,366,8,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_9,366,9,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_10,366,10,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_11,366,11,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_12,366,12,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_13,366,13,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_14,366,14,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_15,366,15,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_16,366,16,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_17,366,17,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_18,366,18,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_366_19,366,19,DIE,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_0,367,0,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_1,367,1,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_2,367,2,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_3,367,3,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_4,367,4,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_5,367,5,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_6,367,6,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_7,367,7,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_8,367,8,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_9,367,9,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_10,367,10,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_11,367,11,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_12,367,12,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_13,367,13,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_14,367,14,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_15,367,15,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_16,367,16,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_17,367,17,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_18,367,18,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_367_19,367,19,SPECIAL01,Eagle_Avatar,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Avatar.ZMO
m_461_0,461,0,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_1,461,1,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_2,461,2,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_3,461,3,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_4,461,4,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_5,461,5,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_6,461,6,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_7,461,7,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_8,461,8,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_9,461,9,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_10,461,10,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_11,461,11,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_12,461,12,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_13,461,13,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_14,461,14,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_15,461,15,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_16,461,16,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_17,461,17,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_18,461,18,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_461_19,461,19,STOP1,Eagle_Stop,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Stop.ZMO
m_462_0,462,0,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_1,462,1,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_2,462,2,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_3,462,3,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_4,462,4,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_5,462,5,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_6,462,6,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_7,462,7,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_8,462,8,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_9,462,9,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_10,462,10,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_11,462,11,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_12,462,12,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_13,462,13,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_14,462,14,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_15,462,15,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_16,462,16,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_17,462,17,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_18,462,18,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_462_19,462,19,MOVE,Eagle_Run,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Run.ZMO
m_463_0,463,0,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_1,463,1,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_2,463,2,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_3,463,3,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_4,463,4,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_5,463,5,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_6,463,6,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_7,463,7,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_8,463,8,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_9,463,9,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_10,463,10,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_11,463,11,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_12,463,12,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_13,463,13,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_14,463,14,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_15,463,15,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_16,463,16,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_17,463,17,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_18,463,18,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_463_19,463,19,ATTACK01,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_0,464,0,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_1,464,1,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_2,464,2,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_3,464,3,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_4,464,4,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_5,464,5,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_6,464,6,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_7,464,7,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_8,464,8,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_9,464,9,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_10,464,10,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_11,464,11,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_12,464,12,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_13,464,13,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_14,464,14,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_15,464,15,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_16,464,16,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_17,464,17,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_18,464,18,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_464_19,464,19,ATTACK02,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_0,465,0,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_1,465,1,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_2,465,2,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_3,465,3,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_4,465,4,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_5,465,5,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_6,465,6,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
