,,,,,,,,,,,,,,,,,,,,
,,,,432,37,0,1,56,,205,582,,,,,,177,,,
,,,,432,42,0,1,60,,205,582,,,,,,177,,,
Cannon Shell,,,,433,2,0,1,10,1898,203,582,,,,,,191,,,LNAT341
Iron Shell,,,,433,5,0,1,16,6621,203,582,,,,,,191,,,LNAT342
Track Shell,,,,433,6,0,1,20,6622,203,582,,,,,,191,,,LNAT343
Bomber Shell,,,,433,10,0,1,27,6623,203,582,,,,,,191,,,LNAT344
Blaze Shell,,,,433,15,0,1,35,6624,203,582,,,,,,191,,,LNAT345
Rock Shell,,,,433,18,0,0,20,2109,203,582,,,,,,308,,,LNAT346
Cluster Shell,,,,433,30,0,0,35,2606,203,582,,,,,,307,,,LNAT347
Molten Shell,,,,433,34,0,0,39,2609,203,582,,,,,,599,,,LNAT348
,,,,433,53,0,1,55,,203,582,,,,,,191,,,
,,,,433,67,0,1,60,,203,582,,,,,,191,,,
Poison Shell,,,,433,4,0,0,12,1904,203,582,,,,,,305,,,LNAT351
Fire Shell,,,,433,6,0,1,18,1905,203,582,,,,,,306,,,LNAT352
,,,,433,11,0,1,27,,203,582,,,,,,191,,,
,,,,433,17,0,1,36,,203,582,,,,,,191,,,
,,,,433,22,0,1,42,,203,582,,,,,,191,,,
,,,,433,28,0,1,48,,203,582,,,,,,191,,,
,,,,433,37,0,1,56,,203,582,,,,,,191,,,
,,,,433,42,0,1,60,,203,582,,,,,,191,,,
,,,,433,43,0,2,65,,203,582,,,,,,191,,,
,,,,433,49,0,2,70,,203,582,,,,,,191,,,
Lisent (U),,,6,428,3155,5,1,900,1025,183,583,,,,,7,,,,LNAT090
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Black Dye,,,,429,1500,0,1,15,2964,183,582,,,,,,,,,LNAT364
Blue Dye,,,,429,2000,0,1,20,2965,183,582,,,,,,,,,LNAT365
Green Dye,,,,429,2500,0,1,25,2966,183,582,,,,,,,,,LNAT366
Pink Dye,,,,429,3000,0,1,30,2967,183,582,,,,,,,,,LNAT367
Purple Dye,,,,429,3500,0,1,35,2968,183,582,,,,,,,,,LNAT368
Red Dye,,,,429,4000,0,1,40,2969,183,582,,,,,,,,,LNAT369
White Dye,,,,429,4500,0,1,45,2970,183,582,,,,,,,,,LNAT370
Yellow Dye,,,,429,5000,0,1,50,2971,183,582,,,,,,,,,LNAT371
10 AruaPoints Token,,,6,429,0,0,1,10,3843,162,582,,,,,,,,,LNAT372
25 AruaPoints Token,,,6,429,0,0,1,25,3844,162,582,,,,,,,,,LNAT373
50 AruaPoints Token,,,6,429,0,0,1,50,3845,162,582,,,,,,,,,LNAT374
100 AruaPoints Token,,,6,429,0,0,1,90,3846,162,582,,,,,,,,,LNAT375
Junon Order Recommendation,,,6,429,0,0,1,90,,162,582,,,,,,,,,LNAT376
Ferrell Recommendation,,,6,429,0,0,1,90,,162,582,,,,,,,,,LNAT377
Arumic Recommendation,,,6,429,0,0,1,90,,162,582,,,,,,,,,LNAT378
Righteous Recommendation,,,6,429,0,0,1,90,,162,582,,,,,,,,,LNAT379
Aleksandros Fragment,,,,429,2000,0,1,90,2598,162,582,,,,,,,,,LNAT380
Instance Key,,,,429,10000,0,1,50,2543,162,582,,,,,,,,,LNAT381
Veteran Instance Recommendation,,,6,429,10000,0,1,60,2544,162,582,,,,,,,,,LNAT382
Elite Instance Recommendation,,,6,429,10000,0,1,70,2545,162,582,,,,,,,,,LNAT383
Nightmare Instance Recommendation,,,6,429,10000,0,1,80,2546,162,582,,,,,,,,,LNAT384
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
5 AruaPoints Token,,,6,429,0,0,1,10,3842,162,582,,,,,,,,,LNAT390
Gold Key of Bast,,,11,435,0,0,1,10,7579,162,582,,218,,,,,,,LNAT391
Bronze Key of Bast,,,11,435,0,0,1,10,4010,162,582,,210,,,,,,,LNAT392
Silver Key of Bast,,,11,435,0,0,1,10,4011,162,582,,214,,,,,,,LNAT393
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
HP Water,,,,428,72,10,1,40,1944,183,583,,,,,7,,,,LNAT399
MP Water,,,,428,72,10,1,40,2301,183,583,,,,,7,,,,LNAT400
Rose,,,,430,0,0,0,10,1612,239,,,,,,,,,,LNAT401
MP3 Player,,,2,430,0,0,0,10,2060,227,,,,,,,,,,LNAT402
Santa Lottery,,,,430,1000,0,0,10,2074,251,,,,,,,,,,LNAT403
Leveling Coupon,,,2,430,1667,0,0,10,2075,251,,,,,,,,,,LNAT404
La Reine,,,2,430,200,0,0,10,2072,162,,,,,,,,,,LNAT405
,,,,,,,,,,,,,,,,,,,,
Trash,,,2,430,250,0,0,10,2141,193,584,,,,,,,,,LNAT407
Testimony of Boldness,,,2,430,250,0,0,10,1691,251,584,,,,,,,,,LNAT408
Lacrima,,,2,430,250,0,0,10,1952,251,584,,,,,,,,,LNAT409
Path of Nostalgia,,,,430,250,0,0,10,1954,195,584,,,,,,,,,LNAT410
Golden Crystal,,,2,430,250,0,0,10,1916,161,584,,,,,,,,,LNAT411
Attestation of Hero,,,2,430,250,0,0,10,2310,162,584,,,,,,,,,LNAT412
Sticky Liquid,,,2,430,250,0,1,10,1840,185,584,,,,,,,,,LNAT178
Wish Fuel,,,2,430,250,0,0,10,1840,185,584,,,,,,,,,LNAT414
Ice Chouchou,,,2,430,250,0,0,10,2123,211,584,,,,,,,,,LNAT415
Snow Crystal,,,2,430,250,0,0,10,1964,198,584,,,,,,,,,LNAT413
Raffle Event Coupon,,,2,430,250,0,0,10,2075,251,,,,,,,,,,LNAT417
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Dark Cloth,,,,429,300,0,1,50,2142,162,583,,,,,,,,,LNAT420
Smashed Pumpkin,,,,429,300,0,1,50,2003,162,583,,,,,,,,,LNAT421
Witches Broom,,,,429,300,0,1,50,2143,162,583,,,,,,,,,LNAT422
Fake Spider Web,,,,426,300,0,1,50,1556,162,583,,,,,,,,,LNAT423
,,,,,,,,,,,,,,,,,,,,
Wedding Ring,,,,429,300,0,1,50,2158,162,583,,,,,,,,,LNAT425
Rose,,,,429,300,0,1,50,2159,162,583,,,,,,,,,LNAT426
Heart Chocolate,,,,429,300,0,1,50,2160,162,583,,,,,,,,,LNAT427
,,,,,,,,,,,,,,,,,,,,
Dragon Scale,,,6,430,250,0,0,60,2380,162,,,,,,,,,,LNAT429
Reindeer Feed,,,,429,265,2,1,50,4490,162,583,,,,,8,,,,LNAT430
,,,,,,,,,,,,,,,,,,,,
Proof of Evil Bunny Extermination [2012],,,6,442,10203,0,1,35,7854,162,583,,,,,8,,,,LNAT432
Proof of Evil Bunny Extermination [2014],,,6,442,10203,0,1,35,7854,162,583,,,,,8,,,,LNAT433
Proof of Evil Bunny Extermination [2015],,,6,442,10203,0,1,35,7854,162,583,,,,,8,,,,LNAT434
Christmas Coupon,,,6,429,1,0,1,50,2073,162,583,,,,,,,,,LNAT435
Proof of Evil Bunny Extermination [2016],,,2,442,10203,0,1,35,7854,162,583,,,,,8,,,,LNAT436
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
????????????,,,,430,500,0,1,10,1955,162,,,,,,,,,,LNAT441
????????????,,,6,430,500,0,1,10,3007,162,,,,,,,,,,LNAT441
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Dragon Wing Coupon,,,,430,5,0,1,60,2073,251,,,,,,,,,,LNAT444
,,,,,,,,,,,,,,,,,,,,
"100,000,000 Token",,,,430,100000,0,1,10,4546,251,,,,,,,,,,LNAT446
"250,000,000 Token",,,,430,100000,0,1,10,4547,251,,,,,,,,,,LNAT447
"500,000,000 Token",,,,430,100000,0,1,10,4548,251,,,,,,,,,,LNAT448
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Salon Coupon,,,6,430,300,0,0,10,2093,251,,,,,,,,,,LNAT451
Plastic Surgery Coupon,,,6,430,500,0,0,10,2094,251,,,,,,,,,,LNAT452
Transgender Coupon,,,6,430,500,0,0,10,2095,251,,,,,,,,,,LNAT453
,,,,,,,,,,,,,,,,,,,,
Summer Event Coupon,,,6,430,1000,0,0,10,3827,251,,,,,,,,,,LNAT455
Halloween Event Coupon,,,6,430,1000,0,0,10,4356,251,,,,,,,,,,LNAT456
Halloween Treat Coupon,,,6,430,1000,0,0,10,4357,251,,,,,,,,,,LNAT457
Halloween Event Coupon,,,2,430,1000,0,0,10,4356,251,,,,,,,,,,LNAT458
,,,,,,,,,,,,,,,,,,,,
Stat Reset Coupon,,,6,430,1000,0,0,10,3858,251,,,,,,,,,,LNAT460
Skill Reset Coupon,,,6,430,1000,0,0,10,3859,251,,,,,,,,,,LNAT461
Birthstone Reset Coupon,,,6,430,1000,0,0,10,3855,251,,,,,,,,,,LNAT462
,,,,,,,,,,,,,,,,,,,,
Halloween Ticket,,,6,430,0,0,0,10,2909,251,,,,,,,,,,LNAT464
Easter Coupon,,,6,430,0,0,0,10,8506,251,,,,,,,,,,LNAT465
Great Pig Winner,,,6,429,0,0,1,90,6978,162,582,,,,,,,,,LNAT466
Easter Ticket,,,6,430,0,0,0,10,7854,251,,,,,,,,,,LNAT467
Summer Ticket,,,6,430,0,0,0,10,7966,251,,,,,,,,,,LNAT468
,,,,,,,,,,,,,,,,,,,,
Copper Ore,,,,434,2225,0,5,34,5591,186,,,,,,,,,,LNAT470
Copper Ore (Low Quality),,,,434,2425,0,5,30,5590,186,,,,,,,,,,LNAT471
Copper Ore (High Quality),,,,434,2625,0,5,38,5592,186,,,,,,,,,,LNAT472
Silver Ore,,,,434,2825,0,5,46,5594,186,,,,,,,,,,LNAT473
Silver Ore (Low Quality),,,,434,3025,0,5,42,5593,186,,,,,,,,,,LNAT474
Silver Ore (High Quality),,,,434,3225,0,5,50,5595,186,,,,,,,,,,LNAT475
Gold Ore,,,,434,3425,0,5,62,5597,186,,,,,,,,,,LNAT476
Gold Ore (Low Quality),,,,434,3625,0,5,56,5596,186,,,,,,,,,,LNAT477
Gold Ore (High Quality),,,,434,3825,0,5,68,5598,186,,,,,,,,,,LNAT478
,,,,,,,,,,,,,,,,,,,,
Blue Petal,,,,434,2225,0,0,50,5619,211,,,,,,,,,,LNAT480
Yellow Petal,,,,434,2425,0,0,70,5620,211,,,,,,,,,,LNAT481
Red Petal,,,,434,2625,0,0,100,5621,211,,,,,,,,,,LNAT482
,,,,,,,,,,,,,,,,,,,,
Herb Root,,,,434,2225,0,0,50,5616,211,,,,,,,,,,LNAT484
Herb Stem,,,,434,2425,0,0,70,5617,211,,,,,,,,,,LNAT485
Herb Leaf,,,,434,2625,0,0,100,5618,211,,,,,,,,,,LNAT486
,,,,,,,,,,,,,,,,,,,,
Bornite Ore,,,,434,4755,0,5,75,5633,186,,,,,,,,,,LNAT488
Chalcocite Ore,,,,434,4755,0,5,75,5632,186,,,,,,,,,,LNAT489
Pentlandite Ore,,,,434,4755,0,5,75,5630,186,,,,,,,,,,LNAT490
Wolframite Ore,,,,434,4755,0,5,75,5631,186,,,,,,,,,,LNAT491
Hematite Ore,,,,434,4755,0,5,75,5634,186,,,,,,,,,,LNAT492
Chromite Ore,,,,434,4755,0,5,75,5629,186,,,,,,,,,,LNAT493
,,,,,,,,,,,,,,,,,,,,
Stone of Wrath,,,6,434,106000,0,5,90,5635,186,,90,1,1101,1,,,,,LNAT495
Stone of Agility,,,6,434,106000,0,5,90,5636,186,,90,1,1102,1,,,,,LNAT496
Stone of Mind,,,6,434,106000,0,5,90,5637,186,,90,1,1103,1,,,,,LNAT497
Stone of Void,,,6,434,106000,0,5,90,5638,186,,90,1,1104,1,,,,,LNAT498
Stone of Luck,,,6,434,106000,0,5,90,5639,186,,90,1,1105,1,,,,,LNAT499
Stone of Disaster,,,6,434,106000,0,5,90,5640,186,,90,1,1106,1,,,,,LNAT500
,,,,,,,,,,,,,,,,,,,,
Halloween Mount Coupon (1/4),,,6,430,1000,0,0,10,4356,251,,,,,,,,,,LNAT502
Halloween Mount Coupon (2/4),,,6,430,1000,0,0,10,4356,251,,,,,,,,,,LNAT503
Halloween Mount Coupon (3/4),,,6,430,1000,0,0,10,4356,251,,,,,,,,,,LNAT504
Halloween Mount Coupon (4/4),,,6,430,1000,0,0,10,4356,251,,,,,,,,,,LNAT505
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Orb of the Battling Blade,,,6,429,150000,0,10,70,5646,162,582,,,,,,,,,LNAT508
Orb of the Fatal Mace,,,6,429,150000,0,10,70,5647,162,582,,,,,,,,,LNAT509
Orb of the Destroying Sword,,,6,429,150000,0,10,70,5648,162,582,,,,,,,,,LNAT510
Orb of the Deadly Spear,,,6,429,150000,0,10,70,5649,162,582,,,,,,,,,LNAT511
Orb of the Executing Axe,,,6,429,150000,0,10,70,5650,162,582,,,,,,,,,LNAT512
Orb of the Accurated Cross Bow,,,6,429,150000,0,10,70,5659,162,582,,,,,,,,,LNAT513
Orb of the Deadshooting Bow,,,6,429,150000,0,10,70,5660,162,582,,,,,,,,,LNAT514
Orb of the Killer Blades,,,6,429,150000,0,10,70,5661,162,582,,,,,,,,,LNAT515
Orb of the Quick Katars,,,6,429,150000,0,10,70,5662,162,582,,,,,,,,,LNAT516
Orb of the Supportive Wand,,,6,429,150000,0,10,70,5663,162,582,,,,,,,,,LNAT517
Orb of the Enchanted Staff,,,6,429,150000,0,10,70,5672,162,582,,,,,,,,,LNAT518
Orfb of the Fearsome Gun,,,6,429,150000,0,10,70,5673,162,582,,,,,,,,,LNAT519
Orb of the Chaotic Launcher,,,6,429,150000,0,10,70,5674,162,582,,,,,,,,,LNAT520
Mana Shard,,,,429,100000,0,10,40,5675,162,582,,,,,,,,,LNAT521
Orb of the Concentrated Head,,,6,429,150000,0,10,70,5685,162,582,,,,,,,,,LNAT522
Orb of the Tactical Body,,,6,429,150000,0,10,70,5686,162,582,,,,,,,,,LNAT523
Orb of the Waring Hands,,,6,429,150000,0,10,70,5687,162,582,,,,,,,,,LNAT524
Orb of the Fastest Legs,,,6,429,150000,0,10,70,5688,162,582,,,,,,,,,LNAT525
Tombs Of Sorrows Key,,,6,430,100000,0,2,50,5677,162,582,,,,,,,,,LNAT526
Spiritual Aura,,,,429,7650,5,1,30,5699,162,583,,,,,,,,,LNAT527
Spiritual Stone,,,,429,7895,5,1,35,5700,162,583,,,,,,,,,LNAT528
Soul of Dohokall,,,,429,10356,5,1,45,5701,162,583,,,,,,,,,LNAT529
Fissured Plasma,,,,429,8456,5,1,32,5702,162,583,,,,,,,,,LNAT530
Enchanted Metal,,,,429,9550,5,1,18,5712,162,583,,,,,,,,,LNAT531
Empty Crystal,,,,429,11032,5,1,37,5713,162,583,,,,,,,,,LNAT532
Memphis stone,,,,429,5210,5,1,15,5714,162,583,,,,,,,,,LNAT533
Memphis Ice Shard,,,,429,3568,5,1,10,5715,162,583,,,,,,,,,LNAT534
Tainted Key,,,,429,30000,0,2,50,5664,162,582,,,,,,,,,LNAT535
Slaughterer's Rib,,,,429,48916,0,10,60,5725,162,582,,,,,,,,,LNAT536
Cursed Vagabond Wood,,,,429,48916,0,10,60,5726,162,582,,,,,,,,,LNAT537
Heavygear Pilot's Femur,,,,429,48916,0,10,60,5727,162,582,,,,,,,,,LNAT538
Moss Golem Skull,,,,429,48916,0,20,60,5728,162,582,,,,,,,,,LNAT539
God Ra's Emblem,,,,429,75695,0,5,80,5729,162,582,,,,,,,,,LNAT540
Golden Moldie Token,,,6,430,3825,0,1,25,5599,162,582,,,,,,,,,LNAT541
Mutation Essence,,,,429,2356,5,20,70,3965,186,582,,,,,,,,,LNAT542
Horn Piece,,,,429,3654,5,10,30,3966,186,582,,,,,,,,,LNAT543
Fang Piece,,,,429,1232,5,10,35,3967,186,582,,,,,,,,,LNAT544
Hard Scale,,,,429,6987,5,10,40,3968,186,582,,,,,,,,,LNAT545
Rotten Soil,,,,429,1565,5,1,18,3969,186,582,,,,,,,,,LNAT546
Withered Wood,,,,429,6512,5,1,20,3970,186,582,,,,,,,,,LNAT547
Radioactive Metal Chunk,,,,429,2365,5,5,35,3971,186,582,,,,,,,,,LNAT548
Glass Shard,,,,429,7541,5,1,25,3972,186,582,,,,,,,,,LNAT549
Demonic Fur,,,,429,2036,5,1,20,3973,186,582,,,,,,,,,LNAT550
Poisonous Eye,,,,429,5641,5,5,60,3974,186,582,,,,,,,,,LNAT551
Radium Stone,,,,429,65974,5,15,70,3975,186,582,,,,,,,,,LNAT552
Neptunium Stone,,,,429,56154,5,15,70,3976,186,582,,,,,,,,,LNAT553
Crystal Ore,,,,434,8755,0,5,55,5626,186,582,,,,,,,,,LNAT554
Jabberwock Horn,,,,434,467954,0,1,20,5627,186,582,,,,,,,,,LNAT555
Karkia's Coin,,,,430,5954,5,1,40,4545,162,582,,,,,,,,,LNAT556
Phantom Powder,,,,429,6260,5,1,40,2669,172,582,,,,,,,,,LNAT557
Wicked Hearts,,,,429,14350,5,1,90,2559,161,582,,,,,,,,,LNAT558
Malicious Orb,,,,429,32156,5,5,70,6003,186,582,,,,,,,,,LNAT559
Hope Orb,,,,429,32156,5,5,70,6004,186,582,,,,,,,,,LNAT560
Beast's Broken Core,,,,429,26540,5,5,40,6016,186,582,,,,,,,,,LNAT561
Spectral Box,,,,429,30025,5,5,50,6017,162,582,,,,,,,,,LNAT562
Fazzy's Skin,,,,429,11254,5,5,45,5584,186,582,,,,,,,,,LNAT563
Destroyed Shield,,,,429,99484,5,5,90,7664,162,582,,,,,,,,,LNAT564
Moon Pearl,,,,429,76951,5,5,80,7665,162,582,,,,,,,,,LNAT565
Moon Feather,,,,429,70365,5,5,70,7666,162,582,,,,,,,,,LNAT566
Wicked Gemstone,,,,429,76540,5,5,80,7667,162,582,,,,,,,,,LNAT567
Heavy Chain,,,,429,70951,5,5,70,7668,162,582,,,,,,,,,LNAT568
,,,,,,,,,,,,,,,,,,,,
Pet Skin,,,6,437,0,0,1,40,3973,162,582,,,,,,,299,,LNAT570
Accessory 1,,,6,438,0,0,1,40,4545,162,582,,,,,,,,1,LNAT571
Accessory 2,,,6,438,0,0,1,40,6003,162,582,,,,,,,,2,LNAT572
Accessory 3,,,6,438,0,0,1,40,6017,162,582,,,,,,,,3,LNAT573
,,,,,,,,,,,,,,,,,,,,
Growth Powder,,,,429,75410,5,1,90,7735,162,582,,,,,,,,,LNAT575
Purple Gem,,,,434,8755,0,5,55,5897,186,582,,,,,,,,,LNAT576
Crystallized Memory,,,,429,59974,5,10,70,3963,162,582,,,,,,,,,LNAT577
Small Time Core,,,,429,65112,5,1,70,8343,162,582,,,,,,,,,LNAT578
Frozen Armor Chunk,,,,429,48714,5,5,60,8558,162,582,,,,,,,,,LNAT579
Glowing Gemstone,,,,429,62415,5,5,70,8559,186,582,,,,,,,,,LNAT580
Purifying Gemstone,,,,429,62415,5,5,70,8560,186,582,,,,,,,,,LNAT581
Hard Ice Shard,,,,429,26621,5,5,35,8561,162,582,,,,,,,,,LNAT582
Blizzardy Crystal,,,,429,14558,5,5,40,8562,162,582,,,,,,,,,LNAT583
Terbium Ore,,,,434,11541,0,5,40,8563,186,582,,,,,,,,,LNAT584
Gabbro Stone,,,,434,99856,0,5,50,8564,186,582,,,,,,,,,LNAT585
Solidified Flower,,,,434,3324,0,1,70,8565,211,582,,,,,,,,,LNAT586
Metallic Leaf,,,,434,3451,0,1,60,8571,211,582,,,,,,,,,LNAT587
Teiwez Banner,,,,429,1351,5,1,40,8634,162,582,,,,,,,,,LNAT588
Berkana Stone Fragment,,,,429,2010,5,5,50,2440,162,582,,,,,,,,,LNAT589
Purple Specter Medallion,,,,430,86480,5,1,80,8635,162,582,,,,,,,,,LNAT590
Yellow Specter Medallion,,,,430,86480,5,1,80,8636,162,582,,,,,,,,,LNAT591
White Specter Medallion,,,,430,86480,5,1,80,8637,162,582,,,,,,,,,LNAT592
Red Specter Medallion,,,,430,86480,5,1,80,8638,162,582,,,,,,,,,LNAT593
Green Specter Medallion,,,,430,86480,5,1,80,8639,162,582,,,,,,,,,LNAT594
Blue Specter Medallion,,,,430,86480,5,1,80,8640,162,582,,,,,,,,,LNAT595
Fragile Red Stone,,,,429,23210,5,3,80,8660,162,582,,,,,,,,,LNAT596
Blazing Ore Chunk,,,,434,18950,5,5,40,8661,186,582,,,,,,,,,LNAT597
Devotion Red Flute,,,,430,19985,5,2,60,8663,162,582,,,,,,,,,LNAT598
Devotion Blue Flute,,,,430,19985,5,2,60,8662,162,582,,,,,,,,,LNAT599
Boost Up Event Token,,,6,430,0,0,1,40,5926,162,582,,,,,,,,,LNAT600
Ulverick's Shell Piece,,,,429,223251,5,10,70,8664,162,582,,,,,,,,,LNAT601
Christmas Ticket,,,6,430,0,0,0,10,3023,251,,,,,,,,,,LNAT602
Accursed Agate,,,,429,12140,5,1,90,8681,162,582,,,,,,,,,LNAT603
Valentines Ticket,,,6,430,0,0,0,10,3609,251,,,,,,,,,,LNAT604
Unholy Marble,,,,429,22001,5,1,60,9551,162,582,,,,,,,,,LNAT605
Golem's Core (Yellow),,,,429,23220,5,1,60,9548,162,582,,,,,,,,,LNAT606
Golem's Core (Blue),,,,429,23220,5,1,60,9549,162,582,,,,,,,,,LNAT607
Golem's Core (Red),,,,429,23220,5,1,60,9550,162,582,,,,,,,,,LNAT608
Breather Ashes,,,,429,33128,5,1,80,9546,162,582,,,,,,,,,LNAT609
Breather Remnant,,,,429,33511,5,1,80,9547,162,582,,,,,,,,,LNAT610
Amorphous Heart,,,,429,32230,5,1,70,9672,162,582,,,,,,,,,LNAT611
Wicked Stone,,,,429,33215,5,1,70,9673,162,582,,,,,,,,,LNAT612
Abyssal Mirror,,,,429,44569,5,1,70,9674,162,582,,,,,,,,,LNAT613
Broken Test Tube,,,,429,9541,5,1,20,9675,162,582,,,,,,,,,LNAT614
Contaminated Ichor,,,,429,3874,5,1,20,9676,211,582,,,,,,,,,LNAT615
Apendages Tentacle,,,,429,9745,5,1,20,9677,211,582,,,,,,,,,LNAT616
Apendages Fang,,,,429,7561,5,1,20,9678,211,582,,,,,,,,,LNAT617
Sturdy Skin,,,,429,3241,5,1,20,9679,211,582,,,,,,,,,LNAT618
Mutating Spores,,,,429,1510,5,1,20,9680,183,582,,,,,,,,,LNAT619
Mutating Dust,,,,429,5489,5,1,20,9681,183,582,,,,,,,,,LNAT620
Radioactive Metal,,,,429,7787,5,1,20,9682,186,582,,,,,,,,,LNAT621
Luminescent Core,,,,429,11554,5,1,20,9683,162,582,,,,,,,,,LNAT622
Sunrise Spherule,,,,429,6890,5,1,60,9802,162,582,,,,,,,,,LNAT623
Dusk Spherule,,,,429,6890,5,1,60,9803,162,582,,,,,,,,,LNAT624
Lens of Dawn (DROPPED),,,6,429,13550,5,1,70,9804,162,582,,,,,,,,,LNAT625
Splintered Fluorite,,,,429,6698,5,1,30,9819,189,582,,,,,,,,,LNAT626
Fluorite Chunk,,,,429,13002,5,1,50,9820,189,582,,,,,,,,,LNAT627
Aglaophotis,,,,429,13221,5,1,40,9821,183,582,,,,,,,,,LNAT628
Celadon Splinter,,,,429,22000,5,1,15,9822,162,582,,,,,,,,,LNAT629
Glaoucous Splinter,,,,429,22000,5,1,15,9823,162,582,,,,,,,,,LNAT630
Celadon Lump,,,,429,56600,5,2,60,9824,162,582,,,,,,,,,LNAT631
Glaoucous Lump,,,,429,56600,5,2,60,9825,162,582,,,,,,,,,LNAT632
Dawnfrost Crystal,,,,429,99800,5,3,90,9826,162,582,,,,,,,,,LNAT633
Diatom Tentacle,,,,429,8878,5,1,20,9884,162,582,,,,,,,,,LNAT634
Diatom Eye,,,,429,9989,5,1,30,9885,162,582,,,,,,,,,LNAT635
Unobtainium,,,,429,15320,5,1,70,9886,162,582,,,,,,,,,LNAT636
Soul Binder (Ego),,,,429,50000,5,1,90,9888,162,582,,,,,,,,,LNAT637
Soul Binder (Id),,,,429,50000,5,1,90,9889,162,582,,,,,,,,,LNAT638
Umbrasilver,,,,429,22354,5,1,90,9988,162,582,,,,,,,,,LNAT639
Nyxstone,,,,429,22324,5,1,90,9989,162,582,,,,,,,,,LNAT640
Mark of Descent,,,,429,100000,5,5,50,10140,162,582,,,,,,,,,LNAT641
Void Link,,,2,429,50000,5,5,60,10141,162,582,,,,,,,,,LNAT642
Voidforged Ornament,,,2,430,80000,5,10,70,10142,162,582,,,,,,,,,LNAT643
Voidforged Obsidian Tome,,,2,429,120000,5,10,70,10143,162,582,,,,,,,,,LNAT644
Voidforged Umbral Tome,,,2,429,120000,5,10,70,10144,162,582,,,,,,,,,LNAT645
Voidforged Nethermind Tome,,,2,429,120000,5,10,70,10145,162,582,,,,,,,,,LNAT646
Voidforged Barren Tome,,,2,429,120000,5,10,70,10146,162,582,,,,,,,,,LNAT647
Voidforged Wraithsilk Tome,,,2,429,120000,5,10,70,10147,162,582,,,,,,,,,LNAT648
Voidforged Lunar Tome,,,2,429,120000,5,10,70,10148,162,582,,,,,,,,,LNAT649
Voidforged Hollow Tome,,,2,429,120000,5,10,70,10149,162,582,,,,,,,,,LNAT650
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Bean Bullet,,,13,432,0,0,10,8,1885,205,582,,,,,,171,,,LNAT321
Plated Bullet,,,13,432,0,0,10,18,1888,205,582,,,,,,285,,,LNAT324
