Name,Id,Type,MotionType,MotionName,Hand,AttackPower,AttackSpeed,Range,Quality,IconIdx,BasePrice,PriceRate,AtkStartSound,AtkHitSoundType,BulletEffect,AtkFireSound,ReqStat1,ReqAmount1,ReqStat2,ReqAmount2,BonusStat1,BonusAmount1,BonusStat2,BonusAmount2,Durability,Weight,FieldItemId,Mesh,TextureSrc,StlKey,DisplayName,Description,HitSound
weapon_188,188,232,12,Gun,Right,660,10,3000,120,4823,200000,0,84,0,174,78,31,255,13,395,38,500,13,30,125,35,246,/Game/Characters/Modular/Weapons/weapon_188/weapon_188/SkeletalMeshes/weapon_188,3ddata/weapon/end/Burned/burned.dds,LWEA1888,Burned Unholy Gun of Mushi,ETC iROSE,
weapon_189,189,251,16,Katar,Right+Left,660,6,250,120,4864,200000,0,38,5,0,0,31,255,11,395,38,500,11,30,125,30,246,/Game/Characters/Modular/Weapons/weapon_189/weapon_189/SkeletalMeshes/weapon_189,3ddata/weapon/end/Burned/burned.dds,LWEA1899,Burned Unholy Katar of Dendi,ETC iROSE,
weapon_190,190,222,6,THSpear,Right,675,7,450,120,4797,200000,0,55,25,0,0,31,255,10,395,38,500,10,30,125,90,246,/Game/Characters/Modular/Weapons/weapon_190/weapon_190/SkeletalMeshes/weapon_190,3ddata/weapon/end/Burned/burnedspear.dds,LWEA1900,Burned Unholy Spear of Funn1k,ETC iROSE,
weapon_191,191,241,6,THSpear,Right,650,9,300,120,4774,200000,0,72,25,0,0,31,255,12,395,38,500,12,30,125,20,246,/Game/Characters/Modular/Weapons/weapon_191/weapon_191/SkeletalMeshes/weapon_191,3ddata/weapon/end/Burned/burned.dds,LWEA1911,Burned Unholy Staff of s4,ETC iROSE,
weapon_192,192,242,14,Wand,Right,620,9,2400,120,4798,200000,0,37,0,399,89,31,255,12,395,38,500,12,30,125,20,246,/Game/Characters/Modular/Weapons/weapon_192/weapon_192/SkeletalMeshes/weapon_192,3ddata/weapon/end/Burned/burned.dds,LWEA1922,Burned Unholy Wand of Chuan,ETC iROSE,
weapon_193,193,211,5,THSword,Right,620,7,250,120,4754,200000,0,39,5,0,0,31,255,10,395,38,500,10,30,125,50,246,/Game/Characters/Modular/Weapons/weapon_193/weapon_193/SkeletalMeshes/weapon_193,3ddata/weapon/end/Burned/burned.dds,LWEA1933,Burned Unholy Sword of xey,ETC iROSE,
weapon_194,194,221,8,THBlunt,Right,720,9,200,120,4769,200000,0,63,5,0,0,31,255,10,395,38,500,10,30,125,50,246,/Game/Characters/Modular/Weapons/weapon_194/weapon_194/SkeletalMeshes/weapon_194,3ddata/weapon/end/Burned/burned.dds,LWEA1944,Burned Unholy Reckles Sword of LodA,ETC iROSE,
weapon_195,195,223,8,THBlunt,Right,740,12,200,120,4752,200000,0,63,5,0,0,31,255,10,395,38,500,10,30,125,120,246,/Game/Characters/Modular/Weapons/weapon_195/weapon_195/SkeletalMeshes/weapon_195,3ddata/weapon/end/Burned/burned.dds,LWEA1955,Burned Unholy Axe of Singsing,ETC iROSE,
weapon_196,196,212,3,OHMace,Right,635,12,250,120,4833,200000,0,48,5,0,0,31,255,10,395,38,500,10,30,125,90,246,/Game/Characters/Modular/Weapons/weapon_196/weapon_196/SkeletalMeshes/weapon_196,3ddata/weapon/end/Burned/burned.dds,LWEA1966,Burned Unholy Blunt of Arteezy,ETC iROSE,
weapon_197,197,231,10,Bow,Left,800,9,2600,120,4759,200000,0,0,0,151,71,31,255,11,395,38,500,11,30,125,30,246,/Game/Characters/Modular/Weapons/weapon_197/weapon_197/SkeletalMeshes/weapon_197,3ddata/weapon/end/Burned/burned.dds,LWEA1977,Burned Unholy Bow of Puppey,ETC iROSE,
weapon_198,198,271,11,XBow,Right,620,10,2500,120,4760,200000,0,0,0,151,71,31,255,10,178,38,500,11,30,125,30,246,/Game/Characters/Modular/Weapons/weapon_198/weapon_198/SkeletalMeshes/weapon_198,3ddata/weapon/end/Burned/burned.dds,LWEA1988,Burned Unholy Bowgun of Akke,ETC iROSE,
weapon_199,199,233,9,Cannon,Right,800,14,3200,70,4824,243665,0,84,0,191,78,31,255,10,223,38,500,18,30,125,142,246,/Game/Characters/Modular/Weapons/weapon_199/weapon_199/SkeletalMeshes/weapon_199,3ddata/weapon/end/Burned/burned.dds,LWEA1999,Burned Unholy Launcher of Kuroky,ETC iROSE,
weapon_200,200,252,7,DSW,Right+Left,800,9,250,120,4734,100000,0,39,5,0,0,31,255,11,395,38,500,11,30,125,20,246,/Game/Characters/Modular/Weapons/weapon_200/weapon_200/SkeletalMeshes/weapon_200,3ddata/weapon/end/Burned/burned.dds,LWEA2002,Burned Unholy Dualwield of Burning,ETC iROSE,
weapon_201,201,231,10,Bow,Left,13,10,2000,28,1157,460,0,0,0,151,71,,,,,,,,,35,5,246,/Game/Characters/Modular/Weapons/weapon_201/weapon_201/SkeletalMeshes/weapon_201,3Ddata/WEAPON/WEAPON/far/fgu8/fgu8.dds,LWEA201,Toy Bow,A funny Bow that seems to have been made as a children's toy.,
weapon_202,202,231,10,Bow,Left,23,10,2100,32,1158,1175,0,0,0,151,71,31,10,11,29,,,,,38,5,246,/Game/Characters/Modular/Weapons/weapon_202/weapon_202/SkeletalMeshes/weapon_202,3Ddata/WEAPON/WEAPON/far/fbo1/fbo1.dds,LWEA202,Short Bow,"A Bow that's so easy to use, even a child can use it.",
weapon_203,203,231,10,Bow,Left,33,10,2200,37,1159,2460,0,0,0,151,71,31,20,11,45,,,,,40,10,246,/Game/Characters/Modular/Weapons/weapon_203/weapon_203/SkeletalMeshes/weapon_203,3Ddata/WEAPON/WEAPON/far/fbo2/fbo2.dds,LWEA203,Long Bow,The most fundamental Bow for established Bow attack strategies.,
weapon_204,204,231,10,Bow,Left,43,10,2200,41,1160,4480,0,0,0,151,71,31,29,11,60,,,,,41,10,246,/Game/Characters/Modular/Weapons/weapon_204/weapon_204/SkeletalMeshes/weapon_204,3Ddata/WEAPON/WEAPON/far/fbo10/fbo10.dds,LWEA204,Orc Bow,The basic Bow for Orc Archers.,
weapon_205,205,231,10,Bow,Left,55,10,2200,44,1161,8040,0,0,0,151,71,31,38,11,74,,,,,43,10,246,/Game/Characters/Modular/Weapons/weapon_205/weapon_205/SkeletalMeshes/weapon_205,3Ddata/WEAPON/WEAPON/far/fbo3/fbo3.dds,LWEA205,White Wing Bow,A Bow that is made in the form of a little angel's wing.,
weapon_206,206,231,10,Bow,Left,67,10,2300,48,1162,13590,0,0,0,151,71,31,47,11,88,,,,,44,15,246,/Game/Characters/Modular/Weapons/weapon_206/weapon_206/SkeletalMeshes/weapon_206,3Ddata/WEAPON/WEAPON/far/fbo12/fbo12.dds,LWEA206,Elf Bow,A powerful Bow that was used by the Elves.,
weapon_207,207,231,10,Bow,Left,80,10,2300,52,1163,22400,0,0,0,151,71,31,56,11,102,,,,,46,15,246,/Game/Characters/Modular/Weapons/weapon_207/weapon_207/SkeletalMeshes/weapon_207,3Ddata/WEAPON/WEAPON/far/fbo13/fbo13.dds,LWEA207,Iron Bow,A solid Bow that is constructed of iron.,
weapon_208,208,231,10,Bow,Left,93,10,2300,56,1164,30550,0,0,0,151,71,31,64,11,114,,,,,47,15,246,/Game/Characters/Modular/Weapons/weapon_208/weapon_208/SkeletalMeshes/weapon_208,3Ddata/WEAPON/WEAPON/far/fbo11/fbo11.dds,LWEA208,Maiya Bow, Bow that calls forth the determination of shepherd boys who have decided to eradicate the wolves that have stolen their sheep.,
weapon_209,209,231,10,Bow,Left,106,10,2400,59,1165,42600,0,0,0,151,71,31,72,11,126,,,,,49,20,246,/Game/Characters/Modular/Weapons/weapon_209/weapon_209/SkeletalMeshes/weapon_209,3Ddata/WEAPON/WEAPON/far/fbo4/fbo4.dds,LWEA209,Rider Bow,An awesome Bow used by noble warriors wearing the mask of the grasshopper.,
weapon_210,210,231,10,Bow,Left,120,10,2400,63,1166,56950,0,0,0,151,71,31,80,11,139,,,,,50,20,246,/Game/Characters/Modular/Weapons/weapon_210/weapon_210/SkeletalMeshes/weapon_210,3Ddata/WEAPON/WEAPON/far/fbo5/fbo5.dds,LWEA210,Half-Elf Bow,The basic Bow that was used by Half Elves.,
weapon_211,211,231,10,Bow,Left,135,10,2400,66,1167,76600,0,0,0,151,71,31,88,11,151,,,,,52,20,246,/Game/Characters/Modular/Weapons/weapon_211/weapon_211/SkeletalMeshes/weapon_211,3Ddata/WEAPON/WEAPON/far/fbo6/fbo6.dds,LWEA211,Mythril Bow,A Bow made of Mythril whose quality is guaranteed after purchase.,
weapon_212,212,231,10,Bow,Left,149,10,2400,69,1168,94950,0,0,0,151,71,31,95,11,161,,,,,53,20,246,/Game/Characters/Modular/Weapons/weapon_212/weapon_212/SkeletalMeshes/weapon_212,3Ddata/WEAPON/WEAPON/far/fbo7/fbo7.dds,LWEA212,Bow of East Archer,A Bow that was popularly used in the East.,
weapon_213,213,231,10,Bow,Left,163,10,2500,72,1183,124050,0,0,0,151,71,31,102,11,172,,,,,54,20,246,/Game/Characters/Modular/Weapons/weapon_213/weapon_213/SkeletalMeshes/weapon_213,3Ddata/WEAPON/WEAPON/far/fbo8/fbo8.dds,LWEA213,Cupid Bow,A Bow imbued with Cupid's charms.,
weapon_214,214,231,10,Bow,Left,177,10,2500,75,1184,153300,0,0,0,151,71,31,109,11,183,,,,,55,20,246,/Game/Characters/Modular/Weapons/weapon_214/weapon_214/SkeletalMeshes/weapon_214,3Ddata/WEAPON/WEAPON/far/fbo9/fbo9.dds,LWEA214,Bow of Wind Spirit,A mysterious Bow that contains the spirit of the wind.,
weapon_215,215,231,10,Bow,Left,193,10,2500,78,1185,191900,0,0,0,151,71,31,116,11,193,,,,,57,25,246,/Game/Characters/Modular/Weapons/weapon_215/weapon_215/SkeletalMeshes/weapon_215,3Ddata/WEAPON/WEAPON/far/fbo14/fbo14.dds,LWEA215,Dual Stick Bow,"A Bow said to be used by a legend. However, there are many imitations.",
weapon_216,216,231,10,Bow,Left,209,10,2500,81,1186,236250,0,0,0,151,71,31,123,11,204,,,,,58,25,246,/Game/Characters/Modular/Weapons/weapon_216/weapon_216/SkeletalMeshes/weapon_216,3Ddata/WEAPON/WEAPON/far/fbo15/fbo15.dds,LWEA216,Mediator Bow,A Bow whose true power shines when violence is avoided for the sake of justice.,
weapon_217,217,231,10,Bow,Left,223,10,2500,84,1187,281850,0,0,0,151,71,31,129,11,213,,,,,59,25,246,/Game/Characters/Modular/Weapons/weapon_217/weapon_217/SkeletalMeshes/weapon_217,3Ddata/WEAPON/WEAPON/far/fbo16/fbo16.dds,LWEA217,Lynx Bow,A legendary Bow used by Eldeon's Hunters.,
weapon_218,218,231,10,Bow,Left,237,10,2500,86,1188,338300,0,0,0,151,71,31,135,11,222,,,,,60,30,246,/Game/Characters/Modular/Weapons/weapon_218/weapon_218/SkeletalMeshes/weapon_218,3Ddata/WEAPON/WEAPON/far/fbo17/fbo17.dds,LWEA218,Bifenith Bow,The standard Bow used long ago by a group of warriors united by Robin Hawker.,
weapon_219,219,231,10,Bow,Left,262,10,2500,91,1189,383300,0,0,0,151,71,31,145,11,237,,,,,62,30,246,/Game/Characters/Modular/Weapons/weapon_219/weapon_219/SkeletalMeshes/weapon_219,3Ddata/WEAPON/WEAPON/far/fbo19/fbo19.dds,LWEA219,Zephyr Long Bow,A Bow created with the power of the wind.,
weapon_220,220,231,10,Bow,Left,289,10,2600,93,1190,433300,0,0,0,151,71,31,155,11,252,,,,,63,30,246,/Game/Characters/Modular/Weapons/weapon_220/weapon_220/SkeletalMeshes/weapon_220,3Ddata/WEAPON/WEAPON/far/fbo18/fbo18.dds,LWEA220,Six Stick Bow,"A combination of multiple bows, this Bow offers the most powerful shooting force.",
weapon_221,221,231,10,Bow,Left,345,10,2600,96,1191,558350,0,0,0,151,71,31,185,11,284,,,,,65,30,246,/Game/Characters/Modular/Weapons/weapon_221/weapon_221/SkeletalMeshes/weapon_221,3Ddata/WEAPON/WEAPON/far/fbo23/fbo23.dds,LWEA221,Kentauros Bow," A Bow with pointed, menacing thorns. ",
weapon_222,222,231,10,Bow,Left,350,10,2600,97,1192,639500,0,0,0,151,71,31,200,11,296,,,,,67,30,246,/Game/Characters/Modular/Weapons/weapon_222/weapon_222/SkeletalMeshes/weapon_222,3Ddata/WEAPON/WEAPON/far/fbo24/fbo24.dds,LWEA222,Zephyr Falcon,A Bow imbued with the hatred of Goddess Luna.,
weapon_223,223,231,10,Bow,Left,356,10,2600,94,1154,489000,0,0,0,151,71,31,170,11,264,,,,,65,30,246,/Game/Characters/Modular/Weapons/weapon_223/weapon_223/SkeletalMeshes/weapon_223,3Ddata/WEAPON/WEAPON/far/fbo21/fbo21.dds,LWEA223,Ferrum Bow,A solid Bow that is constructed of iron.,
weapon_224,224,231,10,Bow,Left,435,10,2600,95,1155,527500,0,0,0,151,71,31,210,11,325,,,,,74,30,246,/Game/Characters/Modular/Weapons/weapon_224/weapon_224/SkeletalMeshes/weapon_224,3Ddata/WEAPON/WEAPON/far/fbo22/fbo22.dds,LWEA224,Aquilia Bow,A powerful Bow that was used by the Elves.,
weapon_225,225,231,10,Bow,Left,525,10,2600,99,3388,1000000,0,0,0,151,71,31,230,11,335,18,10,,,90,30,246,/Game/Characters/Modular/Weapons/weapon_225/weapon_225/SkeletalMeshes/weapon_225,3DDATA/WEAPON/R2/WEAPON/BOW_220.dds,LWEA225,Akela Bow,"Bow of the lone wolf, enchanted with the power of wind.",
weapon_226,226,231,10,Bow,Left,545,10,2600,99,6435,1000000,0,0,0,151,71,31,201,11,335,18,50,11,20,125,30,246,/Game/Characters/Modular/Weapons/weapon_226/weapon_226/SkeletalMeshes/weapon_226,3DDATA/WEAPON/R2/WEAPON/BOW_220_A.dds,LWEA225,Akela Bow,"Bow of the lone wolf, enchanted with the power of wind.",
weapon_227,227,231,10,Bow,Left,545,10,2600,99,6436,1000000,0,0,0,151,71,31,201,11,335,20,50,11,20,125,30,246,/Game/Characters/Modular/Weapons/weapon_227/weapon_227/SkeletalMeshes/weapon_227,3DDATA/WEAPON/R2/WEAPON/BOW_220_B.dds,LWEA225,Akela Bow,"Bow of the lone wolf, enchanted with the power of wind.",
weapon_228,228,271,11,XBow,Right,650,10,2500,120,8200,200000,0,0,0,151,71,31,255,10,178,38,750,11,35,125,30,246,/Game/Characters/Modular/Weapons/weapon_228/weapon_228/SkeletalMeshes/weapon_228,3DDATA/WEAPON/NAROSE/FAR/BOG001/CROSSBOW200.DDS,LWEA1055,Remorseless Echo,For Class V Class champion only.,
weapon_229,229,233,9,Cannon,Right,830,14,3200,70,8213,243665,0,84,0,191,78,31,255,10,223,38,750,18,35,125,142,246,/Game/Characters/Modular/Weapons/weapon_229/weapon_229/SkeletalMeshes/weapon_229,3DDATA/WEAPON/NAROSE/FAR/CANNON001/LAUNCHER200.DDS,LWEA1056,Rift Boomer,For Class V Class champion only.,
weapon_230,230,252,7,DSW,Right+Left,830,9,250,120,8201,100000,0,39,5,0,0,31,255,11,395,38,750,11,35,125,20,246,/Game/Characters/Modular/Weapons/weapon_230/weapon_230/SkeletalMeshes/weapon_230,3DDATA/WEAPON/NAROSE/DSW/DSW001/DUALSWORD200.DDS,LWEA1057,Destruction Blades,For Class V Class champion only.,
weapon_231,231,232,12,Gun,Right,24,12,2200,33,1209,1425,0,82,0,175,78,31,10,13,32,,,,,38,10,246,/Game/Characters/Modular/Weapons/weapon_231/weapon_231/SkeletalMeshes/weapon_231,3Ddata/WEAPON/WEAPON/far/fgu7/fgu7.dds,LWEA231,Bubble Gun,A Gun that fires bubbles at high speeds to confuse the enemy.,
weapon_232,232,232,12,Gun,Right,34,12,2200,38,1210,3120,0,84,0,172,78,31,20,13,48,,,,,40,10,246,/Game/Characters/Modular/Weapons/weapon_232/weapon_232/SkeletalMeshes/weapon_232,3Ddata/WEAPON/WEAPON/far/fgu10/fgu10.dds,LWEA232,Air Gun,A Gun operated with an air powered piston to fire small plastic BBs.,
weapon_233,233,232,12,Gun,Right,45,12,2300,42,1211,6020,0,82,0,171,78,31,29,13,62,,,,,41,15,246,/Game/Characters/Modular/Weapons/weapon_233/weapon_233/SkeletalMeshes/weapon_233,3Ddata/WEAPON/WEAPON/far/fgu11/fgu11.dds,LWEA233,Gloria Gun,"Despite being a pistol, the Gloria Gun has an excellent rapid fire rate.",
weapon_234,234,232,12,Gun,Right,56,12,2300,46,1212,10560,0,84,0,173,78,31,38,13,76,,,,,43,20,246,/Game/Characters/Modular/Weapons/weapon_234/weapon_234/SkeletalMeshes/weapon_234,3Ddata/WEAPON/WEAPON/far/fgu5/fgu5.dds,LWEA234,Iron Rifle,A model of one of the very first rifles that introduced the use of guns in battle.,
weapon_235,235,232,12,Gun,Right,68,12,2300,50,1213,17280,0,84,0,174,78,31,47,13,89,,,,,45,20,246,/Game/Characters/Modular/Weapons/weapon_235/weapon_235/SkeletalMeshes/weapon_235,3Ddata/WEAPON/WEAPON/far/fgu6/fgu6.dds,LWEA235,Iron Shotgun,A shotgun that is especially effective at point blank range. Don't get too close to it!,
weapon_236,236,232,12,Gun,Right,82,12,2300,54,1214,29100,0,84,0,174,78,31,56,13,103,,,,,46,20,246,/Game/Characters/Modular/Weapons/weapon_236/weapon_236/SkeletalMeshes/weapon_236,3Ddata/WEAPON/WEAPON/far/fgu20/fgu20.dds,LWEA236,Sorden Gun,"A cumbersome looking Gun, it offers decent power but isn't very good at firing rapidly.",
weapon_237,237,232,12,Gun,Right,94,12,2300,57,1215,39000,0,84,0,174,78,31,64,13,115,,,,,48,25,246,/Game/Characters/Modular/Weapons/weapon_237/weapon_237/SkeletalMeshes/weapon_237,3Ddata/WEAPON/WEAPON/far/fgu21/fgu21.dds,LWEA237,Edge Gun,A pistol whose accuracy can be compared to that of ninja assassins.,
weapon_238,238,232,12,Gun,Right,108,12,2300,61,1216,54700,0,84,0,174,78,31,72,13,127,,,,,49,25,246,/Game/Characters/Modular/Weapons/weapon_238/weapon_238/SkeletalMeshes/weapon_238,3Ddata/WEAPON/WEAPON/far/fgu22/fgu22.dds,LWEA238,Showdown Gun,"A Gun with that emits a robust, exciting sound when it fires, making it a real crowd pleaser.",
weapon_239,239,232,12,Gun,Right,122,12,2500,64,1217,73900,0,84,0,174,78,31,80,13,139,,,,,50,30,246,/Game/Characters/Modular/Weapons/weapon_239/weapon_239/SkeletalMeshes/weapon_239,3Ddata/WEAPON/WEAPON/far/fgu23/fgu23.dds,LWEA239,Beretta,A Gun with enough power to exterminate zombies.,
weapon_240,240,232,12,Gun,Right,137,12,2500,68,1218,98400,0,84,0,174,78,31,88,13,150,,,,,52,30,246,/Game/Characters/Modular/Weapons/weapon_240/weapon_240/SkeletalMeshes/weapon_240,3Ddata/WEAPON/WEAPON/far/fgu13/fgu13.dds,LWEA240,Sniper Gun,A rifle that is well suited to accurately targeting enemies from a great distance.,
weapon_241,241,232,12,Gun,Right,150,12,2500,71,1219,127300,0,84,0,174,78,31,95,13,161,,,,,53,30,246,/Game/Characters/Modular/Weapons/weapon_241/weapon_241/SkeletalMeshes/weapon_241,3Ddata/WEAPON/WEAPON/far/fgu14/fgu14.dds,LWEA241,Justice Cannon,A cannon whose power reflects the fervor of those who fight for justice.,
weapon_242,242,232,12,Gun,Right,164,12,2500,74,1220,161650,0,84,0,174,78,31,102,13,171,,,,,54,30,246,/Game/Characters/Modular/Weapons/weapon_242/weapon_242/SkeletalMeshes/weapon_242,3Ddata/WEAPON/WEAPON/far/fgu15/fgu15.dds,LWEA242,RP-911,"An all purpose Gun that is perfectly endowed with speed, precision and gentleness.",
weapon_243,243,232,12,Gun,Right,179,12,2700,77,1222,207800,0,84,0,174,78,31,109,13,181,,,,,55,30,246,/Game/Characters/Modular/Weapons/weapon_243/weapon_243/SkeletalMeshes/weapon_243,3Ddata/WEAPON/WEAPON/far/fgu16/fgu16.dds,LWEA243,Piercing Gun,A Gun with the power to pierce absolutely anything.,
weapon_244,244,232,12,Gun,Right,194,12,2700,80,1223,256200,0,84,0,174,78,31,116,13,191,,,,,56,35,246,/Game/Characters/Modular/Weapons/weapon_244/weapon_244/SkeletalMeshes/weapon_244,3Ddata/WEAPON/WEAPON/far/fgu17/fgh17.dds,LWEA244,Remington,A masterpiece that combines both incredible power and gorgeous design.,
weapon_245,245,232,12,Gun,Right,210,12,2700,83,1224,319250,0,84,0,174,78,31,123,13,202,,,,,58,35,246,/Game/Characters/Modular/Weapons/weapon_245/weapon_245/SkeletalMeshes/weapon_245,3Ddata/WEAPON/WEAPON/far/fgu18/fgu18.dds,LWEA245,Brave Gun,A rifle of judgment that only one that truly has courage may use.,
weapon_246,246,232,12,Gun,Right,224,12,2900,86,1225,387800,0,84,0,174,78,31,129,13,211,,,,,59,40,246,/Game/Characters/Modular/Weapons/weapon_246/weapon_246/SkeletalMeshes/weapon_246,3Ddata/WEAPON/WEAPON/far/fgu19/fgu19.dds,LWEA246,Bastard Gun,"At long last, a weapon that is half gun, half Bastard Sword. It's specially patented.",
weapon_247,247,232,12,Gun,Right,239,12,2900,88,1226,461100,0,84,0,171,78,31,135,13,219,,,,,60,40,246,/Game/Characters/Modular/Weapons/weapon_247/weapon_247/SkeletalMeshes/weapon_247,3Ddata/WEAPON/WEAPON/far/fgu24/fgu24.dds,LWEA247,Steam Shocker,"A product of both science and magic, the Mana Steam Shocker is a truly fantastic gun.",
weapon_248,248,232,12,Gun,Right,264,12,2900,93,1227,506100,0,84,0,171,78,31,145,13,234,,,,,62,40,246,/Game/Characters/Modular/Weapons/weapon_248/weapon_248/SkeletalMeshes/weapon_248,3Ddata/WEAPON/WEAPON/far/fgu25/fgu25.dds,LWEA248,Shock Impact Gun,An ornamentally designed Gun which actually has considerable destructive capability.,
weapon_249,249,232,12,Gun,Right,290,12,2900,97,1228,556100,0,84,0,171,78,31,155,13,248,,,,,63,45,246,/Game/Characters/Modular/Weapons/weapon_249/weapon_249/SkeletalMeshes/weapon_249,3Ddata/WEAPON/WEAPON/far/fgu26/fgu26.dds,LWEA249,White Night Gun,A very practical Gun which shoots blinding bursts of light.,
weapon_250,250,232,12,Gun,Right,324,12,3000,98,1229,766600,0,84,0,171,78,31,180,13,260,,,,,63,50,246,/Game/Characters/Modular/Weapons/weapon_250/weapon_250/SkeletalMeshes/weapon_250,3Ddata/WEAPON/WEAPON/far/fgu27/fgu27.dds,LWEA250,Winchester,An antiquated shotgun that can be easily found almost anywhere.,
weapon_251,251,232,12,Gun,Right,376,12,3000,99,1230,875350,0,84,0,171,78,31,200,13,272,,,,,64,50,246,/Game/Characters/Modular/Weapons/weapon_251/weapon_251/SkeletalMeshes/weapon_251,3Ddata/WEAPON/WEAPON/far/fgu28/fgu28.dds,LWEA251,Tornado Rifle,"Dr. Spero explaimed that the ""Age of Mana and Steam has created a monster!"" when this long barreled rifle was developed.",
weapon_252,252,232,12,Gun,Right,450,12,3000,99,3385,1000000,0,84,0,171,78,31,230,13,282,18,10,,,90,50,246,/Game/Characters/Modular/Weapons/weapon_252/weapon_252/SkeletalMeshes/weapon_252,3DDATA/WEAPON/R2/WEAPON/GUN_220.dds,LWEA252,Matrix Rifle,The choice rifle of desert assassins.,
weapon_253,253,232,12,Gun,Right,470,12,3000,99,6437,1000000,0,84,0,171,78,31,201,13,282,18,50,13,20,125,50,246,/Game/Characters/Modular/Weapons/weapon_253/weapon_253/SkeletalMeshes/weapon_253,3DDATA/WEAPON/R2/WEAPON/GUN_220_A.dds,LWEA252,Matrix Rifle,The choice rifle of desert assassins.,
weapon_254,254,232,12,Gun,Right,470,12,3000,99,6438,1000000,0,84,0,171,78,31,201,13,282,20,50,13,20,125,50,246,/Game/Characters/Modular/Weapons/weapon_254/weapon_254/SkeletalMeshes/weapon_254,3DDATA/WEAPON/R2/WEAPON/GUN_220_B.dds,LWEA252,Matrix Rifle,The choice rifle of desert assassins.,
weapon_255,255,232,12,Gun,Right,690,10,3000,120,8211,200000,0,84,0,174,78,31,255,13,395,38,750,13,35,125,35,246,/Game/Characters/Modular/Weapons/weapon_255/weapon_255/SkeletalMeshes/weapon_255,3DDATA/WEAPON/NAROSE/FAR/FGU001/GUN200.DDS,LWEA1045,Rift Buster,For Class V Class champion only.,
weapon_256,256,251,16,Katar,Right+Left,690,6,250,120,8212,200000,0,38,5,0,0,31,255,11,395,38,750,11,35,125,30,246,/Game/Characters/Modular/Weapons/weapon_256/weapon_256/SkeletalMeshes/weapon_256,3DDATA/WEAPON/NAROSE/KATAR/KKA001/KATAR200.DDS,LWEA1046,Fearless Vengeance,For Class V Class champion only.,
weapon_257,257,222,6,THSpear,Right,705,7,450,120,8226,200000,0,55,25,0,0,31,255,10,395,38,750,10,35,125,90,246,/Game/Characters/Modular/Weapons/weapon_257/weapon_257/SkeletalMeshes/weapon_257,3DDATA/WEAPON/NAROSE/TWOHAND/TSW004/SPEAR200.DDS,LWEA1047,Unbreakable Wrath,For Class V Class champion only.,
weapon_258,258,241,6,THSpear,Right,680,9,300,120,8224,200000,0,72,25,0,0,31,255,12,395,38,750,12,35,125,20,246,/Game/Characters/Modular/Weapons/weapon_258/weapon_258/SkeletalMeshes/weapon_258,3DDATA/WEAPON/NAROSE/MAGIC/MST001/MAGICSTAFF200.DDS,LWEA1048,Shattered Hoper,For Class V Class champion only.,
weapon_259,259,242,14,Wand,Right,650,9,2400,120,8237,200000,0,37,0,399,89,31,255,12,395,38,750,12,35,125,20,246,/Game/Characters/Modular/Weapons/weapon_259/weapon_259/SkeletalMeshes/weapon_259,3DDATA/WEAPON/NAROSE/MAGIC/MST002/WAND200.DDS,LWEA1049,Salvation,For Class V Class champion only.,
weapon_260,260,211,5,THSword,Right,650,7,250,120,8225,200000,0,39,5,0,0,31,255,10,395,38,750,10,35,125,50,246,/Game/Characters/Modular/Weapons/weapon_260/weapon_260/SkeletalMeshes/weapon_260,3DDATA/WEAPON/NAROSE/ONEHAND/OSW001/ONEHAND200.DDS,LWEA1050,Endless Blade,For Class V Class champion only.,
weapon_261,261,233,9,Cannon,Right,54,15,2500,44,1248,12720,0,84,0,174,78,31,30,10,28,,,,,39,20,246,/Game/Characters/Modular/Weapons/weapon_261/weapon_261/SkeletalMeshes/weapon_261,3Ddata/WEAPON/WEAPON/far/cannon1/cannon1.dds,LWEA261,Wooden Launcher,A simple Launcher constructed out of wood.,
weapon_262,262,233,9,Cannon,Right,67,15,2500,48,1249,21915,0,84,0,191,78,31,39,10,36,,,,,40,20,246,/Game/Characters/Modular/Weapons/weapon_262/weapon_262/SkeletalMeshes/weapon_262,3Ddata/WEAPON/WEAPON/far/cannon2/cannon2.dds,LWEA262,Basic Launcher,A basic Launcher that is fairly stable.,
weapon_263,263,233,9,Cannon,Right,81,15,2600,52,1250,35900,0,84,0,191,78,31,48,10,44,,,,,41,20,246,/Game/Characters/Modular/Weapons/weapon_263/weapon_263/SkeletalMeshes/weapon_263,3Ddata/WEAPON/WEAPON/far/cannon3/cannon3.dds,LWEA263,Hard Launcher,A tough Launcher that won't break easily.,
weapon_264,264,233,9,Cannon,Right,96,15,2600,56,1251,52300,0,84,0,191,78,31,57,10,52,,,,,43,20,246,/Game/Characters/Modular/Weapons/weapon_264/weapon_264/SkeletalMeshes/weapon_264,3Ddata/WEAPON/WEAPON/far/cannon4/cannon4.dds,LWEA264,Bronze Launcher,A sturdy Launcher made entirely of bronze.,
weapon_265,265,233,9,Cannon,Right,110,15,2700,59,1252,73700,0,84,0,191,78,31,65,10,59,,,,,44,20,246,/Game/Characters/Modular/Weapons/weapon_265/weapon_265/SkeletalMeshes/weapon_265,3Ddata/WEAPON/WEAPON/far/cannon5/cannon5.dds,LWEA265,Marble Launcher,A fancy launcher made of out high quality marble.,
