Title,Lower Level,Upper Level,Font Colour,Display Time (seconds),String,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
[????],1,40,5,10,"4?? ?????????? ???????????? 2004?? 7?? 15?? ????~8?? 8?? ???? 25????????, ???? 15:00 ???? ~ 22:00 ???? ??????????",,,,,,,,,,,,,,,,,,,,,,,,
[????],1,40,5,10,4?? ?????????? ?????????????? ?????????? ?????????? ???????? ?????? ?????? ?????????? ???????? ??????????????,,,,,,,,,,,,,,,,,,,,,,,,
[????],1,40,5,10,?????? ???? ?????????? ?????????? ????????(http://www.roseonline.co.kr)?? ???????? ???? ???????????? ?????? ????????????,,,,,,,,,,,,,,,,,,,,,,,,
[????],1,40,5,10,???? ???? ???? ???? ???? ?????? ???? ???? ??????????. ?? ?????? ???? ???? ?????? ?????? ???????????? ??????????,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
