Name,Id,SkillName,BaseSkillId,SkillLevel,PointCost,Tab,SkillType,Range,TargetFilter,Radius,Power,Harm,Status1,Status2,StatusType1,StatusType2,StatusHarmful1,StatusHarmful2,SuccessRatio,Duration,DamageType,UseAbility1,UseAmount1,UseAbility2,UseAmount2,CooldownSec,CooldownGroup,IncAbility1,IncValue1,IncRate1,IncAbility2,IncValue2,IncRate2,SummonPet,ActionMode,NeedWeapon1,NeedWeapon2,NeedWeapon3,NeedWeapon4,NeedWeapon5,RequiredClassSet,RequiredUnion1,NeedSkill1,NeedSkillLevel1,NeedSkill2,NeedSkillLevel2,NeedSkill3,NeedSkillLevel3,NeedAbility1,NeedAbilityValue1,NeedAbility2,NeedAbilityValue2,IconIdx,CastMotion,CastMotionSpeed,ActionMotion,ActionMotionSpeed,HitCount,BulletNo,FireSound,HitSound,ZulyCost,CastEffect,HitEffect,StlKey,DisplayName,Description
skill_926,926,Healing,921,6,32,1,10,0,1,1550,0,0,0,0,0,0,0,0,0,0,0,17,60,0,0,5.9,0,16,360,0,0,0,0,0,0,0,0,0,0,0,64,0,821,10,0,0,0,0,0,0,0,0,68,112,100,151,100,0,221,90,0,0,1752,1508,LSkill0921,Healing,You can recover your and your party member's HP at the same time
skill_927,927,Healing,921,7,38,1,10,0,1,1600,0,0,0,0,0,0,0,0,0,0,0,17,65,0,0,5.7,0,16,400,0,0,0,0,0,0,0,0,0,0,0,0,0,821,12,0,0,0,0,0,0,0,0,68,112,100,151,100,0,221,90,0,0,1752,1508,LSkill0921,Healing,You can recover your and your party member's HP at the same time
skill_928,928,Healing,921,8,45,1,10,0,1,1650,0,0,0,0,0,0,0,0,0,0,0,17,70,0,0,5.5,0,16,440,0,0,0,0,0,0,0,0,0,0,0,0,0,821,14,0,0,0,0,0,0,0,0,68,112,100,151,100,0,221,90,0,0,1752,1508,LSkill0921,Healing,You can recover your and your party member's HP at the same time
skill_929,929,Healing,921,9,53,1,10,0,1,1700,0,0,0,0,0,0,0,0,0,0,0,17,75,0,0,5.3,0,16,480,0,0,0,0,0,0,0,0,0,0,0,0,0,821,16,0,0,0,0,0,0,0,0,68,112,100,151,100,0,221,90,0,0,1752,1508,LSkill0921,Healing,You can recover your and your party member's HP at the same time
skill_930,930,Healing,921,10,62,1,10,0,1,2000,0,0,0,0,0,0,0,0,0,0,0,17,85,0,0,5.1,0,16,520,0,0,0,0,0,0,0,0,0,0,0,0,0,821,18,0,0,0,0,0,0,0,0,68,112,100,151,100,0,221,90,0,0,1752,1508,LSkill0921,Healing,You can recover your and your party member's HP at the same time
skill_931,931,Cure,931,1,8,1,11,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,17,30,0,0,2.3,0,16,200,0,0,0,0,0,0,0,0,0,0,0,42,0,821,1,0,0,0,0,0,0,0,0,84,112,160,151,130,0,221,90,0,0,1752,1507,LSkill0931,Cure,You can recover HP of targeted character
skill_932,932,Cure,931,2,10,1,11,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,17,35,0,0,2.3,0,16,260,0,0,0,0,0,0,0,0,0,0,0,0,0,821,3,0,0,0,0,0,0,0,0,84,112,160,151,130,0,221,90,0,0,1752,1507,LSkill0931,Cure,You can recover HP of targeted character
skill_933,933,Cure,931,3,13,1,11,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,17,40,0,0,2.3,0,16,320,0,0,0,0,0,0,0,0,0,0,0,0,0,821,5,0,0,0,0,0,0,0,0,84,112,160,151,130,0,221,90,0,0,1752,1507,LSkill0931,Cure,You can recover HP of targeted character
skill_934,934,Cure,931,4,16,1,11,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,17,45,0,0,2.3,0,16,380,0,0,0,0,0,0,0,0,0,0,0,0,0,821,7,0,0,0,0,0,0,0,0,84,112,160,151,130,0,221,90,0,0,1752,1507,LSkill0931,Cure,You can recover HP of targeted character
skill_935,935,Cure,931,5,20,1,11,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,17,50,0,0,2.3,0,16,440,0,0,0,0,0,0,0,0,0,0,0,0,0,821,9,0,0,0,0,0,0,0,0,84,112,160,151,130,0,221,90,0,0,1752,1507,LSkill0931,Cure,You can recover HP of targeted character
skill_936,936,Cure,931,6,25,1,11,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,17,55,0,0,2.3,0,16,500,0,0,0,0,0,0,0,0,0,0,0,64,0,821,11,0,0,0,0,0,0,0,0,84,112,160,151,130,0,221,90,0,0,1752,1507,LSkill0931,Cure,You can recover HP of targeted character
skill_937,937,Cure,931,7,31,1,11,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,17,60,0,0,2.3,0,16,560,0,0,0,0,0,0,0,0,0,0,0,0,0,821,13,0,0,0,0,0,0,0,0,84,112,160,151,130,0,221,90,0,0,1752,1508,LSkill0931,Cure,You can recover HP of targeted character
skill_938,938,Cure,931,8,38,1,11,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,17,65,0,0,2.3,0,16,620,0,0,0,0,0,0,0,0,0,0,0,0,0,821,15,0,0,0,0,0,0,0,0,84,112,160,151,130,0,221,90,0,0,1752,1508,LSkill0931,Cure,You can recover HP of targeted character
skill_939,939,Cure,931,9,46,1,11,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,17,70,0,0,2.3,0,16,680,0,0,0,0,0,0,0,0,0,0,0,0,0,821,17,0,0,0,0,0,0,0,0,84,112,160,151,130,0,221,90,0,0,1752,1508,LSkill0931,Cure,You can recover HP of targeted character
skill_940,940,Cure,931,10,55,1,11,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,17,75,0,0,2.3,0,16,740,0,0,0,0,0,0,0,0,0,0,0,0,0,821,19,0,0,0,0,0,0,0,0,84,112,160,151,130,0,221,90,0,0,1752,1507,LSkill0931,Cure,You can recover HP of targeted character
skill_941,941,Meteorite Strike,941,1,8,1,6,1800,5,0,320,1,32,0,24,0,1,0,40,2,2,17,20,0,0,9.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,42,0,801,4,0,0,0,0,0,0,0,0,70,117,90,154,120,3,269,1574,1574,0,1754,1310,LSkill0941,Meteorite Strike,Call upon a meteorite to crash on a targeted enemy
skill_942,942,Meteorite Strike,941,2,11,1,6,1800,5,0,386,1,32,0,24,0,1,0,43,2,2,17,32,0,0,9.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,801,5,0,0,0,0,0,0,0,0,70,117,90,154,120,3,269,1574,1574,0,1754,1310,LSkill0941,Meteorite Strike,Call upon a meteorite to crash on a targeted enemy
skill_943,943,Meteorite Strike,941,3,14,1,6,1800,5,0,420,1,32,0,24,0,1,0,46,2,2,17,48,0,0,9.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,801,6,0,0,0,0,0,0,0,0,70,117,90,154,120,3,269,1574,1574,0,1754,1310,LSkill0941,Meteorite Strike,Call upon a meteorite to crash on a targeted enemy
skill_944,944,Meteorite Strike,941,4,18,1,6,1800,5,0,461,1,32,0,24,0,1,0,49,3,2,17,76,0,0,9.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,801,7,0,0,0,0,0,0,0,0,70,117,90,154,120,3,269,1574,1574,0,1754,1310,LSkill0941,Meteorite Strike,Call upon a meteorite to crash on a targeted enemy
skill_945,945,Meteorite Strike,941,5,23,1,6,1800,5,0,504,1,32,0,24,0,1,0,52,3,2,17,104,0,0,9.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,801,8,0,0,0,0,0,0,0,0,70,117,90,154,120,3,269,1574,1574,0,1754,1310,LSkill0941,Meteorite Strike,Call upon a meteorite to crash on a targeted enemy
skill_946,946,Meteorite Strike,941,6,29,1,6,1800,5,0,542,1,32,0,24,0,1,0,55,4,2,17,132,0,0,9.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,63,0,801,10,0,0,0,0,0,0,0,0,70,117,90,154,120,3,269,1574,1574,0,1754,1310,LSkill0941,Meteorite Strike,Call upon a meteorite to crash on a targeted enemy
skill_947,947,Meteorite Strike,941,7,36,1,6,1800,5,0,584,1,32,0,24,0,1,0,58,5,2,17,168,0,0,9.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,801,12,0,0,0,0,0,0,0,0,70,117,90,154,120,3,269,1574,1574,0,1754,1310,LSkill0941,Meteorite Strike,Call upon a meteorite to crash on a targeted enemy
skill_948,948,Meteorite Strike,941,8,44,1,6,1800,5,0,622,1,32,0,24,0,1,0,61,6,2,17,191,0,0,9.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,801,14,0,0,0,0,0,0,0,0,70,117,90,154,120,3,269,1574,1574,0,1754,1310,LSkill0941,Meteorite Strike,Call upon a meteorite to crash on a targeted enemy
skill_949,949,Meteorite Strike,941,9,54,1,6,1800,5,0,660,1,32,0,24,0,1,0,64,7,2,17,214,0,0,9.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,801,16,0,0,0,0,0,0,0,0,70,117,90,154,120,3,269,1574,1574,0,1754,1310,LSkill0941,Meteorite Strike,Call upon a meteorite to crash on a targeted enemy
skill_950,950,Meteorite Strike,941,10,66,1,6,1800,5,0,700,1,32,0,24,0,1,0,75,7,2,17,237,0,0,9.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,801,18,0,0,0,0,0,0,0,0,70,117,90,154,120,3,269,1574,1259,0,1793,1793,LSkill0941,Meteorite Strike,Call upon a meteorite to crash on a targeted enemy
skill_951,951,Lightening,951,1,12,1,6,2200,5,0,30,0,31,0,23,0,1,0,50,4,2,17,30,0,0,11.9,0,0,0,0,0,0,0,0,0,241,242,0,0,0,42,0,841,6,0,0,0,0,0,0,0,0,101,191,100,193,100,1,264,90,1572,0,0,1634,LSkill0951,Lightening,You can damage your enemy much with Lightening attack
skill_952,952,Lightening,951,2,15,1,6,2250,5,0,40,0,31,0,23,0,1,0,55,4,2,17,32,0,0,11.9,0,0,0,0,0,0,0,0,0,241,242,0,0,0,0,0,841,7,0,0,0,0,0,0,0,0,101,191,100,193,100,1,264,90,1572,0,0,1634,LSkill0951,Lightening,You can damage your enemy much with Lightening attack
skill_953,953,Lightening,951,3,19,1,6,2300,5,0,50,0,31,0,23,0,1,0,60,4,2,17,34,0,0,11.9,0,0,0,0,0,0,0,0,0,241,242,0,0,0,0,0,841,8,0,0,0,0,0,0,0,0,101,191,100,193,100,1,264,90,1572,0,0,1634,LSkill0951,Lightening,You can damage your enemy much with Lightening attack
skill_954,954,Lightening,951,4,24,1,6,2350,5,0,60,0,31,0,23,0,1,0,65,4,2,17,36,0,0,11.9,0,0,0,0,0,0,0,0,0,241,242,0,0,0,0,0,841,9,0,0,0,0,0,0,0,0,101,191,100,193,100,1,264,90,1572,0,0,1634,LSkill0951,Lightening,You can damage your enemy much with Lightening attack
skill_955,955,Lightening,951,5,30,1,6,2400,5,0,70,0,31,0,23,0,1,0,0,4,2,17,38,0,0,11.9,0,0,0,0,0,0,0,0,0,241,242,0,0,0,0,0,841,10,0,0,0,0,0,0,0,0,101,191,100,193,100,1,264,90,1572,0,0,1634,LSkill0951,Lightening,You can damage your enemy much with Lightening attack
skill_956,956,Lightening Shock,951,6,37,1,6,2450,5,0,100,0,31,0,23,0,1,0,0,4,2,17,60,0,0,15.9,0,0,0,0,0,0,0,0,2,241,0,0,0,0,63,0,841,11,0,0,0,0,0,0,0,0,101,191,100,193,100,1,264,90,1572,0,0,1634,LSkill0956,Lightening Shock,"With Lightening Shock against your enemy, you can damage him much and make him senseless"
skill_957,957,Lightening Shock,951,7,45,1,6,2500,5,0,120,0,31,0,23,0,1,0,0,4,2,17,67,0,0,16.3,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,841,13,0,0,0,0,0,0,0,0,101,191,100,193,100,1,264,90,1572,0,0,1634,LSkill0956,Lightening Shock,"With Lightening Shock against your enemy, you can damage him much and make him senseless"
skill_958,958,Lightening Shock,951,8,55,1,6,2550,5,0,140,0,31,0,23,0,1,0,0,4,2,17,74,0,0,16.7,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,841,15,0,0,0,0,0,0,0,0,101,191,100,193,100,1,264,90,1572,0,0,1634,LSkill0956,Lightening Shock,"With Lightening Shock against your enemy, you can damage him much and make him senseless"
skill_959,959,Lightening Shock,951,9,67,1,6,2600,5,0,160,0,31,0,23,0,1,0,0,4,2,17,81,0,0,17.1,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,841,17,0,0,0,0,0,0,0,0,101,191,100,193,100,1,264,90,1572,0,0,1634,LSkill0956,Lightening Shock,"With Lightening Shock against your enemy, you can damage him much and make him senseless"
skill_960,960,Lightening Shock,951,10,81,1,6,2650,5,500,180,0,31,0,23,0,1,0,0,4,2,17,95,0,0,17.5,0,0,0,0,0,0,0,0,2,241,0,0,0,0,0,0,841,19,0,0,0,0,0,0,0,0,101,191,100,193,100,1,264,90,1572,0,0,1634,LSkill0956,Lightening Shock,"With Lightening Shock against your enemy, you can damage him much and make him senseless"
skill_961,961,Support,961,1,8,1,9,2000,3,0,0,0,14,0,6,0,0,0,0,350,0,17,30,0,0,2.7,0,23,80,0,0,0,0,0,0,0,0,0,0,0,42,0,821,4,0,0,0,0,0,0,0,0,81,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0961,Support,You can improve moving speed of your targeted character.
skill_962,962,Support,961,2,10,1,9,2000,3,0,0,0,14,0,6,0,0,0,0,350,0,17,33,0,0,2.7,0,23,85,0,0,0,0,0,0,0,0,0,0,0,0,0,821,5,0,0,0,0,0,0,0,0,81,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0961,Support,You can improve moving speed of your targeted character.
skill_963,963,Support,961,3,12,1,9,2000,3,0,0,0,14,0,6,0,0,0,0,380,0,17,36,0,0,2.7,0,23,90,0,0,0,0,0,0,0,0,0,0,0,0,0,821,6,0,0,0,0,0,0,0,0,81,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0961,Support,You can improve moving speed of your targeted character.
skill_964,964,Support,961,4,15,1,9,2000,3,0,0,0,14,0,6,0,0,0,0,400,0,17,39,0,0,2.7,0,23,95,0,0,0,0,0,0,0,0,0,0,0,0,0,821,7,0,0,0,0,0,0,0,0,81,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0961,Support,You can improve moving speed of your targeted character.
skill_965,965,Support,961,5,18,1,9,2000,3,0,0,0,14,0,6,0,0,0,0,440,0,17,42,0,0,2.7,0,23,100,0,0,0,0,0,0,0,0,0,0,0,0,0,821,8,0,0,0,0,0,0,0,0,81,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0961,Support,You can improve moving speed of your targeted character.
skill_966,966,Support,961,6,22,1,9,2000,3,0,0,0,14,0,6,0,0,0,0,490,0,17,45,0,0,2.7,0,23,105,0,0,0,0,0,0,0,0,0,0,0,64,0,821,10,0,0,0,0,0,0,0,0,81,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0961,Support,You can improve moving speed of your targeted character.
skill_967,967,Support,961,7,26,1,9,2000,3,0,0,0,14,0,6,0,0,0,0,520,0,17,48,0,0,2.7,0,23,115,0,0,0,0,0,0,0,0,0,0,0,0,0,821,12,0,0,0,0,0,0,0,0,81,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0961,Support,You can improve moving speed of your targeted character.
skill_968,968,Support,961,8,31,1,9,2000,3,0,0,0,14,0,6,0,0,0,0,550,0,17,51,0,0,2.7,0,23,125,0,0,0,0,0,0,0,0,0,0,0,0,0,821,14,0,0,0,0,0,0,0,0,81,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0961,Support,You can improve moving speed of your targeted character.
skill_969,969,Support,961,9,36,1,9,2000,3,0,0,0,14,0,6,0,0,0,0,570,0,17,54,0,0,2.7,0,23,135,0,0,0,0,0,0,0,0,0,0,0,0,0,821,16,0,0,0,0,0,0,0,0,81,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0961,Support,You can improve moving speed of your targeted character.
skill_970,970,Support,961,10,42,1,9,2000,3,0,0,0,14,0,6,0,0,0,0,5000,0,17,57,0,0,2.7,0,23,140,0,0,0,0,0,0,0,0,0,0,0,0,0,821,18,0,0,0,0,0,0,0,0,81,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0961,Support,You can improve moving speed of your targeted character.
skill_971,971,Blessing Body,971,1,10,1,8,0,1,1300,0,0,12,0,4,0,0,0,0,300,0,17,30,0,0,3.9,0,38,200,0,0,0,0,0,0,0,0,0,0,0,42,0,821,5,0,0,0,0,0,0,0,0,78,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0971,Blessing Body,You can temporarily increase Max HP of party members around you
skill_972,972,Blessing Body,971,2,13,1,8,0,1,1350,0,0,12,0,4,0,0,0,0,350,0,17,35,0,0,3.9,0,38,240,0,0,0,0,0,0,0,0,0,0,0,0,0,821,6,0,0,0,0,0,0,0,0,78,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0971,Blessing Body,You can temporarily increase Max HP of party members around you
skill_973,973,Blessing Body,971,3,16,1,8,0,1,1400,0,0,12,0,4,0,0,0,0,380,0,17,40,0,0,3.9,0,38,280,0,0,0,0,0,0,0,0,0,0,0,0,0,821,7,0,0,0,0,0,0,0,0,78,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0971,Blessing Body,You can temporarily increase Max HP of party members around you
skill_974,974,Blessing Body,971,4,19,1,8,0,1,1450,0,0,12,0,4,0,0,0,0,400,0,17,45,0,0,3.9,0,38,320,0,0,0,0,0,0,0,0,0,0,0,0,0,821,8,0,0,0,0,0,0,0,0,78,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0971,Blessing Body,You can temporarily increase Max HP of party members around you
skill_975,975,Blessing Body,971,5,23,1,8,0,1,1500,0,0,12,0,4,0,0,0,0,440,0,17,50,0,0,3.9,0,38,360,0,0,0,0,0,0,0,0,0,0,0,0,0,821,9,0,0,0,0,0,0,0,0,78,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0971,Blessing Body,You can temporarily increase Max HP of party members around you
skill_976,976,Blessing Body,971,6,27,1,8,0,1,1550,0,0,12,0,4,0,0,0,0,490,0,17,55,0,0,3.9,0,38,400,0,0,0,0,0,0,0,0,0,0,0,64,0,821,10,0,0,0,0,0,0,0,0,78,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0971,Blessing Body,You can temporarily increase Max HP of party members around you
skill_977,977,Blessing Body,971,7,32,1,8,0,1,1600,0,0,12,0,4,0,0,0,0,520,0,17,60,0,0,3.9,0,38,440,0,0,0,0,0,0,0,0,0,0,0,0,0,821,12,0,0,0,0,0,0,0,0,78,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0971,Blessing Body,You can temporarily increase Max HP of party members around you
skill_978,978,Blessing Body,971,8,38,1,8,0,1,1650,0,0,12,0,4,0,0,0,0,550,0,17,65,0,0,3.9,0,38,480,0,0,0,0,0,0,0,0,0,0,0,0,0,821,14,0,0,0,0,0,0,0,0,78,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0971,Blessing Body,You can temporarily increase Max HP of party members around you
skill_979,979,Blessing Body,971,9,45,1,8,0,1,1700,0,0,12,0,4,0,0,0,0,570,0,17,70,0,0,3.9,0,38,520,0,0,0,0,0,0,0,0,0,0,0,0,0,821,16,0,0,0,0,0,0,0,0,78,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0971,Blessing Body,You can temporarily increase Max HP of party members around you
skill_980,980,Blessing Body,971,10,53,1,8,0,1,2000,0,0,12,0,4,0,0,0,0,5000,0,17,80,0,0,3.9,0,38,540,0,0,0,0,0,0,0,0,0,0,0,0,0,821,18,0,0,0,0,0,0,0,0,78,112,100,151,100,0,221,90,0,0,1752,1501,LSkill0971,Blessing Body,You can temporarily increase Max HP of party members around you
skill_981,981,Ice Bolt,981,1,10,1,6,2500,5,0,60,1,0,0,0,0,0,0,0,0,2,17,30,0,0,8.3,0,0,0,0,0,0,0,0,2,241,242,0,0,0,42,0,841,2,0,0,0,0,0,0,0,0,93,101,100,103,100,0,262,90,0,0,1801,1123,LSkill0981,Ice Bolt,You can damage your target by firing ice bolt.
skill_982,982,Ice Bolt,981,2,13,1,6,2530,5,0,80,1,0,0,0,0,0,0,0,0,2,17,37,0,0,8.7,0,0,0,0,0,0,0,0,2,241,242,0,0,0,0,0,841,4,0,0,0,0,0,0,0,0,93,101,100,103,100,0,262,90,0,0,1801,1123,LSkill0981,Ice Bolt,You can damage your target by firing ice bolt.
skill_983,983,Ice Bolt,981,3,17,1,6,2560,5,0,100,1,0,0,0,0,0,0,0,0,2,17,44,0,0,9.1,0,0,0,0,0,0,0,0,2,241,242,0,0,0,0,0,841,6,0,0,0,0,0,0,0,0,93,101,100,103,100,0,262,90,0,0,1801,1123,LSkill0981,Ice Bolt,You can damage your target by firing ice bolt.
skill_984,984,Ice Bolt,981,4,22,1,6,2590,5,0,120,1,0,0,0,0,0,0,0,0,2,17,51,0,0,9.5,0,0,0,0,0,0,0,0,2,241,242,0,0,0,0,0,841,8,0,0,0,0,0,0,0,0,93,101,100,103,100,0,262,90,0,0,1801,1123,LSkill0981,Ice Bolt,You can damage your target by firing ice bolt.
skill_985,985,Ice Bolt,981,5,28,1,6,2620,5,0,140,1,0,0,0,0,0,0,0,0,2,17,58,0,0,9.9,0,0,0,0,0,0,0,0,2,241,242,0,0,0,0,0,841,9,0,0,0,0,0,0,0,0,93,101,100,103,100,0,262,90,0,0,1801,1123,LSkill0981,Ice Bolt,You can damage your target by firing ice bolt.
skill_986,986,Freezing Bolt,981,6,36,1,6,2650,5,0,160,0,15,0,7,0,1,0,30,12,2,17,65,0,0,10.3,0,23,0,40,0,0,0,0,2,241,242,0,0,0,63,0,841,10,0,0,0,0,0,0,0,0,93,101,100,103,100,0,262,90,0,0,1801,1123,LSkill0986,Freezing Bolt,"By attacking enemy with Freezing Bolt, you can make nearby enemy's moving and attack speeds down"
skill_987,987,Freezing Bolt,981,7,46,1,6,2680,5,0,250,0,15,0,7,0,1,0,34,13,2,17,75,0,0,10.5,0,23,0,44,0,0,0,0,2,241,242,0,0,0,0,0,841,12,0,0,0,0,0,0,0,0,93,101,100,103,100,0,262,90,0,0,1801,1123,LSkill0986,Freezing Bolt,"By attacking enemy with Freezing Bolt, you can make nearby enemy's moving and attack speeds down"
skill_988,988,Freezing Bolt,981,8,59,1,6,2710,5,0,350,0,15,0,7,0,1,0,38,14,2,17,85,0,0,10.7,0,23,0,48,0,0,0,0,2,241,242,0,0,0,0,0,841,14,0,0,0,0,0,0,0,0,93,101,100,103,100,0,262,90,0,0,1801,1123,LSkill0986,Freezing Bolt,"By attacking enemy with Freezing Bolt, you can make nearby enemy's moving and attack speeds down"
skill_989,989,Freezing Bolt,981,9,75,1,6,2740,5,0,550,0,15,0,7,0,1,0,42,15,2,17,95,0,0,10.9,0,23,0,52,0,0,0,0,2,241,242,0,0,0,0,0,841,16,0,0,0,0,0,0,0,0,93,101,100,103,100,0,262,90,0,0,1801,1123,LSkill0986,Freezing Bolt,"By attacking enemy with Freezing Bolt, you can make nearby enemy's moving and attack speeds down"
skill_990,990,Freezing Bolt,981,10,96,1,6,2770,5,0,600,0,15,0,7,0,1,0,50,20,2,17,110,0,0,11.1,0,23,0,60,0,0,0,0,2,241,242,0,0,0,0,0,841,18,0,0,0,0,0,0,0,0,93,101,100,103,100,0,262,90,0,0,1801,1123,LSkill0986,Freezing Bolt,"By attacking enemy with Freezing Bolt, you can make nearby enemy's moving and attack speeds down"
skill_991,991,Blessing Armor,991,1,15,1,8,0,0,0,0,0,20,0,12,0,0,0,0,30,0,17,40,0,0,49.9,0,19,70,0,0,0,0,0,0,0,0,0,0,0,42,0,821,7,971,3,0,0,0,0,0,0,102,112,200,151,200,0,221,90,141,0,1752,1501,LSkill0991,Blessing Armor,You can improve your defense power by putting holy spirit on your armors.
skill_992,992,Blessing Armor,991,2,18,1,8,0,0,0,0,0,20,0,12,0,0,0,0,31,0,17,43,0,0,51.9,0,19,85,0,0,0,0,0,0,0,0,0,0,0,0,0,821,8,0,0,0,0,0,0,0,0,102,112,200,151,200,0,221,90,141,0,1752,1501,LSkill0991,Blessing Armor,You can improve your defense power by putting holy spirit on your armors.
skill_993,993,Blessing Armor,991,3,21,1,8,0,0,0,0,0,20,0,12,0,0,0,0,32,0,17,46,0,0,53.9,0,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,821,9,0,0,0,0,0,0,0,0,102,112,200,151,200,0,221,90,141,0,1752,1501,LSkill0991,Blessing Armor,You can improve your defense power by putting holy spirit on your armors.
skill_994,994,Blessing Armor,991,4,25,1,8,0,0,0,0,0,20,0,12,0,0,0,0,33,0,17,49,0,0,55.9,0,19,115,0,0,0,0,0,0,0,0,0,0,0,0,0,821,10,0,0,0,0,0,0,0,0,102,112,200,151,200,0,221,90,141,0,1752,1501,LSkill0991,Blessing Armor,You can improve your defense power by putting holy spirit on your armors.
skill_995,995,Blessing Armor,991,5,29,1,8,0,0,0,0,0,20,0,12,0,0,0,0,34,0,17,52,0,0,57.9,0,19,130,0,0,0,0,0,0,0,0,0,0,0,64,0,821,11,0,0,0,0,0,0,0,0,102,112,200,151,200,0,221,90,141,0,1752,1501,LSkill0991,Blessing Armor,You can improve your defense power by putting holy spirit on your armors.
skill_996,996,Blessing Armor,991,6,34,1,8,0,0,0,0,0,20,0,12,0,0,0,0,35,0,17,55,0,0,59.9,0,19,145,0,0,0,0,0,0,0,0,0,0,0,0,0,821,12,0,0,0,0,0,0,0,0,102,112,200,151,200,0,221,90,141,0,1752,1501,LSkill0991,Blessing Armor,You can improve your defense power by putting holy spirit on your armors.
skill_997,997,Blessing Armor,991,7,39,1,8,0,0,0,0,0,20,0,12,0,0,0,0,36,0,17,58,0,0,61.9,0,19,160,0,0,0,0,0,0,0,0,0,0,0,0,0,821,13,0,0,0,0,0,0,0,0,102,112,200,151,200,0,221,90,141,0,1752,1501,LSkill0991,Blessing Armor,You can improve your defense power by putting holy spirit on your armors.
skill_998,998,Blessing Armor,991,8,45,1,8,0,0,0,0,0,20,0,12,0,0,0,0,37,0,17,61,0,0,63.9,0,19,175,0,0,0,0,0,0,0,0,0,0,0,0,0,821,14,0,0,0,0,0,0,0,0,102,112,200,151,200,0,221,90,141,0,1752,1501,LSkill0991,Blessing Armor,You can improve your defense power by putting holy spirit on your armors.
skill_999,999,Blessing Armor,991,9,52,1,8,0,0,0,0,0,20,0,12,0,0,0,0,40,0,17,64,0,0,65.9,0,19,250,0,0,0,0,0,0,0,0,0,0,0,0,0,821,15,0,0,0,0,0,0,0,0,102,112,200,151,200,0,221,90,141,0,1752,1501,LSkill0991,Blessing Armor,You can improve your defense power by putting holy spirit on your armors.
skill_1000,1000,Blessing Armor,991,10,60,1,8,0,0,0,0,0,20,0,12,0,0,0,0,45,0,17,70,0,0,67.9,0,19,320,0,0,0,0,0,0,0,0,0,0,0,0,0,821,16,0,0,0,0,0,0,0,0,102,112,200,151,200,0,221,90,141,0,1752,1501,LSkill0991,Blessing Armor,You can improve your defense power by putting holy spirit on your armors.
skill_1001,1001,Freezing,1001,1,25,1,6,2500,5,0,0,1,15,0,7,0,1,0,60,20,2,17,30,0,0,29.9,0,23,0,50,0,0,0,0,2,0,0,0,0,0,63,0,841,10,981,5,0,0,0,0,0,0,202,101,100,103,100,0,262,90,0,0,1801,1123,LSkill1001,Freezing,You can make your target's moving speed slow.
skill_1002,1002,Freezing,1001,2,29,1,6,2550,5,0,0,1,15,0,7,0,1,0,63,22,2,17,33,0,0,29.9,0,23,0,55,0,0,0,0,2,0,0,0,0,0,0,0,841,12,0,0,0,0,0,0,0,0,202,101,100,103,100,0,262,90,0,0,1801,1123,LSkill1001,Freezing,You can make your target's moving speed slow.
