Name,Id,DisplayName,WalkSpeed,RunSpeed,Scale,Level,HP,Attack,Hit,Defense,Resist,Avoid,AttackSpeed,IsMagicDamage,AiType,GiveExp,DropType,RWeapon,LWeapon,DropMoney,DropItem,CanTarget,AttackRange,NpcType,HitMaterial,AttackSound,DieSound,SellTab0,SellTab1,SellTab2,SellTab3,QuestTrigger,Mesh,StlKey
npc_423,423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/Game/Monsters/npc_423/npc_423/SkeletalMeshes/npc_423,
npc_424,424,Guard,500,750,200,250,300,300,300,300,300,300,300,0,631,0,0,0,0,0,0,0,100,999,0,0,0,0,0,0,0,,/Game/Monsters/npc_424/npc_424/SkeletalMeshes/npc_424,LNPC9999
npc_426,426,ETC Buff Fairy,500,750,100,250,300,300,300,300,300,300,300,0,521,0,0,0,0,0,0,0,100,999,0,0,0,0,0,0,0,,/Game/Monsters/npc_426/npc_426/SkeletalMeshes/npc_426,LNPC1919
npc_427,427,ETC Buff Fairy,500,750,100,250,300,300,300,300,300,300,300,0,522,0,0,0,0,0,0,0,100,999,0,0,0,0,0,0,0,,/Game/Monsters/npc_427/npc_427/SkeletalMeshes/npc_427,LNPC1919
npc_428,428,ETC Buff Fairy,500,750,100,250,300,300,300,300,300,300,300,0,523,0,0,0,0,0,0,0,100,999,0,0,0,0,0,0,0,,/Game/Monsters/npc_428/npc_428/SkeletalMeshes/npc_428,LNPC1919
npc_429,429,ETC Buff Fairy,500,750,100,250,300,300,300,300,300,300,300,0,524,0,0,0,0,0,0,0,100,999,0,0,0,0,0,0,0,,/Game/Monsters/npc_429/npc_429/SkeletalMeshes/npc_429,LNPC1919
npc_431,431,Sunset Crystal,0,0,200,210,2000,320,300,1000,450,90,130,0,251,0,0,0,0,0,0,0,350,0,2,2223,0,0,0,0,0,,/Game/Monsters/npc_431/npc_431/SkeletalMeshes/npc_431,LNPC0431
npc_432,432,Sunrise Crystal,0,0,200,210,2000,280,300,1000,400,70,130,0,252,0,0,0,0,0,0,0,350,0,2,2223,0,0,0,0,0,,/Game/Monsters/npc_432/npc_432/SkeletalMeshes/npc_432,LNPC0432
npc_433,433,Dusk Crystal,0,0,200,210,2000,260,300,1000,430,80,130,0,253,0,0,0,0,0,0,0,350,0,2,2223,0,0,0,0,0,,/Game/Monsters/npc_433/npc_433/SkeletalMeshes/npc_433,LNPC0433
npc_435,435,Flaming Pumpkin,280,700,85,95,32,658,2500,548,215,143,100,0,360,150,227,0,0,20,53,0,300,3,1,0,0,0,0,0,0,,/Game/Monsters/npc_435/npc_435/SkeletalMeshes/npc_435,LNPC0025
npc_436,436,Pumpkin Ghost,280,700,90,97,33,695,2500,637,161,105,100,0,361,100,228,0,0,20,54,0,300,4,1,0,0,0,0,0,0,,/Game/Monsters/npc_436/npc_436/SkeletalMeshes/npc_436,LNPC0026
npc_437,437,Giant Pumpkin,280,850,120,99,41,700,2500,637,171,158,100,0,361,500,229,0,0,20,56,0,300,8,1,0,0,0,0,0,0,,/Game/Monsters/npc_437/npc_437/SkeletalMeshes/npc_437,LNPC0027
npc_438,438,Evil Jack,320,1000,280,118,216,882,2500,1073,357,154,120,0,362,1500,230,0,0,0,70,0,400,11,1,0,0,0,0,0,0,,/Game/Monsters/npc_438/npc_438/SkeletalMeshes/npc_438,LNPC0028
npc_439,439,Cursed Pomic,200,700,120,101,35,690,2500,676,233,153,100,0,363,500,231,0,0,20,58,0,300,3,1,0,0,0,0,0,0,,/Game/Monsters/npc_439/npc_439/SkeletalMeshes/npc_439,LNPC0077
npc_440,440,Pomic Ghost,200,800,120,103,42,722,2500,785,181,165,100,0,9,500,232,0,0,20,61,0,300,8,1,0,0,0,0,0,0,,/Game/Monsters/npc_440/npc_440/SkeletalMeshes/npc_440,LNPC0078
npc_441,441,Ant Devil,350,1000,280,120,217,895,2500,1097,364,157,130,0,363,1500,233,0,0,0,70,0,400,11,1,0,0,0,0,0,0,,/Game/Monsters/npc_441/npc_441/SkeletalMeshes/npc_441,LNPC0079
npc_442,442,Antares,300,700,105,105,35,711,2500,708,245,160,100,0,364,500,234,0,0,20,56,0,300,3,1,0,0,0,0,0,0,,/Game/Monsters/npc_442/npc_442/SkeletalMeshes/npc_442,LNPC0188
npc_443,443,Poisoned Antares,300,750,105,107,35,751,2500,838,184,118,100,0,365,500,235,0,0,20,60,0,300,4,1,0,0,0,0,0,0,,/Game/Monsters/npc_443/npc_443/SkeletalMeshes/npc_443,LNPC0189
npc_444,444,Giant Antares,350,900,175,109,43,756,2500,841,195,175,100,0,364,600,236,0,0,20,63,0,300,8,1,0,0,0,0,0,0,,/Game/Monsters/npc_444/npc_444/SkeletalMeshes/npc_444,LNPC0190
npc_445,445,Poison Master,350,1000,280,124,219,921,2500,1147,379,163,130,0,366,1500,237,0,0,20,70,0,400,11,1,0,0,0,0,0,0,,/Game/Monsters/npc_445/npc_445/SkeletalMeshes/npc_445,LNPC0191
npc_446,446,Scavenger,400,900,105,111,36,744,2500,757,263,170,100,0,9,200,238,0,0,20,56,0,250,3,1,0,0,0,0,0,0,,/Game/Monsters/npc_446/npc_446/SkeletalMeshes/npc_446,LNPC0221
npc_447,447,Dark Scavenger,400,950,125,113,43,779,2500,880,204,182,110,0,9,500,239,0,0,20,60,0,250,8,1,0,0,0,0,0,0,,/Game/Monsters/npc_447/npc_447/SkeletalMeshes/npc_447,LNPC0222
npc_448,448,Sandstorm Scavenger,400,1100,160,115,54,821,2500,930,270,149,120,0,367,600,240,0,0,20,63,0,300,9,1,0,0,0,0,0,0,,/Game/Monsters/npc_448/npc_448/SkeletalMeshes/npc_448,LNPC0223
npc_449,449,Lord Storm,450,1200,350,130,223,1060,2500,1225,403,172,150,0,367,1500,241,0,0,0,73,0,400,11,1,0,0,0,0,0,0,,/Game/Monsters/npc_449/npc_449/SkeletalMeshes/npc_449,LNPC0224
npc_451,451,Seal Stone,0,0,150,80,73,290,204,322,232,67,90,1,181,200,401,0,0,92,80,0,10,0,2,0,0,0,0,0,0,2051-31,/Game/Monsters/npc_451/npc_451/SkeletalMeshes/npc_451,LNPC0451
npc_452,452,Seal Stone,0,0,160,88,75,323,223,358,260,75,90,1,182,200,402,0,0,92,80,0,10,0,2,0,0,0,0,0,0,2051-32,/Game/Monsters/npc_452/npc_452/SkeletalMeshes/npc_452,LNPC0451
npc_453,453,Seal Stone,0,0,170,100,77,375,252,414,305,87,90,1,183,200,403,0,0,93,80,0,10,0,2,0,0,0,0,0,0,2052-31,/Game/Monsters/npc_453/npc_453/SkeletalMeshes/npc_453,LNPC0451
npc_454,454,Seal Stone,0,0,180,108,79,410,273,453,336,95,90,1,184,200,404,0,0,93,80,0,10,0,2,0,0,0,0,0,0,2052-32,/Game/Monsters/npc_454/npc_454/SkeletalMeshes/npc_454,LNPC0451
npc_455,455,Seal Stone,0,0,186,120,82,465,304,514,384,109,90,1,185,200,405,0,0,94,80,0,10,0,2,0,0,0,0,0,0,2053-31,/Game/Monsters/npc_455/npc_455/SkeletalMeshes/npc_455,LNPC0451
npc_456,456,Seal Stone,0,0,192,128,83,502,325,556,417,118,90,1,186,200,406,0,0,94,80,0,10,0,2,0,0,0,0,0,0,2053-32,/Game/Monsters/npc_456/npc_456/SkeletalMeshes/npc_456,LNPC0451
npc_457,457,Seal Stone,0,0,198,140,86,559,358,621,469,132,90,1,186,200,407,0,0,95,80,0,10,0,2,0,0,0,0,0,0,,/Game/Monsters/npc_457/npc_457/SkeletalMeshes/npc_457,LNPC0451
npc_461,461,Budeater,200,480,100,82,48,343,190,243,160,123,95,0,122,150,0,0,0,0,75,0,200,1,1,0,0,0,0,0,0,,/Game/Monsters/npc_461/npc_461/SkeletalMeshes/npc_461,LNPC0461
npc_462,462,Budeater,206,491,110,92,50,390,211,278,185,138,95,0,122,150,0,0,0,0,75,0,200,1,1,0,0,0,0,0,0,,/Game/Monsters/npc_462/npc_462/SkeletalMeshes/npc_462,LNPC0461
npc_463,463,Budeater,212,503,120,102,51,439,234,315,211,155,95,0,122,200,0,0,0,0,75,0,200,1,1,0,0,0,0,0,0,,/Game/Monsters/npc_463/npc_463/SkeletalMeshes/npc_463,LNPC0461
npc_464,464,Budeater,218,514,130,112,53,488,257,353,237,171,95,0,122,200,0,0,0,0,75,0,200,1,1,0,0,0,0,0,0,,/Game/Monsters/npc_464/npc_464/SkeletalMeshes/npc_464,LNPC0461
npc_465,465,Budeater,224,526,140,122,54,539,281,392,265,188,95,0,122,200,0,0,0,0,75,0,200,1,1,0,0,0,0,0,0,,/Game/Monsters/npc_465/npc_465/SkeletalMeshes/npc_465,LNPC0461
npc_466,466,Budeater,230,537,150,132,56,591,306,433,294,206,95,0,122,200,0,0,0,0,75,0,200,1,1,0,0,0,0,0,0,,/Game/Monsters/npc_466/npc_466/SkeletalMeshes/npc_466,LNPC0461
npc_467,467,Budeater,236,548,160,142,57,644,331,475,324,224,95,0,122,200,0,0,0,0,75,0,200,1,1,0,0,0,0,0,0,,/Game/Monsters/npc_467/npc_467/SkeletalMeshes/npc_467,LNPC0461
npc_471,471,Tirwin,210,499,137,78,43,302,229,165,310,117,85,1,140,150,411,1091,0,30,47,0,1200,7,0,0,0,0,0,0,0,,/Game/Monsters/npc_471/npc_471/SkeletalMeshes/npc_471,LNPC0481
npc_472,472,Tirwin,216,510,143,86,44,337,250,186,346,129,86,1,140,150,411,1091,0,30,47,0,1200,7,0,0,0,0,0,0,0,,/Game/Monsters/npc_472/npc_472/SkeletalMeshes/npc_472,LNPC0481
npc_473,473,Tirwin,222,522,149,98,46,392,281,220,402,148,87,1,140,200,412,1091,0,30,48,0,1200,7,0,0,0,0,0,0,0,,/Game/Monsters/npc_473/npc_473/SkeletalMeshes/npc_473,LNPC0481
npc_474,474,Tirwin,228,533,155,106,48,430,303,244,441,161,88,1,140,200,412,1091,0,30,49,0,1200,7,0,0,0,0,0,0,0,,/Game/Monsters/npc_474/npc_474/SkeletalMeshes/npc_474,LNPC0481
npc_475,475,Tirwin,234,545,161,118,50,487,336,280,501,181,89,1,140,200,413,1091,0,30,49,0,1200,7,0,0,0,0,0,0,0,,/Game/Monsters/npc_475/npc_475/SkeletalMeshes/npc_475,LNPC0481
npc_476,476,Tirwin,240,556,167,126,51,527,359,306,542,195,90,1,140,200,413,1091,0,30,50,0,1200,7,0,0,0,0,0,0,0,,/Game/Monsters/npc_476/npc_476/SkeletalMeshes/npc_476,LNPC0481
npc_477,477,Tirwin,246,567,173,136,52,577,389,339,596,213,91,1,140,200,280,1091,0,30,51,0,1200,7,0,0,0,0,0,0,0,,/Game/Monsters/npc_477/npc_477/SkeletalMeshes/npc_477,LNPC0481
npc_478,478,Tirwin,252,579,179,146,54,628,419,373,651,231,92,1,140,200,281,1091,0,30,51,0,1200,7,0,0,0,0,0,0,0,,/Game/Monsters/npc_478/npc_478/SkeletalMeshes/npc_478,LNPC0481
npc_479,479,Tirwin,258,590,185,156,55,681,449,408,707,250,91,1,140,200,414,1091,0,30,51,0,1200,7,0,0,0,0,0,0,0,,/Game/Monsters/npc_479/npc_479/SkeletalMeshes/npc_479,LNPC0481
npc_480,480,Tirwin,264,602,191,166,57,734,481,444,765,269,91,1,140,200,414,1091,0,30,51,0,1200,7,0,0,0,0,0,0,0,,/Game/Monsters/npc_480/npc_480/SkeletalMeshes/npc_480,LNPC0481
npc_481,481,Tirwin,235,670,142,82,55,349,247,294,167,87,105,0,141,200,411,1010,0,30,48,0,230,4,0,0,0,0,0,0,0,,/Game/Monsters/npc_481/npc_481/SkeletalMeshes/npc_481,LNPC0487
npc_482,482,Tirwin,241,682,148,88,57,378,264,319,184,94,106,0,141,200,411,1010,0,30,48,0,230,4,0,0,0,0,0,0,0,,/Game/Monsters/npc_482/npc_482/SkeletalMeshes/npc_482,LNPC0487
npc_483,483,Tirwin,247,694,154,102,60,447,304,380,225,111,107,0,141,200,412,1010,0,30,49,0,230,4,0,0,0,0,0,0,0,,/Game/Monsters/npc_483/npc_483/SkeletalMeshes/npc_483,LNPC0487
npc_484,484,Tirwin,253,706,160,108,61,477,322,407,243,119,108,0,141,200,412,1010,305,30,49,0,230,4,0,0,0,0,0,0,0,,/Game/Monsters/npc_484/npc_484/SkeletalMeshes/npc_484,LNPC0487
npc_485,485,Tirwin,259,718,166,122,64,549,364,472,288,138,109,0,141,200,413,1010,305,30,50,0,230,4,0,0,0,0,0,0,0,,/Game/Monsters/npc_485/npc_485/SkeletalMeshes/npc_485,LNPC0487
npc_486,486,Tirwin,265,730,172,128,65,581,383,501,307,146,110,0,141,200,413,1010,305,30,50,0,230,4,0,0,0,0,0,0,0,,/Game/Monsters/npc_486/npc_486/SkeletalMeshes/npc_486,LNPC0487
npc_487,487,Tirwin,271,742,178,138,67,635,414,550,342,160,111,0,141,200,280,1010,305,30,51,0,230,4,0,0,0,0,0,0,0,,/Game/Monsters/npc_487/npc_487/SkeletalMeshes/npc_487,LNPC0487
npc_488,488,Tirwin,277,754,184,148,69,690,447,601,377,174,112,0,141,200,281,1010,305,30,51,0,230,4,0,0,0,0,0,0,0,,/Game/Monsters/npc_488/npc_488/SkeletalMeshes/npc_488,LNPC0487
npc_489,489,Tirwin,283,766,190,158,70,746,480,654,413,189,111,0,141,200,414,1010,305,30,51,0,230,4,0,0,0,0,0,0,0,,/Game/Monsters/npc_489/npc_489/SkeletalMeshes/npc_489,LNPC0487
npc_490,490,Tirwin,289,778,196,168,72,803,514,707,451,204,111,0,141,200,414,1010,305,30,51,0,230,4,0,0,0,0,0,0,0,,/Game/Monsters/npc_490/npc_490/SkeletalMeshes/npc_490,LNPC0487
npc_491,491,Tirwin,230,537,135,76,45,324,227,225,170,137,90,0,142,200,411,1046,0,30,42,0,1600,6,0,0,0,0,0,0,0,,/Game/Monsters/npc_491/npc_491/SkeletalMeshes/npc_491,LNPC0493
npc_492,492,Tirwin,236,548,141,83,46,357,245,250,192,149,91,0,142,200,411,1046,0,30,42,0,1600,6,0,0,0,0,0,0,0,,/Game/Monsters/npc_492/npc_492/SkeletalMeshes/npc_492,LNPC0493
npc_493,493,Tirwin,242,560,147,96,49,421,280,298,233,174,92,0,142,200,412,1046,0,30,43,0,1600,6,0,0,0,0,0,0,0,,/Game/Monsters/npc_493/npc_493/SkeletalMeshes/npc_493,LNPC0493
npc_494,494,Tirwin,248,571,153,103,50,456,299,325,256,187,93,0,142,200,412,1046,0,30,43,0,1600,6,0,0,0,0,0,0,0,,/Game/Monsters/npc_494/npc_494/SkeletalMeshes/npc_494,LNPC0493
npc_495,495,Tirwin,254,583,159,116,52,522,336,376,301,213,94,0,142,200,413,1046,0,30,43,0,1600,6,0,0,0,0,0,0,0,,/Game/Monsters/npc_495/npc_495/SkeletalMeshes/npc_495,LNPC0493
npc_496,496,Tirwin,260,594,165,123,53,559,356,405,326,227,95,0,142,200,413,1046,0,30,43,0,1600,6,0,0,0,0,0,0,0,,/Game/Monsters/npc_496/npc_496/SkeletalMeshes/npc_496,LNPC0493
npc_497,497,Tirwin,266,605,171,133,55,613,385,448,363,248,96,0,141,200,280,1046,0,30,43,0,1600,6,0,0,0,0,0,0,0,,/Game/Monsters/npc_497/npc_497/SkeletalMeshes/npc_497,LNPC0493
npc_498,498,Tirwin,272,617,177,143,56,668,415,492,402,269,97,0,141,200,281,1046,0,30,44,0,1600,6,0,0,0,0,0,0,0,,/Game/Monsters/npc_498/npc_498/SkeletalMeshes/npc_498,LNPC0493
npc_499,499,Tirwin,278,628,183,163,59,780,478,583,483,313,94,0,142,200,414,1046,0,30,44,0,1600,6,0,0,0,0,0,0,0,,/Game/Monsters/npc_499/npc_499/SkeletalMeshes/npc_499,LNPC0493
npc_500,500,Tirwin,284,640,189,173,61,839,510,631,525,336,95,0,142,200,414,1046,0,30,45,0,1600,6,0,0,0,0,0,0,0,,/Game/Monsters/npc_500/npc_500/SkeletalMeshes/npc_500,LNPC0493
npc_501,501,Warbiz,300,650,120,140,27,660,402,452,284,209,100,0,300,200,432,0,0,50,30,0,230,4,0,324,326,0,0,0,0,,/Game/Monsters/npc_501/npc_501/SkeletalMeshes/npc_501,LNPC0501
npc_502,502,Warbiz,300,650,120,153,31,734,440,507,321,233,100,0,300,200,433,0,0,60,35,0,230,4,0,324,326,0,0,0,0,,/Game/Monsters/npc_502/npc_502/SkeletalMeshes/npc_502,LNPC0501
npc_503,503,Warbiz,300,650,120,165,35,804,476,561,356,256,100,0,300,400,434,0,0,70,40,0,230,4,0,324,326,0,0,0,0,,/Game/Monsters/npc_503/npc_503/SkeletalMeshes/npc_503,LNPC0501
npc_506,506,Hornet,350,750,50,135,7,434,586,235,473,172,90,0,302,1,0,0,0,0,0,0,240,4,0,328,330,0,0,0,0,,/Game/Monsters/npc_506/npc_506/SkeletalMeshes/npc_506,LNPC0506
npc_507,507,Hornet,350,750,50,148,10,487,643,265,535,191,90,0,302,1,0,0,0,0,0,0,240,4,0,328,330,0,0,0,0,,/Game/Monsters/npc_507/npc_507/SkeletalMeshes/npc_507,LNPC0506
npc_508,508,Hornet,350,750,50,160,12,537,697,294,594,210,90,0,302,1,0,0,0,0,0,0,240,4,0,328,330,0,0,0,0,,/Game/Monsters/npc_508/npc_508/SkeletalMeshes/npc_508,LNPC0506
npc_511,511,Pincer,250,550,200,143,33,604,411,524,393,135,100,0,294,400,437,0,0,20,50,0,240,2,0,332,334,0,0,0,0,,/Game/Monsters/npc_511/npc_511/SkeletalMeshes/npc_511,LNPC0511
npc_512,512,Pincer Queen,250,550,250,153,38,655,440,570,430,147,100,0,294,400,438,0,0,25,60,0,240,2,0,332,334,0,0,0,0,,/Game/Monsters/npc_512/npc_512/SkeletalMeshes/npc_512,LNPC0512
npc_516,516,Hook,300,650,180,145,31,713,416,394,499,243,115,0,293,400,441,0,0,20,40,0,240,3,0,336,338,0,0,0,0,,/Game/Monsters/npc_516/npc_516/SkeletalMeshes/npc_516,LNPC0516
npc_517,517,King Hook,300,650,240,155,38,773,446,428,569,263,125,0,293,400,442,0,0,25,47,0,240,3,0,336,338,0,0,0,0,,/Game/Monsters/npc_517/npc_517/SkeletalMeshes/npc_517,LNPC0517
npc_521,521,Nepenthes,100,120,170,147,37,718,460,446,417,271,100,0,301,400,445,0,0,35,35,0,220,1,0,340,342,0,0,0,0,,/Game/Monsters/npc_521/npc_521/SkeletalMeshes/npc_521,LNPC0521
npc_526,526,Poison Weaver,240,530,170,156,35,752,441,473,329,239,100,0,300,500,448,0,0,25,40,0,220,3,0,344,346,0,0,0,0,,/Game/Monsters/npc_526/npc_526/SkeletalMeshes/npc_526,LNPC0526
npc_527,527,Plunder,270,590,50,150,8,522,651,270,544,194,90,0,302,1,0,0,0,0,0,0,230,3,0,348,350,0,0,0,0,,/Game/Monsters/npc_527/npc_527/SkeletalMeshes/npc_527,LNPC0527
npc_529,529,Predator,300,650,300,158,42,821,455,497,402,270,110,0,296,4000,451,0,0,30,60,0,230,3,0,352,354,0,0,0,0,,/Game/Monsters/npc_529/npc_529/SkeletalMeshes/npc_529,LNPC0529
npc_536,536,Sikuku Spearman,400,850,120,140,34,677,412,447,351,220,110,0,292,1000,454,1039,0,30,35,0,310,1,1,58,358,0,0,0,0,,/Game/Monsters/npc_536/npc_536/SkeletalMeshes/npc_536,LNPC0536
npc_537,537,Sikuku Leader,400,850,150,151,44,684,490,551,409,278,110,0,292,1000,455,1104,0,30,60,0,320,8,1,59,362,0,0,0,0,,/Game/Monsters/npc_537/npc_537/SkeletalMeshes/npc_537,LNPC0537
npc_538,538,Sikuku Fighter,400,850,140,147,40,718,433,476,382,233,110,0,292,1000,456,1105,0,30,35,0,310,3,1,57,362,0,0,0,0,,/Game/Monsters/npc_538/npc_538/SkeletalMeshes/npc_538,LNPC0538
npc_539,539,Sikuku Veteran,420,890,110,173,43,787,516,587,475,295,110,0,292,1000,457,1106,0,30,38,0,330,3,1,58,358,0,0,0,0,,/Game/Monsters/npc_539/npc_539/SkeletalMeshes/npc_539,LNPC0539
npc_540,540,Sikuku Elite Fighter,450,950,130,178,43,815,532,610,494,219,110,0,292,1000,458,1107,0,30,40,0,340,3,1,59,362,0,0,0,0,,/Game/Monsters/npc_540/npc_540/SkeletalMeshes/npc_540,LNPC0540
npc_542,542,Sikuku Hunter,300,650,110,143,31,756,421,437,368,226,100,0,297,1000,461,1108,0,25,40,0,260,9,1,63,366,0,0,0,0,,/Game/Monsters/npc_542/npc_542/SkeletalMeshes/npc_542,LNPC0542
npc_543,543,Sikuku Tracker,300,650,130,158,38,852,468,497,420,254,100,0,297,1000,462,1025,0,25,40,0,270,3,1,64,370,0,0,0,0,,/Game/Monsters/npc_543/npc_543/SkeletalMeshes/npc_543,LNPC0543
npc_544,544,Sikuku Captain,300,650,120,173,43,815,516,559,475,283,100,0,297,1000,463,1109,0,27,44,0,270,3,1,65,366,0,0,0,0,,/Game/Monsters/npc_544/npc_544/SkeletalMeshes/npc_544,LNPC0544
npc_545,545,Sikuku Butcher,300,650,120,174,44,820,519,564,479,285,110,0,297,1000,464,1110,0,28,45,0,260,3,1,66,370,0,0,0,0,,/Game/Monsters/npc_545/npc_545/SkeletalMeshes/npc_545,LNPC0545
npc_548,548,Sikuku Assassin,300,650,110,155,35,773,524,399,443,301,90,0,291,1000,467,1111,0,30,50,0,1500,5,1,208,374,0,0,0,0,,/Game/Monsters/npc_548/npc_548/SkeletalMeshes/npc_548,LNPC0548
npc_549,549,Sikuku Elite Assassin,300,650,100,180,36,891,616,489,542,358,100,0,291,1000,468,1111,0,30,60,0,2000,6,1,208,378,0,0,0,0,,/Game/Monsters/npc_549/npc_549/SkeletalMeshes/npc_549,LNPC0549
npc_553,553,Sikuku Shaman,200,450,100,150,28,714,443,386,721,239,100,1,295,1100,472,1101,0,50,60,0,1500,7,1,304,282,0,0,0,0,,/Game/Monsters/npc_553/npc_553/SkeletalMeshes/npc_553,LNPC0553
npc_554,554,Sikuku Psychic,220,490,100,160,31,772,474,422,783,258,100,1,295,1100,473,1102,0,25,64,0,1600,7,1,304,282,0,0,0,0,,/Game/Monsters/npc_554/npc_554/SkeletalMeshes/npc_554,LNPC0554
npc_555,555,Elder Sikuku,210,470,110,183,37,909,549,507,930,303,100,1,295,1100,474,1103,0,30,70,0,1700,7,1,304,282,0,0,0,0,,/Game/Monsters/npc_555/npc_555/SkeletalMeshes/npc_555,LNPC0555
npc_558,558,Turak,300,650,190,190,229,950,750,730,607,432,120,0,298,3200,477,142,0,5,75,0,270,10,1,92,390,0,0,0,0,,/Game/Monsters/npc_558/npc_558/SkeletalMeshes/npc_558,LNPC0558
npc_559,559,Turak,320,690,250,195,239,1200,750,929,723,447,125,0,298,3200,478,143,0,5,87,0,270,10,1,92,390,0,0,0,0,,/Game/Monsters/npc_559/npc_559/SkeletalMeshes/npc_559,LNPC0559
npc_560,560,Turak,320,690,250,205,249,1300,750,929,723,447,125,0,298,3200,479,143,0,0,99,0,270,10,1,92,390,0,0,0,0,,/Game/Monsters/npc_560/npc_560/SkeletalMeshes/npc_560,LNPC0559
npc_565,565,Blue Elemental,200,600,200,140,30,551,408,391,662,256,80,0,299,1000,481,1113,0,40,20,0,1100,7,0,392,394,0,0,0,0,,/Game/Monsters/npc_565/npc_565/SkeletalMeshes/npc_565,LNPC0565
npc_566,566,Red Elemental,200,600,200,145,37,575,458,410,691,267,80,0,299,1000,482,1114,0,40,20,0,1200,7,0,392,394,0,0,0,0,,/Game/Monsters/npc_566/npc_566/SkeletalMeshes/npc_566,LNPC0566
npc_571,571,Rotten Tree,300,650,200,147,29,697,449,501,469,271,100,0,303,1100,485,1082,0,40,25,0,1300,1,0,396,398,0,0,0,0,,/Game/Monsters/npc_571/npc_571/SkeletalMeshes/npc_571,LNPC0571
npc_572,572,Rotten Elemental,300,650,190,157,35,754,481,502,509,293,100,0,303,1100,486,1075,0,40,25,0,220,1,0,400,402,0,0,0,0,,/Game/Monsters/npc_572/npc_572/SkeletalMeshes/npc_572,LNPC0572
npc_574,574,Sikuku Tiger Rider,300,800,150,168,42,777,375,611,450,273,110,0,379,1100,580,1111,0,40,25,0,1400,5,1,63,366,0,0,0,0,,/Game/Monsters/npc_574/npc_574/SkeletalMeshes/npc_574,LNPC0550
npc_575,575,Sikuku Tiger Interceptor,300,800,150,169,42,858,377,585,431,275,110,0,380,1100,581,1111,0,40,25,0,1600,6,1,64,370,0,0,0,0,,/Game/Monsters/npc_575/npc_575/SkeletalMeshes/npc_575,LNPC0551
npc_576,576,Sikuku Tiger Captain,300,800,150,170,61,969,379,807,595,277,110,0,381,1100,582,1111,0,40,25,0,1800,9,1,65,366,0,0,0,0,,/Game/Monsters/npc_576/npc_576/SkeletalMeshes/npc_576,LNPC0552
npc_578,578,Land Mine,100,300,100,255,400,310,279,220,146,200,130,0,525,0,3,0,0,0,100,0,180,0,1,0,0,85,0,0,0,,/Game/Monsters/npc_578/npc_578/SkeletalMeshes/npc_578,LNPC3003
npc_579,579,Land Mine,100,300,100,255,400,320,284,226,150,205,132,0,525,0,3,0,0,0,100,0,180,0,1,0,0,85,0,0,0,,/Game/Monsters/npc_579/npc_579/SkeletalMeshes/npc_579,LNPC3003
npc_580,580,Land Mine,100,300,100,255,400,330,289,232,154,210,134,0,525,0,3,0,0,0,100,0,180,0,1,0,0,85,0,0,0,,/Game/Monsters/npc_580/npc_580/SkeletalMeshes/npc_580,LNPC3003
npc_581,581,Land Mine,100,300,100,255,400,340,294,238,158,215,136,0,525,0,3,0,0,0,100,0,180,0,1,0,0,85,0,0,0,,/Game/Monsters/npc_581/npc_581/SkeletalMeshes/npc_581,LNPC3003
npc_582,582,Land Mine,100,300,100,255,400,350,299,244,162,220,138,0,525,0,3,0,0,0,100,0,180,0,1,0,0,85,0,0,0,,/Game/Monsters/npc_582/npc_582/SkeletalMeshes/npc_582,LNPC3003
npc_583,583,Land Mine,100,300,100,255,400,360,304,250,166,225,140,0,525,0,3,0,0,0,100,0,180,0,1,0,0,85,0,0,0,,/Game/Monsters/npc_583/npc_583/SkeletalMeshes/npc_583,LNPC3003
npc_584,584,Land Mine,100,300,100,255,400,370,309,256,170,230,142,0,525,0,3,0,0,0,100,0,180,0,1,0,0,85,0,0,0,,/Game/Monsters/npc_584/npc_584/SkeletalMeshes/npc_584,LNPC3003
npc_585,585,Land Mine,100,300,100,255,400,380,314,262,174,235,144,0,525,0,3,0,0,0,100,0,180,0,1,0,0,85,0,0,0,,/Game/Monsters/npc_585/npc_585/SkeletalMeshes/npc_585,LNPC3003
npc_586,586,Land Mine,100,300,100,255,400,390,319,268,178,240,146,0,525,0,3,0,0,0,100,0,180,0,1,0,0,85,0,0,0,,/Game/Monsters/npc_586/npc_586/SkeletalMeshes/npc_586,LNPC3003
npc_587,587,Land Mine,100,300,100,255,400,400,324,274,182,245,148,0,525,0,3,0,0,0,60,0,180,1,1,0,0,85,0,0,0,,/Game/Monsters/npc_587/npc_587/SkeletalMeshes/npc_587,LNPC3003
npc_601,601,???? ??????,280,650,195,100,20,423,230,200,231,151,105,0,131,5000,367,1036,0,0,57,0,250,1,1,0,290,0,0,0,0,,/Game/Monsters/npc_601/npc_601/SkeletalMeshes/npc_601,
npc_602,602,???? ??????,280,650,195,100,20,423,230,200,231,151,105,0,131,7000,367,1036,0,0,57,0,250,1,1,0,290,0,0,0,0,,/Game/Monsters/npc_602/npc_602/SkeletalMeshes/npc_602,
npc_603,603,???? ??????,280,650,195,100,20,423,230,200,231,151,105,0,131,9000,367,1036,0,0,57,0,250,1,1,0,290,0,0,0,0,,/Game/Monsters/npc_603/npc_603/SkeletalMeshes/npc_603,
