Name,Id,Type,Defense,MagicResist,IconIdx,Quality,BasePrice,PriceRate,MoveSpeed,ReqStat1,ReqAmount1,ReqStat2,ReqAmount2,BonusStat1,BonusAmount1,BonusStat2,BonusAmount2,Durability,Weight,FieldItemId,MeshFemale,MeshMale,StlKey,DisplayName,Description
foot_210,210,153,11,4,579,31,1900,0,85,31,24,,,0,0,0,0,43,2,244,/Game/Characters/Modular/Female/foot_210/foot_210/SkeletalMeshes/foot_210,/Game/Characters/Modular/Male/foot_210/foot_210/SkeletalMeshes/foot_210,LFOO009,Wild Walkers,Boots that protect oneâ€™s feet from great impact.
foot_211,211,153,12,5,579,33,1900,0,85,31,26,,,0,0,0,0,46,2,244,/Game/Characters/Modular/Female/foot_211/foot_211/SkeletalMeshes/foot_211,/Game/Characters/Modular/Male/foot_211/foot_211/SkeletalMeshes/foot_211,LFOO009,Wild Walkers,Boots that protect oneâ€™s feet from great impact.
foot_212,212,153,13,5,579,35,1900,0,85,31,28,,,0,0,0,0,48,2,244,/Game/Characters/Modular/Female/foot_212/foot_212/SkeletalMeshes/foot_212,/Game/Characters/Modular/Male/foot_212/foot_212/SkeletalMeshes/foot_212,LFOO009,Wild Walkers,Boots that protect oneâ€™s feet from great impact.
foot_213,213,153,12,4,580,31,2200,0,80,31,28,,,0,0,0,0,43,2,244,/Game/Characters/Modular/Female/foot_213/foot_213/SkeletalMeshes/foot_213,/Game/Characters/Modular/Male/foot_213/foot_213/SkeletalMeshes/foot_213,LFOO010,Land Walkers,Comfortable boots that offer comfort when walking.
foot_214,214,153,13,5,580,34,2200,0,80,31,31,,,0,0,0,0,46,2,244,/Game/Characters/Modular/Female/foot_214/foot_214/SkeletalMeshes/foot_214,/Game/Characters/Modular/Male/foot_214/foot_214/SkeletalMeshes/foot_214,LFOO010,Land Walkers,Comfortable boots that offer comfort when walking.
foot_215,215,153,14,5,580,36,2200,0,80,31,33,,,0,0,0,0,48,2,244,/Game/Characters/Modular/Female/foot_215/foot_215/SkeletalMeshes/foot_215,/Game/Characters/Modular/Male/foot_215/foot_215/SkeletalMeshes/foot_215,LFOO010,Land Walkers,Comfortable boots that offer comfort when walking.
foot_216,216,153,14,4,581,34,3000,0,85,31,34,,,0,0,0,0,44,2,244,/Game/Characters/Modular/Female/foot_216/foot_216/SkeletalMeshes/foot_216,/Game/Characters/Modular/Male/foot_216/foot_216/SkeletalMeshes/foot_216,LFOO011,Earth Walkers,Comfortable boots that protect its wearer when walking on the toughest terrain.
foot_217,217,153,14,5,581,36,3000,0,85,31,36,,,0,0,0,0,47,2,244,/Game/Characters/Modular/Female/foot_217/foot_217/SkeletalMeshes/foot_217,/Game/Characters/Modular/Male/foot_217/foot_217/SkeletalMeshes/foot_217,LFOO011,Earth Walkers,Comfortable boots that protect its wearer when walking on the toughest terrain.
foot_218,218,153,15,5,581,37,3000,0,85,31,37,,,0,0,0,0,48,2,244,/Game/Characters/Modular/Female/foot_218/foot_218/SkeletalMeshes/foot_218,/Game/Characters/Modular/Male/foot_218/foot_218/SkeletalMeshes/foot_218,LFOO011,Earth Walkers,Comfortable boots that protect its wearer when walking on the toughest terrain.
foot_219,219,153,14,4,582,35,3700,0,85,31,38,,,0,0,0,0,44,2,244,/Game/Characters/Modular/Female/foot_219/foot_219/SkeletalMeshes/foot_219,/Game/Characters/Modular/Male/foot_219/foot_219/SkeletalMeshes/foot_219,LFOO012,Marble Shoes,Shoes endowed with the elegant beauty of marble stone.
foot_220,220,153,15,5,582,37,3700,0,85,31,40,,,0,0,0,0,46,2,244,/Game/Characters/Modular/Female/foot_220/foot_220/SkeletalMeshes/foot_220,/Game/Characters/Modular/Male/foot_220/foot_220/SkeletalMeshes/foot_220,LFOO012,Marble Shoes,Shoes endowed with the elegant beauty of marble stone.
foot_221,221,153,16,5,582,39,3700,0,85,31,42,,,0,0,0,0,48,2,244,/Game/Characters/Modular/Female/foot_221/foot_221/SkeletalMeshes/foot_221,/Game/Characters/Modular/Male/foot_221/foot_221/SkeletalMeshes/foot_221,LFOO012,Marble Shoes,Shoes endowed with the elegant beauty of marble stone.
foot_222,222,153,16,6,583,38,4900,0,90,31,44,,,0,0,0,0,46,2,244,/Game/Characters/Modular/Female/foot_222/foot_222/SkeletalMeshes/foot_222,/Game/Characters/Modular/Male/foot_222/foot_222/SkeletalMeshes/foot_222,LFOO013,Luxurious Marble Shoes,"Shoes as hard as marble on the outside, but incredibly soft and cushiony on the inside."
foot_223,223,153,17,6,583,40,4900,0,90,31,46,,,0,0,0,0,48,2,244,/Game/Characters/Modular/Female/foot_223/foot_223/SkeletalMeshes/foot_223,/Game/Characters/Modular/Male/foot_223/foot_223/SkeletalMeshes/foot_223,LFOO013,Luxurious Marble Shoes,"Shoes as hard as marble on the outside, but incredibly soft and cushiony on the inside."
foot_224,224,153,18,7,583,42,4900,0,90,31,48,,,0,0,0,0,50,2,244,/Game/Characters/Modular/Female/foot_224/foot_224/SkeletalMeshes/foot_224,/Game/Characters/Modular/Male/foot_224/foot_224/SkeletalMeshes/foot_224,LFOO013,Luxurious Marble Shoes,"Shoes as hard as marble on the outside, but incredibly soft and cushiony on the inside."
foot_225,225,153,18,6,585,42,6600,0,85,31,54,,,0,0,0,0,47,2,244,/Game/Characters/Modular/Female/foot_225/foot_225/SkeletalMeshes/foot_225,/Game/Characters/Modular/Male/foot_225/foot_225/SkeletalMeshes/foot_225,LFOO014,Junior Shoes,Shoes for normal magic school students.
foot_226,226,153,19,6,585,43,6600,0,85,31,55,,,0,0,0,0,48,2,244,/Game/Characters/Modular/Female/foot_226/foot_226/SkeletalMeshes/foot_226,/Game/Characters/Modular/Male/foot_226/foot_226/SkeletalMeshes/foot_226,LFOO014,Junior Shoes,Shoes for normal magic school students.
foot_227,227,153,20,7,585,45,6600,0,85,31,57,,,0,0,0,0,50,2,244,/Game/Characters/Modular/Female/foot_227/foot_227/SkeletalMeshes/foot_227,/Game/Characters/Modular/Male/foot_227/foot_227/SkeletalMeshes/foot_227,LFOO014,Junior Shoes,Shoes for normal magic school students.
foot_228,228,153,21,6,586,45,9200,0,87,31,62,,,0,0,0,0,48,2,244,/Game/Characters/Modular/Female/foot_228/foot_228/SkeletalMeshes/foot_228,/Game/Characters/Modular/Male/foot_228/foot_228/SkeletalMeshes/foot_228,LFOO015,Senior Shoes,Shoes for exemplary magic school students.
foot_229,229,153,21,7,586,46,9200,0,87,31,63,,,0,0,0,0,49,2,244,/Game/Characters/Modular/Female/foot_229/foot_229/SkeletalMeshes/foot_229,/Game/Characters/Modular/Male/foot_229/foot_229/SkeletalMeshes/foot_229,LFOO015,Senior Shoes,Shoes for exemplary magic school students.
foot_230,230,153,22,7,586,47,9200,0,87,31,64,,,0,0,0,0,50,2,244,/Game/Characters/Modular/Female/foot_230/foot_230/SkeletalMeshes/foot_230,/Game/Characters/Modular/Male/foot_230/foot_230/SkeletalMeshes/foot_230,LFOO015,Senior Shoes,Shoes for exemplary magic school students.
foot_231,231,153,23,8,586,49,9200,0,87,31,66,,,0,0,0,0,52,2,244,/Game/Characters/Modular/Female/foot_231/foot_231/SkeletalMeshes/foot_231,/Game/Characters/Modular/Male/foot_231/foot_231/SkeletalMeshes/foot_231,LFOO015,Senior Shoes,Shoes for exemplary magic school students.
foot_232,232,153,19,6,587,44,13500,0,85,31,59,,,0,0,0,0,47,0,244,/Game/Characters/Modular/Female/foot_232/foot_232/SkeletalMeshes/foot_232,/Game/Characters/Modular/Male/foot_232/foot_232/SkeletalMeshes/foot_232,LFOO016,Redfield Green Shoes,"Refined, elegant shoes for people with refined, elegant tastes."
foot_233,233,153,20,6,587,45,13500,0,85,31,60,,,0,0,0,0,49,0,244,/Game/Characters/Modular/Female/foot_233/foot_233/SkeletalMeshes/foot_233,/Game/Characters/Modular/Male/foot_233/foot_233/SkeletalMeshes/foot_233,LFOO016,Redfield Green Shoes,"Refined, elegant shoes for people with refined, elegant tastes."
foot_234,234,153,20,7,587,46,13500,0,85,31,61,,,0,0,0,0,50,0,244,/Game/Characters/Modular/Female/foot_234/foot_234/SkeletalMeshes/foot_234,/Game/Characters/Modular/Male/foot_234/foot_234/SkeletalMeshes/foot_234,LFOO016,Redfield Green Shoes,"Refined, elegant shoes for people with refined, elegant tastes."
foot_235,235,153,21,7,587,48,13500,0,85,31,63,,,0,0,0,0,52,0,244,/Game/Characters/Modular/Female/foot_235/foot_235/SkeletalMeshes/foot_235,/Game/Characters/Modular/Male/foot_235/foot_235/SkeletalMeshes/foot_235,LFOO016,Redfield Green Shoes,"Refined, elegant shoes for people with refined, elegant tastes."
foot_236,236,153,22,6,588,46,17300,0,85,31,64,,,0,0,0,0,48,0,244,/Game/Characters/Modular/Female/foot_236/foot_236/SkeletalMeshes/foot_236,/Game/Characters/Modular/Male/foot_236/foot_236/SkeletalMeshes/foot_236,LFOO017,Redfield Black Shoes,"Refined, elegant shoes for people with refined, elegant tastes."
foot_237,237,153,22,7,588,47,17300,0,85,31,65,,,0,0,0,0,49,0,244,/Game/Characters/Modular/Female/foot_237/foot_237/SkeletalMeshes/foot_237,/Game/Characters/Modular/Male/foot_237/foot_237/SkeletalMeshes/foot_237,LFOO017,Redfield Black Shoes,"Refined, elegant shoes for people with refined, elegant tastes."
foot_238,238,153,23,7,588,48,17300,0,85,31,66,,,0,0,0,0,50,0,244,/Game/Characters/Modular/Female/foot_238/foot_238/SkeletalMeshes/foot_238,/Game/Characters/Modular/Male/foot_238/foot_238/SkeletalMeshes/foot_238,LFOO017,Redfield Black Shoes,"Refined, elegant shoes for people with refined, elegant tastes."
foot_239,239,153,24,8,588,50,17300,0,85,31,68,,,0,0,0,0,53,0,244,/Game/Characters/Modular/Female/foot_239/foot_239/SkeletalMeshes/foot_239,/Game/Characters/Modular/Male/foot_239/foot_239/SkeletalMeshes/foot_239,LFOO017,Redfield Black Shoes,"Refined, elegant shoes for people with refined, elegant tastes."
foot_240,240,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_240/foot_240/SkeletalMeshes/foot_240,/Game/Characters/Modular/Male/foot_240/foot_240/SkeletalMeshes/foot_240,,,
foot_241,241,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_241/foot_241/SkeletalMeshes/foot_241,/Game/Characters/Modular/Male/foot_241/foot_241/SkeletalMeshes/foot_241,,,
foot_245,245,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_245/foot_245/SkeletalMeshes/foot_245,/Game/Characters/Modular/Male/foot_245/foot_245/SkeletalMeshes/foot_245,,,
foot_246,246,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_246/foot_246/SkeletalMeshes/foot_246,/Game/Characters/Modular/Male/foot_246/foot_246/SkeletalMeshes/foot_246,,,
foot_247,247,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_247/foot_247/SkeletalMeshes/foot_247,/Game/Characters/Modular/Male/foot_247/foot_247/SkeletalMeshes/foot_247,,,
foot_248,248,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_248/foot_248/SkeletalMeshes/foot_248,/Game/Characters/Modular/Male/foot_248/foot_248/SkeletalMeshes/foot_248,,,
foot_249,249,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_249/foot_249/SkeletalMeshes/foot_249,/Game/Characters/Modular/Male/foot_249/foot_249/SkeletalMeshes/foot_249,,,
foot_250,250,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_250/foot_250/SkeletalMeshes/foot_250,/Game/Characters/Modular/Male/foot_250/foot_250/SkeletalMeshes/foot_250,,,
foot_251,251,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_251/foot_251/SkeletalMeshes/foot_251,/Game/Characters/Modular/Male/foot_251/foot_251/SkeletalMeshes/foot_251,,,
foot_252,252,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_252/foot_252/SkeletalMeshes/foot_252,/Game/Characters/Modular/Male/foot_252/foot_252/SkeletalMeshes/foot_252,,,
foot_253,253,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_253/foot_253/SkeletalMeshes/foot_253,/Game/Characters/Modular/Male/foot_253/foot_253/SkeletalMeshes/foot_253,,,
foot_254,254,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_254/foot_254/SkeletalMeshes/foot_254,/Game/Characters/Modular/Male/foot_254/foot_254/SkeletalMeshes/foot_254,,,
foot_255,255,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_255/foot_255/SkeletalMeshes/foot_255,/Game/Characters/Modular/Male/foot_255/foot_255/SkeletalMeshes/foot_255,,,
foot_256,256,151,205,117,4324,92,320582,0,120,31,255,,,20,40,10,30,100,10,228,/Game/Characters/Modular/Female/foot_256/foot_256/SkeletalMeshes/foot_256,/Game/Characters/Modular/Male/foot_256/foot_256/SkeletalMeshes/foot_256,LFOO256,Legionnaire Shoes,
foot_257,257,151,175,87,4320,92,320582,0,100,,,,,18,40,10,30,125,10,228,/Game/Characters/Modular/Female/foot_257/foot_257/SkeletalMeshes/foot_257,/Game/Characters/Modular/Male/foot_257/foot_257/SkeletalMeshes/foot_257,LFOO257,Oppressor Shoes,
foot_258,258,152,187,129,4329,105,320582,0,120,31,255,,,20,40,12,30,100,3,236,/Game/Characters/Modular/Female/foot_258/foot_258/SkeletalMeshes/foot_258,/Game/Characters/Modular/Male/foot_258/foot_258/SkeletalMeshes/foot_258,LFOO258,Aristocrat Shoes,
foot_259,259,152,157,99,4333,105,320582,0,100,,,,,18,40,12,30,125,3,236,/Game/Characters/Modular/Female/foot_259/foot_259/SkeletalMeshes/foot_259,/Game/Characters/Modular/Male/foot_259/foot_259/SkeletalMeshes/foot_259,LFOO259,Bureaucrats Shoes,
foot_260,260,151,195,116,4337,113,320582,0,120,31,255,,,20,40,11,30,100,3,232,/Game/Characters/Modular/Female/foot_260/foot_260/SkeletalMeshes/foot_260,/Game/Characters/Modular/Male/foot_260/foot_260/SkeletalMeshes/foot_260,LFOO260,Frostwaker Shoes,
foot_261,261,151,165,86,4342,113,320582,0,100,,,,,18,40,11,30,125,3,232,/Game/Characters/Modular/Female/foot_261/foot_261/SkeletalMeshes/foot_261,/Game/Characters/Modular/Male/foot_261/foot_261/SkeletalMeshes/foot_261,LFOO261,Windreader Shoes,
foot_262,262,153,190,117,4373,105,320582,0,120,31,255,,,20,40,13,30,100,3,240,/Game/Characters/Modular/Female/foot_262/foot_262/SkeletalMeshes/foot_262,/Game/Characters/Modular/Male/foot_262/foot_262/SkeletalMeshes/foot_262,LFOO262,Fateshaper Shoes,
foot_263,263,153,160,87,4351,105,320582,0,100,,,,,18,40,13,30,125,3,240,/Game/Characters/Modular/Female/foot_263/foot_263/SkeletalMeshes/foot_263,/Game/Characters/Modular/Male/foot_263/foot_263/SkeletalMeshes/foot_263,LFOO263,Smokeweaver Shoes,
foot_264,264,153,160,87,4351,105,320582,0,120,,,,,18,40,13,30,125,3,240,/Game/Characters/Modular/Female/foot_264/foot_264/SkeletalMeshes/foot_264,/Game/Characters/Modular/Male/foot_264/foot_264/SkeletalMeshes/foot_264,LFOO264,Puppet Shoes,
foot_265,265,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_265/foot_265/SkeletalMeshes/foot_265,/Game/Characters/Modular/Male/foot_265/foot_265/SkeletalMeshes/foot_265,,,
foot_266,266,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_266/foot_266/SkeletalMeshes/foot_266,/Game/Characters/Modular/Male/foot_266/foot_266/SkeletalMeshes/foot_266,,,
foot_267,267,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_267/foot_267/SkeletalMeshes/foot_267,/Game/Characters/Modular/Male/foot_267/foot_267/SkeletalMeshes/foot_267,,,
foot_268,268,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_268/foot_268/SkeletalMeshes/foot_268,/Game/Characters/Modular/Male/foot_268/foot_268/SkeletalMeshes/foot_268,,,
foot_269,269,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_269/foot_269/SkeletalMeshes/foot_269,/Game/Characters/Modular/Male/foot_269/foot_269/SkeletalMeshes/foot_269,,,
foot_270,270,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_270/foot_270/SkeletalMeshes/foot_270,/Game/Characters/Modular/Male/foot_270/foot_270/SkeletalMeshes/foot_270,,,
foot_271,271,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_271/foot_271/SkeletalMeshes/foot_271,/Game/Characters/Modular/Male/foot_271/foot_271/SkeletalMeshes/foot_271,,,
foot_272,272,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_272/foot_272/SkeletalMeshes/foot_272,/Game/Characters/Modular/Male/foot_272/foot_272/SkeletalMeshes/foot_272,,,
foot_273,273,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_273/foot_273/SkeletalMeshes/foot_273,/Game/Characters/Modular/Male/foot_273/foot_273/SkeletalMeshes/foot_273,,,
foot_274,274,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_274/foot_274/SkeletalMeshes/foot_274,/Game/Characters/Modular/Male/foot_274/foot_274/SkeletalMeshes/foot_274,,,
foot_275,275,153,165,86,3930,105,320582,0,100,,,,,22,50,11,30,125,3,240,/Game/Characters/Modular/Female/foot_275/foot_275/SkeletalMeshes/foot_275,/Game/Characters/Modular/Male/foot_275/foot_275/SkeletalMeshes/foot_275,LFOO275,Streetfighter Shoes 1,
foot_276,276,153,175,87,3931,105,320582,0,100,,,,,19,50,10,30,125,3,240,/Game/Characters/Modular/Female/foot_276/foot_276/SkeletalMeshes/foot_276,/Game/Characters/Modular/Male/foot_276/foot_276/SkeletalMeshes/foot_276,LFOO276,Streetfighter Shoes 2,
foot_277,277,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_277/foot_277/SkeletalMeshes/foot_277,/Game/Characters/Modular/Male/foot_277/foot_277/SkeletalMeshes/foot_277,,,
foot_278,278,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_278/foot_278/SkeletalMeshes/foot_278,/Game/Characters/Modular/Male/foot_278/foot_278/SkeletalMeshes/foot_278,,,
foot_279,279,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_279/foot_279/SkeletalMeshes/foot_279,/Game/Characters/Modular/Male/foot_279/foot_279/SkeletalMeshes/foot_279,,,
foot_280,280,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_280/foot_280/SkeletalMeshes/foot_280,/Game/Characters/Modular/Male/foot_280/foot_280/SkeletalMeshes/foot_280,,,
foot_281,281,0,0,0,0,0,0,0,,,,,,,,,,,,0,/Game/Characters/Modular/Female/foot_281/foot_281/SkeletalMeshes/foot_281,/Game/Characters/Modular/Male/foot_281/foot_281/SkeletalMeshes/foot_281,,,
foot_288,288,153,4,2,602,21,0,0,70,,,,,,,,,40,2,244,/Game/Characters/Modular/Female/foot_288/foot_288/SkeletalMeshes/foot_288,/Game/Characters/Modular/Male/foot_288/foot_288/SkeletalMeshes/foot_288,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_289,289,153,5,3,602,22,0,0,70,,,,,,,,,41,2,244,/Game/Characters/Modular/Female/foot_289/foot_289/SkeletalMeshes/foot_289,/Game/Characters/Modular/Male/foot_289/foot_289/SkeletalMeshes/foot_289,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_290,290,153,5,3,602,23,0,0,70,,1,,,,,,,43,2,244,/Game/Characters/Modular/Female/foot_290/foot_290/SkeletalMeshes/foot_290,/Game/Characters/Modular/Male/foot_290/foot_290/SkeletalMeshes/foot_290,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_291,291,153,5,3,602,25,0,0,70,,3,,,,,,,45,2,244,/Game/Characters/Modular/Female/foot_291/foot_291/SkeletalMeshes/foot_291,/Game/Characters/Modular/Male/foot_291/foot_291/SkeletalMeshes/foot_291,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_292,292,153,5,3,602,22,0,0,70,,,,,,,,,41,2,244,/Game/Characters/Modular/Female/foot_292/foot_292/SkeletalMeshes/foot_292,/Game/Characters/Modular/Male/foot_292/foot_292/SkeletalMeshes/foot_292,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_293,293,153,5,3,602,22,0,0,70,,,,,,,,,41,2,244,/Game/Characters/Modular/Female/foot_293/foot_293/SkeletalMeshes/foot_293,/Game/Characters/Modular/Male/foot_293/foot_293/SkeletalMeshes/foot_293,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_294,294,153,5,3,602,22,0,0,70,,,,,,,,,41,2,244,/Game/Characters/Modular/Female/foot_294/foot_294/SkeletalMeshes/foot_294,/Game/Characters/Modular/Male/foot_294/foot_294/SkeletalMeshes/foot_294,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_295,295,153,5,3,602,22,0,0,70,,,,,,,,,41,2,244,/Game/Characters/Modular/Female/foot_295/foot_295/SkeletalMeshes/foot_295,/Game/Characters/Modular/Male/foot_295/foot_295/SkeletalMeshes/foot_295,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_296,296,153,5,3,602,22,0,0,70,,,,,,,,,41,2,244,/Game/Characters/Modular/Female/foot_296/foot_296/SkeletalMeshes/foot_296,/Game/Characters/Modular/Male/foot_296/foot_296/SkeletalMeshes/foot_296,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_297,297,153,5,3,602,22,0,0,70,,,,,,,,,41,2,244,/Game/Characters/Modular/Female/foot_297/foot_297/SkeletalMeshes/foot_297,/Game/Characters/Modular/Male/foot_297/foot_297/SkeletalMeshes/foot_297,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_298,298,153,5,3,602,22,0,0,70,,,,,,,,,41,2,244,/Game/Characters/Modular/Female/foot_298/foot_298/SkeletalMeshes/foot_298,/Game/Characters/Modular/Male/foot_298/foot_298/SkeletalMeshes/foot_298,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_299,299,153,5,3,602,22,0,0,70,,,,,,,,,41,2,244,/Game/Characters/Modular/Female/foot_299/foot_299/SkeletalMeshes/foot_299,/Game/Characters/Modular/Male/foot_299/foot_299/SkeletalMeshes/foot_299,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_300,300,153,5,3,602,22,0,0,70,,,,,,,,,41,2,244,/Game/Characters/Modular/Female/foot_300/foot_300/SkeletalMeshes/foot_300,/Game/Characters/Modular/Male/foot_300/foot_300/SkeletalMeshes/foot_300,LFOO030,Visitor Sandals,Basic shoes for Visitors that are furnished by the Akram Kingdom.
foot_301,301,151,9,2,611,21,1050,0,77,31,13,,,,,,,40,5,228,/Game/Characters/Modular/Female/foot_301/foot_301/SkeletalMeshes/foot_301,/Game/Characters/Modular/Male/foot_301/foot_301/SkeletalMeshes/foot_301,LFOO031,Soldier Boots,Basic boots for Soldiers.
foot_302,302,151,10,2,611,21,1050,0,77,31,16,,,,,,,40,5,228,/Game/Characters/Modular/Female/foot_302/foot_302/SkeletalMeshes/foot_302,/Game/Characters/Modular/Male/foot_302/foot_302/SkeletalMeshes/foot_302,LFOO031,Soldier Boots,Basic boots for Soldiers.
foot_303,303,151,11,3,611,21,1050,0,77,31,19,,,,,,,41,5,228,/Game/Characters/Modular/Female/foot_303/foot_303/SkeletalMeshes/foot_303,/Game/Characters/Modular/Male/foot_303/foot_303/SkeletalMeshes/foot_303,LFOO031,Soldier Boots,Basic boots for Soldiers.
foot_304,304,151,11,4,611,29,1050,0,77,31,14,,,,,,,47,5,228,/Game/Characters/Modular/Female/foot_304/foot_304/SkeletalMeshes/foot_304,/Game/Characters/Modular/Male/foot_304/foot_304/SkeletalMeshes/foot_304,LFOO031,Soldier Boots,Basic boots for Soldiers.
foot_305,305,151,13,5,611,33,1050,0,77,31,18,,,,,,,52,5,228,/Game/Characters/Modular/Female/foot_305/foot_305/SkeletalMeshes/foot_305,/Game/Characters/Modular/Male/foot_305/foot_305/SkeletalMeshes/foot_305,LFOO031,Soldier Boots,Basic boots for Soldiers.
foot_306,306,151,14,6,611,37,1050,0,77,31,22,,,,,,,56,5,228,/Game/Characters/Modular/Female/foot_306/foot_306/SkeletalMeshes/foot_306,/Game/Characters/Modular/Male/foot_306/foot_306/SkeletalMeshes/foot_306,LFOO031,Soldier Boots,Basic boots for Soldiers.
foot_307,307,151,13,3,612,28,2950,0,80,31,33,,,,,,,42,5,228,/Game/Characters/Modular/Female/foot_307/foot_307/SkeletalMeshes/foot_307,/Game/Characters/Modular/Male/foot_307/foot_307/SkeletalMeshes/foot_307,LFOO032,Iron Boots,Boots made out of iron.
foot_308,308,151,14,4,612,28,2950,0,80,31,36,,,,,,,43,5,228,/Game/Characters/Modular/Female/foot_308/foot_308/SkeletalMeshes/foot_308,/Game/Characters/Modular/Male/foot_308/foot_308/SkeletalMeshes/foot_308,LFOO032,Iron Boots,Boots made out of iron.
foot_309,309,151,15,4,612,28,2950,0,80,31,39,,,,,,,43,5,228,/Game/Characters/Modular/Female/foot_309/foot_309/SkeletalMeshes/foot_309,/Game/Characters/Modular/Male/foot_309/foot_309/SkeletalMeshes/foot_309,LFOO032,Iron Boots,Boots made out of iron.
foot_310,310,151,16,5,612,34,2950,0,80,31,32,,,,,,,47,5,228,/Game/Characters/Modular/Female/foot_310/foot_310/SkeletalMeshes/foot_310,/Game/Characters/Modular/Male/foot_310/foot_310/SkeletalMeshes/foot_310,LFOO032,Iron Boots,Boots made out of iron.
foot_311,311,151,17,6,612,37,2950,0,80,31,35,,,,,,,51,5,228,/Game/Characters/Modular/Female/foot_311/foot_311/SkeletalMeshes/foot_311,/Game/Characters/Modular/Male/foot_311/foot_311/SkeletalMeshes/foot_311,LFOO032,Iron Boots,Boots made out of iron.
foot_312,312,151,19,7,612,42,2950,0,80,31,40,,,,,,,56,5,228,/Game/Characters/Modular/Female/foot_312/foot_312/SkeletalMeshes/foot_312,/Game/Characters/Modular/Male/foot_312/foot_312/SkeletalMeshes/foot_312,LFOO032,Iron Boots,Boots made out of iron.
foot_313,313,151,21,8,612,45,2950,0,80,31,43,,,,,,,60,5,228,/Game/Characters/Modular/Female/foot_313/foot_313/SkeletalMeshes/foot_313,/Game/Characters/Modular/Male/foot_313/foot_313/SkeletalMeshes/foot_313,LFOO032,Iron Boots,Boots made out of iron.
foot_314,314,151,18,3,613,35,6350,0,80,31,53,,,,,,,45,5,228,/Game/Characters/Modular/Female/foot_314/foot_314/SkeletalMeshes/foot_314,/Game/Characters/Modular/Male/foot_314/foot_314/SkeletalMeshes/foot_314,LFOO033,Trunket Boots,"Heavy, but very reliable boots."
